272,11487.804,8273.641,10310.873,9831.669,7342.519,9671.603,5670.831,5306.416,5248.053,4847.086,4903.563,3028.553,2316.359,2098.031,1240.498,1859.521,1073.733,882.357,910.086,1748.762,3120.170,6001.050,11078.521,14480.767,15454.576,12748.708,8126.865,4766.135,2206.760,2519.387,8368.404,34676.656,83987.675,164238.984,250732.468,301867.031,266855.303,188956.297,107731.740,39370.339,11382.966,2563.267,410.980,331.139,389.980,360.763,301.768,289.256,301.378,238.043,232.292,266.873,291.062,194.771,225.489,178.439,228.235,208.527,164.668,188.609,185.603,232.668,169.329,174.784,153.297,131.343,168.298,155.656,172.322,159.010,138.336,147.256,138.070,142.185,121.141,111.954,141.278,129.262,120.000,130.869,138.915,146.169,104.163,107.670,122.957,97.848,109.679,95.680,98.320,105.522,99.835,118.264,116.734,129.494,108.525,137.992,113.286,95.855,80.882,106.568,84.726,99.019,76.890,90.372,96.525,88.825,109.917,70.609,71.918,87.294,83.404,85.689,88.333,81.175,69.080,63.577,63.478,68.586,77.412,76.480,77.049,64.468,77.716,65.172,65.862,65.921,73.918,72.939,64.975,64.834,75.592,57.882,54.087,54.132,68.487,66.275,56.969,68.251,56.219,56.081,73.450,79.154,90.622,132.836,187.269,257.132,338.296,432.819,485.454,494.529,478.522,
274,13744.488,11345.531,11695.036,10599.866,5494.902,6482.978,6724.032,7369.424,6021.043,3463.601,4077.973,3804.355,2821.311,2460.728,1671.338,1678.042,1225.013,1220.966,980.661,942.678,1622.849,2988.465,6699.126,10637.312,13598.368,13677.442,10975.716,6448.095,3600.905,2003.116,2346.001,8634.104,29982.196,81094.968,164350.900,248680.518,268295.690,245645.825,182300.085,90834.276,36866.881,12089.029,1953.553,343.519,366.197,347.291,247.998,290.187,269.992,224.862,196.796,243.073,217.447,152.851,193.977,185.764,211.246,161.568,150.108,163.264,145.397,154.013,148.255,139.431,175.174,155.567,124.482,120.459,85.062,124.869,128.691,105.849,90.071,95.102,104.951,136.267,125.983,101.957,109.267,127.886,119.330,96.891,118.966,92.706,94.627,98.423,85.819,80.175,92.207,98.255,103.507,103.522,79.636,100.126,90.808,93.134,99.565,114.527,96.556,117.385,86.628,97.299,89.032,105.699,80.929,95.307,88.121,71.655,66.303,70.001,74.915,94.080,82.758,60.640,66.041,63.841,73.195,80.188,67.280,61.598,81.762,58.049,75.038,65.236,78.371,67.608,56.914,73.581,69.326,58.266,61.536,52.487,53.822,56.865,55.349,61.094,57.494,59.816,56.340,69.304,52.997,50.557,50.813,75.885,99.421,141.875,192.215,297.489,375.295,442.652,449.945,
276,13788.684,13613.619,12681.735,8954.957,8528.897,7328.248,4861.055,7649.970,6700.787,4462.154,3622.171,3027.552,2523.566,2479.435,2091.607,1542.784,1208.125,867.620,749.475,730.821,975.032,1357.159,3214.974,6355.085,9976.588,13515.536,13018.732,10078.837,6023.219,3231.424,1673.356,1991.366,6374.054,26326.654,76004.170,158659.603,215245.938,258889.062,240745.025,166239.646,94084.000,43778.413,12042.716,2360.769,356.469,246.149,238.846,243.816,271.448,246.521,267.846,231.030,123.244,172.054,187.594,161.091,128.737,210.851,171.282,123.698,142.356,110.062,111.843,118.487,137.717,122.883,132.058,110.217,111.159,139.880,132.141,109.538,108.034,89.430,112.213,104.820,95.568,68.118,72.922,100.564,102.529,107.078,102.746,97.373,94.576,99.232,85.200,79.721,96.401,74.557,80.019,80.726,89.692,100.021,88.362,100.261,113.993,92.041,99.930,91.703,81.998,70.644,79.823,74.542,73.055,88.280,74.603,77.006,80.437,74.695,72.199,77.925,69.204,71.650,67.639,72.970,70.362,71.063,57.992,64.512,63.531,46.661,66.185,70.335,68.578,60.614,61.487,65.260,60.771,58.187,49.741,57.270,52.189,54.984,34.329,51.774,46.863,48.966,53.444,49.007,48.697,48.608,57.550,51.276,59.178,70.336,95.899,142.141,189.381,280.660,359.894,
278,14666.078,10877.426,10705.026,6181.013,6913.811,6418.143,5708.318,5551.463,4365.321,5170.018,4266.284,3407.559,2535.563,1929.735,1858.794,1643.004,1334.780,719.791,872.118,1003.438,829.944,1060.142,1497.864,3621.590,6532.993,10448.385,12511.439,11853.964,9147.583,5403.856,2753.920,1678.462,2066.683,6783.442,28074.443,78209.280,142629.485,216726.077,243883.725,218482.096,156355.952,94295.477,38864.055,13456.777,2571.046,344.130,216.124,232.771,198.685,220.544,250.522,177.847,153.771,184.457,181.042,176.563,127.496,133.001,131.200,171.028,152.818,124.297,130.787,127.892,114.382,127.474,96.755,101.158,73.607,105.511,99.163,70.561,97.992,87.395,110.734,98.999,70.873,95.656,84.968,104.019,95.390,100.346,88.590,97.789,89.640,66.925,89.865,80.473,81.961,83.316,77.656,88.138,89.211,91.910,98.249,100.533,103.848,106.746,88.864,80.085,101.864,85.429,75.039,59.542,79.310,87.067,69.499,67.331,81.002,65.198,63.957,65.907,62.347,68.135,81.468,73.301,63.051,69.388,58.454,66.113,49.947,56.498,68.725,64.971,59.133,63.240,55.848,62.923,60.936,55.953,52.719,55.684,51.293,46.614,48.891,43.499,51.284,44.501,47.739,48.320,50.868,50.419,43.478,51.643,42.357,35.941,66.525,86.634,123.997,147.040,238.228,
280,14318.717,11698.059,8908.946,6067.889,7994.516,6430.902,5407.705,5806.626,4946.672,4346.832,4294.936,3317.386,3195.786,2228.797,1496.489,1594.246,1161.396,905.761,919.358,791.526,554.122,771.366,895.435,1671.954,3512.473,7249.105,10158.457,12261.269,11033.498,7953.863,4858.297,2415.689,1688.154,2097.275,7619.141,27806.157,72058.087,141929.037,199422.951,229015.008,205919.584,156300.587,87953.660,42223.833,13953.746,1523.678,333.085,205.818,164.867,205.356,194.033,238.314,169.082,133.965,133.520,136.825,145.500,156.972,147.915,136.666,140.424,101.041,147.115,110.330,90.460,82.390,107.286,92.896,86.415,99.072,96.519,97.339,60.051,81.133,77.484,90.794,87.517,74.700,87.710,84.593,93.515,103.970,107.000,69.877,94.549,77.444,73.012,66.498,73.119,91.291,96.554,64.213,89.164,88.403,102.541,102.805,104.031,107.127,103.492,97.081,88.005,64.353,83.434,71.699,86.372,73.028,66.926,63.840,69.206,66.749,76.918,71.858,69.843,74.508,79.099,60.191,71.406,68.828,67.689,59.629,57.913,72.192,65.374,63.367,64.939,79.182,64.510,57.374,52.650,62.524,55.496,44.229,49.621,41.770,44.320,54.768,51.399,45.206,51.713,38.751,56.841,48.522,53.961,47.844,39.576,41.260,47.944,52.413,64.625,77.890,127.873,
282,13055.037,10266.813,11464.687,11194.543,6706.237,6534.671,5566.078,6212.024,5506.016,5091.347,4236.863,3444.404,3537.761,2459.936,1651.204,1544.352,1184.865,1163.439,861.418,685.314,646.888,634.071,669.143,847.214,1665.175,3686.984,7303.067,10188.439,11734.651,10488.524,7357.342,4041.828,2467.238,1784.575,2062.902,6566.738,24744.082,70211.227,126750.167,189177.852,215345.959,207251.582,154438.382,99173.973,48342.484,11441.824,1670.922,346.257,201.213,155.907,167.325,194.355,196.598,175.357,197.415,129.295,140.062,143.594,106.947,100.082,115.591,109.328,101.569,132.850,117.931,101.949,105.492,90.469,111.041,99.080,68.275,90.011,67.883,78.706,84.964,71.858,74.613,77.236,83.708,79.020,80.067,92.889,93.488,89.054,72.641,60.514,61.652,64.093,72.066,76.441,92.217,77.154,78.104,112.571,100.058,104.077,106.007,112.022,93.976,100.479,84.684,85.781,83.723,75.908,66.828,72.964,73.369,70.452,74.916,68.829,70.985,66.969,63.174,59.878,61.655,62.703,74.938,71.008,70.565,72.836,59.792,69.509,61.080,73.801,60.021,58.055,61.590,63.091,70.629,53.467,57.805,48.967,43.891,43.738,45.143,40.291,36.372,37.259,46.199,42.239,50.883,45.893,46.555,43.669,40.022,42.949,41.924,38.036,59.055,63.806,73.798,
284,13245.748,9377.216,8009.894,8945.220,10301.749,7598.575,5461.807,5728.957,6434.787,4848.594,4700.522,4330.684,3726.637,2546.047,2295.933,1569.635,1126.476,967.607,798.090,754.466,522.312,602.856,435.517,576.661,991.941,1957.112,4076.998,7432.843,10371.544,11627.487,9949.631,6400.810,4033.003,2186.603,1979.904,2038.376,6645.402,25921.223,62227.445,121252.781,176221.504,203603.549,197494.565,157922.766,101275.657,39420.643,10713.979,1712.776,296.072,154.725,150.242,173.518,157.820,158.924,164.100,123.211,156.498,125.836,122.924,92.907,94.998,114.785,75.803,117.217,94.851,93.274,93.746,95.464,63.160,74.613,80.276,71.036,77.137,94.384,74.086,89.500,82.870,57.540,80.485,78.287,89.040,86.491,85.554,87.408,81.713,58.070,59.120,59.342,64.943,67.723,64.784,81.712,83.413,88.634,79.447,98.997,100.753,110.990,89.044,97.688,79.666,75.732,85.794,75.308,81.995,71.668,74.641,62.405,67.429,59.973,58.942,70.833,68.490,61.520,63.394,65.192,69.104,67.855,74.180,69.303,70.723,61.088,71.275,64.796,59.149,64.733,62.227,57.846,65.663,55.605,49.773,50.613,46.850,43.705,41.010,44.902,44.117,47.257,39.726,45.170,36.327,38.867,44.847,32.665,41.401,40.181,31.877,45.952,45.037,57.267,40.924,
286,14555.401,10714.787,11243.771,7990.347,9329.770,7497.984,7135.658,6536.189,6345.612,5585.969,4412.326,4557.400,4068.548,2974.483,2274.800,1701.844,1306.618,1054.834,727.730,665.357,718.642,612.137,522.874,583.634,730.225,1082.084,2287.753,4771.438,8006.872,10450.829,10816.334,9057.428,6291.048,3531.538,2248.918,1820.769,2190.526,7737.076,23830.450,63255.715,116777.504,162713.332,201419.099,195829.727,152486.851,84057.461,34397.722,9065.098,1207.647,309.371,178.502,134.940,134.328,144.329,133.960,153.119,137.196,107.170,115.521,97.820,111.854,104.771,77.859,79.170,118.641,111.662,88.273,88.092,83.837,87.781,89.102,68.123,77.689,77.612,60.829,75.692,63.114,74.963,66.194,86.397,72.467,73.575,63.802,63.213,48.589,79.651,71.998,68.246,59.305,74.278,73.225,82.846,100.528,94.485,83.356,102.577,91.099,108.451,96.429,92.299,93.646,98.698,85.164,69.418,75.464,66.414,71.837,58.746,65.126,63.907,52.613,60.508,67.670,65.364,59.180,64.364,67.836,63.477,60.781,65.585,69.353,68.488,68.573,68.708,65.789,62.131,70.068,58.124,64.071,56.438,47.996,49.118,49.015,43.317,43.599,33.598,32.768,48.973,35.858,46.660,33.053,43.201,38.782,31.998,50.603,45.084,27.422,36.590,34.926,39.223,46.550,
288,12705.668,11256.681,9037.818,8537.282,8116.952,7609.202,5785.775,5359.322,5797.020,5210.863,4817.482,4340.100,3647.265,2988.709,2306.345,1863.825,1654.253,1122.044,859.542,706.290,739.872,530.545,586.834,486.081,672.874,732.148,1229.101,2343.019,5115.787,8162.157,10493.803,10453.284,8526.454,5679.199,3218.489,2344.284,1879.489,2392.152,6436.973,22880.489,56204.872,98976.216,159914.289,194048.301,188905.578,142262.307,83225.445,34820.876,8345.571,1612.734,264.569,146.776,126.215,139.627,110.905,122.225,109.868,126.485,81.850,98.933,115.788,68.903,100.354,86.818,98.296,82.670,64.176,72.752,63.450,68.514,65.087,68.902,53.897,75.381,66.360,57.999,66.663,60.719,86.558,72.974,67.476,63.316,68.436,59.763,53.627,75.644,49.628,57.194,59.082,72.371,71.186,66.916,91.314,89.887,82.922,86.434,112.402,88.418,118.505,82.586,87.380,84.666,80.261,73.040,67.757,76.886,64.291,68.555,57.879,60.964,62.881,64.429,61.395,60.046,74.645,71.996,62.541,64.163,56.193,67.722,70.221,64.122,64.256,74.489,72.527,67.888,65.384,61.042,68.745,60.858,55.766,53.721,42.113,45.663,38.466,38.360,37.909,35.185,35.961,35.199,38.389,39.603,33.110,29.887,38.262,31.644,42.396,34.489,34.979,49.147,42.074,
290,12037.154,10534.590,10073.194,7580.794,6817.185,7120.725,6039.351,5398.952,6153.058,5811.378,5566.111,5055.952,3398.771,3227.793,2184.199,2053.824,1423.981,1141.480,962.088,780.845,599.989,655.608,590.769,594.117,609.743,755.755,856.137,1454.018,2979.295,5430.011,8755.014,10595.674,10345.476,8011.333,5189.921,3279.490,2163.572,1829.994,2197.619,6573.859,21811.893,48454.724,102100.747,153536.459,184145.874,178951.101,137153.437,80293.569,29939.826,8287.155,1441.888,242.823,134.329,135.146,121.149,97.014,124.056,125.311,118.977,122.780,120.711,120.092,95.463,77.223,95.320,78.659,72.124,69.715,91.778,72.325,61.559,81.563,60.536,67.761,53.032,60.353,59.315,61.744,64.017,78.183,71.886,59.301,60.179,63.832,45.130,54.930,49.005,44.264,40.100,63.502,73.885,82.924,98.581,79.741,111.324,99.128,106.057,102.001,101.416,89.317,95.262,76.352,66.755,66.659,62.672,65.858,61.215,58.085,68.541,59.799,61.105,48.524,64.236,57.951,63.423,70.991,63.530,63.808,68.299,66.031,68.190,73.019,67.156,71.453,68.539,74.168,70.710,66.877,61.140,61.921,56.338,51.334,41.793,44.303,35.909,40.826,35.957,32.570,36.816,32.107,38.693,34.816,39.351,33.333,37.561,33.337,43.312,44.570,27.345,37.412,37.365,
292,12698.999,10083.322,9754.945,8012.093,6134.109,7105.173,6080.502,5782.479,5547.497,5640.714,5197.089,4437.560,3726.696,3354.649,2725.060,1977.885,1483.911,920.865,887.279,725.501,520.059,613.108,559.846,561.636,610.477,638.607,682.755,893.387,1754.652,3048.841,6120.375,8928.473,10544.961,9926.336,7594.830,5013.418,2865.920,2216.277,1959.144,2285.092,6017.846,16921.535,49479.155,94660.432,141099.221,176721.144,173257.041,133568.767,71534.255,29877.054,7931.995,1203.947,229.104,120.461,158.230,100.222,115.421,107.205,98.616,93.912,96.534,110.322,78.053,99.463,62.962,73.736,82.510,53.838,71.554,62.862,66.065,62.698,50.454,72.880,62.757,60.913,50.696,65.816,58.118,55.305,63.359,57.372,46.052,59.705,44.491,48.010,49.641,53.831,50.462,62.400,76.741,77.914,84.625,97.019,106.974,105.161,101.724,99.080,93.683,76.967,73.198,78.460,75.731,74.685,71.522,60.644,65.457,56.206,74.568,61.742,66.744,52.837,62.056,58.617,58.376,69.695,69.490,67.207,64.830,67.319,65.317,74.418,71.438,81.697,71.798,65.100,69.166,68.567,66.375,67.488,53.608,50.343,42.525,40.482,40.580,38.255,33.147,31.125,35.387,31.765,35.266,35.305,32.726,40.420,34.325,35.419,37.781,30.748,41.318,37.836,35.468,
294,14548.922,11344.005,11050.994,8448.746,7005.356,5623.983,5801.708,6267.272,5969.780,5437.398,5207.755,4635.035,3983.336,3441.887,2596.791,2064.840,1471.071,1141.071,777.344,764.249,512.937,564.546,608.966,592.599,509.292,601.425,646.138,836.822,1093.432,1829.937,3694.384,6597.953,9000.241,10708.568,9513.815,7088.136,4460.086,2731.693,2106.883,1818.054,1924.248,4812.527,17935.455,45724.145,86207.135,141044.436,170425.520,166617.272,124236.991,70212.010,28388.502,6944.515,1405.956,194.470,167.088,106.271,116.064,100.981,109.949,74.072,97.361,103.161,73.771,81.716,72.919,87.222,73.965,76.718,53.130,70.634,66.346,64.894,59.664,58.573,45.020,70.128,56.887,67.611,51.967,49.599,59.265,53.510,54.690,58.479,55.127,55.702,42.141,45.051,53.279,61.588,67.567,68.161,66.699,95.483,96.513,113.227,97.344,94.459,89.196,94.006,87.519,71.218,73.131,64.426,82.097,50.107,65.369,56.778,61.032,60.720,60.190,66.405,64.862,64.411,66.309,64.118,64.541,60.393,65.191,68.107,64.314,73.175,78.724,67.584,64.738,80.097,70.752,65.826,50.899,58.789,62.768,52.128,47.128,38.040,33.349,44.368,34.020,38.960,40.924,30.204,33.490,33.845,34.631,36.110,27.668,29.794,28.621,37.699,39.878,36.282,43.492,
296,12046.405,12767.806,9588.339,6430.549,6995.307,6324.177,6348.605,6451.306,6319.556,5701.675,5426.254,4394.421,4017.692,3373.891,2409.434,2028.202,1444.500,1164.692,741.419,783.978,584.049,568.640,588.709,547.978,592.914,649.882,628.980,751.547,912.521,1336.596,2436.320,4396.152,7215.699,9711.105,10319.157,9101.959,6180.264,3853.140,2537.163,1844.371,1703.734,1646.780,5280.683,17470.000,42111.875,90103.739,135034.609,163564.168,159498.225,117817.470,65568.037,23174.965,6820.184,1151.054,188.749,124.926,126.786,89.246,82.330,105.225,103.232,81.630,79.118,81.215,96.995,88.363,75.851,76.783,57.486,82.314,64.223,59.069,61.811,59.938,69.176,60.839,48.199,45.943,49.099,59.806,61.517,61.491,46.252,63.207,47.949,62.628,53.512,45.817,55.706,60.194,65.478,70.284,74.856,72.824,76.123,95.403,104.937,94.753,96.775,98.030,68.321,82.529,76.964,60.789,65.410,63.353,61.202,61.632,59.105,54.513,64.087,66.102,67.189,69.243,61.589,61.675,66.404,62.488,58.888,70.077,70.154,78.646,74.738,70.113,62.856,74.223,75.553,60.732,57.755,56.713,54.654,45.322,44.890,36.644,40.080,37.821,41.069,35.320,33.751,38.759,28.588,30.253,30.945,30.271,34.548,30.494,31.820,35.530,36.838,42.926,38.570,
298,12663.131,9769.059,7528.350,6583.411,8060.841,7056.066,5540.953,5253.488,6844.929,5025.146,5495.137,4890.586,3795.016,3527.097,2574.547,2176.923,1682.705,1295.118,1019.386,823.161,687.623,587.420,550.663,532.706,617.257,591.087,589.547,773.528,896.691,1085.006,1694.303,2766.976,4809.942,7517.663,9983.400,10220.366,8319.059,5655.300,3507.734,2226.863,1684.711,1477.470,1488.615,4337.563,14113.876,41593.367,82203.352,127652.025,163807.152,157688.399,119437.713,61820.270,25768.644,6516.531,1059.552,180.658,90.237,120.058,95.654,105.567,94.180,71.453,96.108,80.269,76.190,77.325,70.933,53.398,62.201,60.282,58.416,62.301,68.689,49.873,54.685,60.666,49.921,66.678,63.424,59.527,52.658,61.086,59.286,54.075,58.605,49.703,49.484,58.037,52.655,62.070,65.580,64.835,70.331,88.885,76.918,103.395,93.492,96.948,90.838,82.882,77.699,81.901,68.314,55.988,60.412,66.975,62.328,62.102,59.209,54.222,52.937,56.584,54.027,54.515,56.384,47.175,61.495,60.450,63.573,68.942,69.865,65.585,71.093,69.835,65.793,65.422,63.393,62.920,67.008,65.313,55.707,52.101,49.967,39.317,41.400,36.391,36.820,37.149,29.110,32.247,30.419,33.276,34.553,32.227,36.064,29.052,32.799,33.182,34.922,41.168,35.221,
300,12591.459,10692.629,8227.333,6476.348,7635.852,6899.514,4935.118,5479.923,6117.788,5687.838,5224.846,4643.520,4008.010,3392.537,2631.947,2125.166,1499.699,1200.800,927.641,757.881,650.602,657.496,638.143,686.334,677.179,649.896,699.318,820.276,838.035,1043.352,1245.240,1854.497,2925.723,5302.644,8183.532,9789.909,9605.311,7633.924,5255.235,2929.907,1972.693,1474.362,1093.322,1252.394,3468.834,14472.608,38610.902,77985.593,126083.628,157545.114,153498.824,108003.089,61999.116,23350.638,5865.352,1000.983,131.859,115.700,119.185,80.702,94.211,98.951,81.527,89.963,67.707,62.031,57.026,67.446,75.005,51.771,58.011,65.387,49.671,51.762,56.347,42.985,46.258,48.100,53.555,53.145,55.403,64.980,63.540,45.555,47.026,46.094,48.071,53.568,52.560,59.024,55.388,59.771,71.962,83.235,79.422,94.301,86.140,98.579,105.757,73.605,80.804,70.152,64.048,60.462,58.486,60.067,55.679,64.551,56.496,54.939,56.536,55.685,57.120,48.660,54.403,59.543,60.299,55.362,59.505,56.369,65.501,68.030,74.956,63.864,63.583,61.282,63.093,58.610,55.950,60.944,55.142,56.350,41.047,39.494,31.187,31.206,39.315,37.317,32.946,28.667,35.386,34.469,34.246,25.683,33.175,27.660,38.663,34.825,38.031,36.776,45.053,
302,10799.396,8499.991,7096.651,7316.902,6841.843,5489.951,5562.223,5559.345,5093.473,4939.676,5025.054,4415.507,4338.956,3221.201,2715.967,2033.662,1580.894,1002.137,1067.250,744.243,629.095,680.031,644.307,785.271,634.313,690.036,670.627,772.912,860.505,964.103,1169.888,1520.117,2072.662,3406.676,6001.818,8565.182,9466.177,8807.459,6861.142,4224.565,2520.406,1664.857,1195.653,1006.767,1061.628,3903.250,14020.752,39234.702,78973.642,127511.888,153714.052,142334.055,106238.021,55013.426,20535.340,5281.979,731.866,131.175,100.119,82.120,69.837,93.344,87.079,75.732,73.218,53.341,79.638,84.378,44.651,61.222,51.090,70.564,55.430,56.456,52.106,59.674,48.061,49.261,52.217,51.171,62.252,47.605,57.870,44.115,43.640,40.481,36.552,45.484,44.318,56.150,56.605,60.225,76.128,73.450,73.656,80.594,87.897,83.580,102.281,81.577,73.593,67.911,65.921,57.017,50.309,55.686,45.166,64.954,62.570,47.635,47.007,47.098,49.704,53.807,51.367,57.739,52.732,55.266,59.728,62.975,61.618,60.730,59.531,63.491,59.951,56.981,64.274,58.876,63.297,58.756,47.576,55.252,41.622,43.505,36.109,33.846,36.291,37.402,38.092,38.441,37.075,37.604,35.198,33.533,29.506,33.124,30.317,39.651,33.811,36.664,34.110,
304,9562.781,8210.902,8195.035,7680.209,5990.280,4718.243,5877.976,5207.880,5349.532,5022.838,4347.436,4030.081,4082.249,3155.236,2486.119,2045.589,1505.272,1083.019,1021.418,887.223,679.553,661.479,701.588,630.414,585.934,732.782,717.208,824.879,953.962,975.664,1102.041,1270.263,1594.918,2317.690,3967.583,6063.935,8305.710,9445.911,8355.041,6114.972,3675.415,2215.807,1267.225,953.647,821.859,975.709,3288.708,13217.393,36407.965,80302.797,118366.087,146417.165,141821.669,102166.349,54072.850,20794.595,5073.130,631.912,124.600,97.545,80.327,102.666,72.035,77.037,96.611,60.520,73.111,61.050,58.629,60.922,66.387,60.261,52.295,63.169,44.583,52.434,57.942,45.034,61.027,45.635,68.344,44.347,43.039,50.442,44.278,36.968,39.482,42.049,42.712,45.367,52.097,67.831,65.939,68.732,79.507,82.868,88.788,89.047,88.859,65.654,65.000,66.582,56.728,53.661,55.035,60.767,51.292,49.079,52.312,47.092,54.457,51.818,46.482,48.413,50.171,51.389,50.588,55.868,52.602,57.926,58.329,52.630,57.757,55.042,63.910,62.466,59.739,57.150,61.827,58.831,53.020,50.980,39.283,32.741,33.798,39.807,36.816,30.171,37.050,31.325,32.027,29.486,29.678,35.002,32.605,31.672,32.764,37.521,34.953,37.001,33.752,
306,9806.898,8885.549,8155.646,6206.570,4550.668,5809.829,5792.180,4898.930,4837.293,4563.384,3943.384,3633.876,4012.167,2914.983,2560.469,1831.862,1359.602,1132.907,959.190,861.221,641.024,618.478,675.431,683.341,591.292,679.267,744.252,848.917,832.572,1001.270,1042.946,1273.039,1370.107,1614.724,2648.815,4103.453,6181.270,8360.836,8859.043,7536.012,5275.207,3202.385,1612.159,1004.063,815.375,692.958,878.310,3049.361,12277.118,36775.424,70665.565,114927.781,142407.598,138883.991,101510.566,55416.395,21391.127,4887.931,732.588,125.059,82.675,78.101,84.919,61.947,82.157,87.323,55.590,69.406,59.716,60.809,61.621,61.197,53.458,49.152,55.784,59.029,58.088,50.995,53.485,52.058,53.693,59.998,42.858,48.872,56.522,38.905,45.543,42.406,58.159,48.529,46.014,51.368,70.887,70.799,81.057,67.091,79.313,72.539,79.117,69.477,71.088,63.254,56.130,57.305,50.157,51.381,50.326,50.389,51.179,53.591,54.787,51.233,48.957,43.619,51.247,55.338,50.664,55.774,44.651,48.724,56.128,49.720,60.172,61.640,64.851,57.670,54.732,60.177,55.356,59.887,50.261,48.960,39.582,38.552,33.649,37.645,30.332,36.330,34.124,31.872,31.489,33.354,31.682,35.509,33.106,30.120,30.126,32.037,41.736,40.528,36.806,
308,11900.103,7341.600,5798.245,6060.567,5351.209,4345.791,4883.431,4714.997,4551.457,4348.812,4103.932,3440.812,3521.609,2769.088,2620.024,1849.380,1254.366,1215.808,921.834,770.260,760.513,672.687,662.425,665.816,652.655,712.731,747.603,787.491,826.615,908.200,996.722,1243.269,1306.620,1631.043,2020.058,2748.267,4343.430,6643.325,8258.651,8385.717,6679.759,4581.985,2399.663,1354.440,865.561,645.822,608.876,808.732,2982.184,12832.736,33700.116,71904.479,110938.232,142117.418,135277.276,95964.034,51544.281,18143.009,4689.024,633.926,120.815,100.526,99.535,69.763,69.672,71.022,54.644,64.815,53.761,44.063,65.290,50.789,56.656,46.292,56.696,44.442,37.527,46.016,51.686,51.994,46.869,55.114,47.619,51.593,41.283,41.494,37.597,39.316,45.749,45.632,48.481,54.939,69.683,65.583,75.503,75.017,70.782,70.304,71.373,72.438,57.378,67.639,56.498,57.868,57.347,50.520,54.188,46.630,38.927,44.755,44.494,45.299,45.323,46.661,47.474,52.773,52.380,45.699,54.226,53.510,48.822,56.358,57.782,55.944,59.558,59.153,60.767,50.532,52.194,50.456,46.212,41.542,35.265,34.980,36.743,37.543,32.183,34.138,34.809,32.788,28.323,27.930,33.647,32.828,35.595,27.413,32.339,25.304,32.686,38.033,32.317,
310,8126.160,7961.092,6100.892,5500.699,5360.823,5307.139,5412.282,4842.256,4007.853,4160.035,3789.249,3600.197,3009.886,2740.020,1933.939,1707.635,1304.539,1215.446,868.926,828.447,882.980,705.805,617.343,713.294,608.748,752.625,746.646,771.199,788.851,954.974,959.604,1145.361,1187.348,1448.555,1630.684,1969.568,2900.980,4796.582,6677.783,8140.378,7741.981,6214.151,3755.597,1996.514,1132.392,724.944,626.879,581.944,706.562,2890.492,11424.845,33560.588,65992.290,112813.937,141654.631,132331.302,95834.107,48957.164,19510.399,4860.338,597.174,106.678,81.537,79.890,77.195,67.084,62.361,59.915,68.964,59.268,50.541,54.181,46.311,61.708,52.621,39.802,37.836,71.212,50.160,53.183,48.067,44.886,56.331,34.870,40.066,40.389,36.004,37.408,38.554,45.569,44.554,52.103,44.629,70.564,54.065,83.849,72.778,64.366,63.936,73.100,58.359,53.576,62.814,55.766,49.018,47.893,47.087,45.070,47.277,46.113,51.783,52.026,44.588,42.228,42.880,46.313,53.897,49.714,50.700,49.732,45.490,51.977,57.046,56.241,50.400,56.757,58.374,65.014,54.891,50.161,47.061,44.624,39.735,34.926,38.788,31.237,32.239,30.664,33.772,36.279,29.248,31.497,29.967,28.269,35.558,28.496,35.435,32.250,29.322,35.001,35.352,
312,8157.173,7210.495,5908.450,4378.682,5300.526,4290.531,4663.215,4572.110,3829.073,4084.067,4084.770,3371.537,2653.311,2562.483,2102.312,1744.499,1289.956,1076.084,932.981,825.879,834.925,633.689,630.347,666.367,624.332,669.838,661.178,778.279,792.075,970.564,1001.056,1081.138,1193.064,1346.512,1436.371,1671.560,2027.048,3240.265,4740.663,6626.458,7814.020,7281.072,5102.012,3139.572,1703.224,924.871,638.705,574.029,497.478,695.802,2695.472,12102.884,30966.658,69573.124,113698.267,135648.485,129417.128,88785.097,48650.049,18321.508,4391.549,562.946,76.198,91.432,58.046,52.744,61.677,69.183,60.302,62.124,41.351,59.755,44.981,67.418,52.388,53.368,43.445,44.611,52.513,39.735,41.989,44.614,41.953,34.913,29.213,42.755,33.261,37.487,45.141,37.398,50.008,39.917,58.886,60.319,57.227,72.322,60.420,60.488,52.120,61.548,59.391,60.367,54.406,54.363,45.010,47.435,42.572,47.479,47.509,45.618,39.408,44.471,43.710,43.756,40.139,38.105,44.293,46.023,43.509,45.858,54.303,56.118,53.728,51.343,51.806,50.333,52.999,52.335,45.828,48.337,45.696,36.837,37.285,34.597,31.663,31.080,38.268,27.652,30.063,32.780,32.750,27.297,28.368,32.282,29.613,28.680,35.831,29.821,34.767,34.168,37.559,
