272,18675.850,10570.607,11641.618,10181.059,9535.764,6919.332,6602.244,5253.036,5519.345,5067.443,3734.391,3232.329,2131.467,2207.995,1857.312,1276.822,1189.365,1023.707,1128.942,1395.504,3086.509,6065.491,11474.784,15166.307,15575.155,13118.795,8030.935,4426.564,2005.344,2013.316,6431.352,24403.246,64030.428,129721.685,195552.197,220788.856,197067.803,145077.551,79168.333,28148.729,7681.694,1706.971,439.636,431.806,361.331,270.097,344.783,325.889,234.536,196.492,315.108,270.308,195.379,200.179,202.845,160.767,157.208,174.848,180.911,127.963,169.093,164.537,188.824,167.944,157.924,169.254,193.304,131.817,129.412,137.149,140.011,123.833,136.497,121.672,116.740,119.623,123.779,133.015,125.141,125.164,96.092,108.734,106.932,89.165,119.175,128.422,101.036,104.559,79.906,106.520,116.675,107.391,104.860,129.827,101.244,135.280,113.583,87.720,78.214,86.436,77.218,108.426,103.621,78.304,109.456,100.632,76.450,78.576,83.886,65.589,77.820,55.021,61.660,96.602,62.786,74.349,67.767,65.890,69.828,80.224,93.816,65.304,64.248,58.887,78.211,65.466,66.380,74.342,69.240,59.508,48.391,61.352,59.633,51.175,54.536,61.538,63.277,70.544,54.468,66.641,57.890,72.972,99.620,146.449,209.543,262.559,354.652,438.491,499.613,496.233,466.718,
274,14315.889,10404.729,9237.788,8454.765,8633.025,6969.650,6001.583,6194.268,5551.872,3751.647,3999.766,3034.751,2445.231,1767.370,1457.404,1380.702,1249.942,1006.056,954.642,965.691,1657.983,3036.075,6632.542,11078.701,14075.658,14342.921,10746.957,6604.864,3158.318,1723.761,1982.950,6778.595,23617.544,65515.380,125837.430,173818.543,195917.134,182117.503,127847.775,63745.929,24650.405,7600.348,1401.917,389.070,325.856,279.611,278.186,244.778,240.103,273.619,170.368,187.761,187.729,193.799,207.385,141.937,172.624,159.401,198.822,118.041,136.057,166.276,133.669,112.678,135.186,145.495,116.373,130.538,131.114,145.842,99.145,99.195,96.356,96.819,120.788,107.597,101.497,134.810,84.587,110.760,103.651,116.494,112.001,104.194,98.545,111.635,98.890,91.809,87.982,99.288,85.787,89.720,85.975,120.164,103.802,88.408,94.808,94.466,86.652,92.331,80.088,68.182,71.580,71.640,81.411,78.229,79.832,66.922,81.747,82.108,68.824,63.011,78.869,73.311,68.601,71.647,75.556,69.968,67.695,72.466,61.020,58.202,71.820,56.179,69.276,54.785,62.357,59.854,60.467,58.751,61.450,46.018,56.056,48.010,44.610,60.395,49.418,56.016,55.157,45.362,58.847,44.712,62.244,81.361,109.830,145.876,194.871,289.627,377.410,443.436,485.134,
276,14635.584,9511.614,8130.601,7367.153,6557.863,6827.799,6080.415,4488.637,5308.450,3458.116,3505.213,2099.236,2357.369,1669.989,1254.463,1313.858,1080.945,994.076,765.929,883.015,908.499,1523.289,3419.304,6391.731,10657.146,12957.203,12952.774,9854.472,5736.852,3130.144,1515.475,1784.204,5506.351,21849.941,58833.085,101672.743,152399.601,181631.157,167409.217,117141.756,64277.481,28200.299,8074.145,1575.864,422.084,255.860,184.299,192.846,285.004,196.434,187.323,177.754,215.221,213.969,186.269,192.070,155.399,157.817,157.614,186.156,132.198,110.703,99.525,90.986,137.975,95.861,130.516,123.710,125.607,94.504,87.654,86.787,92.861,105.066,106.454,82.076,107.415,106.109,87.307,77.512,121.003,106.156,83.996,87.581,81.429,85.133,66.872,73.088,83.764,82.785,100.916,84.408,79.926,92.604,97.237,104.139,102.079,108.143,85.389,89.482,82.602,77.491,68.928,93.991,86.366,63.448,82.313,69.095,61.801,76.391,73.894,55.598,76.446,78.031,58.419,60.759,57.281,75.618,61.799,62.152,50.725,61.388,62.208,68.787,64.692,62.400,62.047,61.616,65.470,51.205,41.534,57.530,50.813,46.745,50.277,42.421,47.130,48.213,58.447,46.547,55.282,48.000,57.182,54.670,45.613,66.821,96.459,150.048,211.783,305.962,378.300,
278,9657.545,5891.241,6314.142,9847.817,9075.632,7358.691,7155.024,4811.208,4227.959,3111.829,3680.308,3293.734,2269.805,2553.423,1922.053,1443.398,1252.550,798.105,839.628,808.253,680.011,759.450,1587.252,3385.249,6930.182,10503.483,12480.245,11731.463,8482.881,5243.624,2472.922,1506.677,1732.576,6118.534,22676.416,49726.299,95367.372,143423.215,166081.396,151565.191,107753.685,63323.304,25314.922,7018.521,1914.317,245.448,186.876,214.336,231.465,192.765,189.347,149.386,195.238,179.439,108.646,159.481,157.170,141.434,145.631,141.583,127.748,85.434,138.680,117.694,90.464,109.521,83.668,118.097,104.809,117.246,110.696,79.308,112.194,80.556,105.168,94.419,65.241,86.592,86.248,83.137,99.630,79.586,73.658,70.498,79.886,70.804,55.176,61.608,91.279,89.488,82.283,67.280,99.194,84.557,88.397,82.638,89.168,78.535,87.100,81.521,64.534,83.534,77.092,74.328,69.305,85.288,77.263,63.639,68.587,59.436,58.218,57.680,62.128,64.068,57.950,55.685,59.755,65.343,58.851,49.871,48.420,51.155,50.361,58.793,50.544,53.989,58.801,56.918,60.395,50.598,53.269,49.069,43.078,44.614,39.301,40.015,49.754,43.841,53.890,40.761,48.798,31.327,46.333,43.635,45.403,49.630,60.685,77.439,113.996,167.734,232.304,
280,14800.440,12837.749,9342.906,10073.331,8421.678,4928.481,6028.350,5331.294,3223.728,4040.630,4333.474,3412.861,2246.369,2111.547,1666.257,1520.695,1055.267,996.621,825.293,630.056,644.121,446.704,1048.914,1556.685,4052.340,7132.094,10889.822,12347.579,10941.344,7737.864,4368.946,2115.616,1268.706,1809.001,6522.633,18505.056,46457.718,90163.249,136689.675,157244.840,142058.467,107040.441,58885.666,23528.703,8683.252,1016.254,311.007,215.431,213.395,191.074,161.239,187.084,139.632,172.425,94.773,170.700,158.685,118.129,128.244,132.100,116.733,104.309,98.653,98.861,90.924,90.174,83.287,100.599,95.423,92.849,88.610,95.549,108.718,87.783,85.048,81.087,84.285,80.615,91.790,98.435,85.230,92.268,83.584,75.523,73.307,72.085,72.564,84.864,78.686,47.560,63.159,85.204,88.389,82.827,94.380,80.547,64.162,85.597,68.739,81.923,74.627,76.561,78.559,62.315,62.714,74.512,59.998,55.629,59.927,63.727,61.614,65.478,58.903,68.701,62.101,65.701,66.930,59.392,58.357,57.244,63.242,58.895,65.999,52.692,59.622,67.446,58.954,51.105,43.125,57.123,55.881,46.031,50.878,42.778,43.198,35.192,40.262,41.087,47.463,48.566,45.892,38.223,41.017,46.636,42.904,44.816,53.971,47.441,71.900,84.362,137.252,
282,13541.663,11346.707,8578.549,8869.580,8229.523,5813.040,5053.208,5669.219,4996.776,4571.077,2838.625,3559.329,2865.575,2220.263,1666.507,1186.074,806.851,991.442,708.304,635.574,584.576,607.346,584.117,655.014,1652.523,3640.113,7274.650,10631.017,11665.420,10439.834,7081.932,3831.124,2141.367,1335.526,1730.408,4745.582,15970.032,42496.871,86716.809,129672.175,145961.626,143414.628,110080.173,63478.575,32510.512,7325.679,1198.438,250.490,201.898,137.696,158.175,152.923,134.318,148.372,144.087,123.574,95.660,117.901,98.652,103.437,101.162,145.284,92.183,122.758,101.221,74.216,116.233,76.330,77.265,77.730,95.282,72.631,82.054,75.672,82.022,73.056,103.589,77.801,90.022,85.982,75.587,75.742,77.762,44.883,80.630,60.662,69.132,70.825,58.407,60.630,73.037,95.183,57.263,90.266,75.634,89.200,92.404,97.013,85.361,70.678,84.349,78.103,71.706,54.346,66.986,57.403,59.698,69.884,73.882,66.318,55.994,64.668,64.849,71.267,59.266,64.424,57.399,56.043,61.817,53.198,70.203,63.458,61.621,69.323,58.636,52.222,61.421,44.137,46.459,44.359,44.590,38.481,45.991,41.206,38.877,39.959,36.831,45.420,33.665,36.178,44.719,37.117,46.443,45.086,39.064,46.877,33.828,53.604,56.642,45.814,65.591,
284,8697.892,9530.378,10130.130,9041.014,6493.015,7098.146,6120.241,4060.110,4203.808,4711.515,3887.299,2821.791,3015.036,2067.304,1778.842,1209.704,894.989,795.260,616.765,645.481,654.348,550.621,564.192,532.640,932.981,2012.102,4335.348,7845.758,10617.510,11320.672,9499.197,5986.882,3659.776,1983.512,1437.626,1679.983,4284.992,15263.301,43329.810,82822.663,116568.096,144462.767,147264.064,119482.038,77456.194,26197.493,6409.253,1198.357,279.111,189.512,161.512,118.910,140.978,157.610,151.860,165.974,147.006,103.964,114.676,86.886,98.578,105.024,83.349,78.842,97.018,82.424,76.568,70.752,74.092,97.722,84.132,65.921,74.037,70.306,66.193,65.748,75.690,82.042,82.947,72.505,60.080,71.161,58.323,56.535,47.608,74.454,76.733,78.014,77.007,71.806,81.073,62.730,64.688,73.053,76.892,88.332,80.590,68.025,86.033,80.725,75.046,70.345,81.907,65.184,78.923,67.082,58.418,52.978,55.900,53.919,46.280,60.748,51.489,52.280,61.097,66.537,58.740,55.970,57.308,55.997,63.672,49.236,56.228,55.460,51.441,52.983,54.428,52.874,53.267,36.726,57.210,30.229,44.979,40.856,35.552,36.730,38.049,44.543,40.961,36.360,38.554,31.763,32.552,41.238,37.347,38.853,46.691,41.689,36.098,46.102,49.308,
286,11585.221,8552.928,6933.841,7637.318,6035.000,6281.600,6206.747,5091.580,5050.771,4339.023,3996.462,3231.825,2515.180,2464.385,1679.772,1325.678,1183.998,857.779,717.666,575.284,681.760,524.349,555.359,500.420,597.724,943.657,2256.265,4679.225,8172.825,10468.388,10728.912,8585.552,5636.139,3116.961,1697.924,1361.235,1627.050,4386.381,17623.639,42836.345,75189.463,115303.472,155127.511,167114.754,132130.476,59018.515,20528.777,6449.130,957.992,227.010,168.626,129.562,166.614,121.812,124.711,109.117,120.454,98.278,108.815,123.284,81.390,77.012,95.541,70.877,99.415,82.344,85.819,80.143,87.395,62.742,58.638,73.156,64.142,58.030,71.010,61.633,75.487,63.403,71.312,62.748,86.542,78.702,51.365,74.643,53.999,51.655,66.748,67.338,73.047,59.333,59.475,54.775,73.384,82.835,82.948,67.860,93.820,91.422,86.175,83.804,70.988,83.198,53.891,80.510,77.877,58.032,72.381,52.289,54.554,61.206,53.013,47.890,59.303,57.773,56.721,57.419,62.424,63.056,59.091,50.906,67.041,55.177,48.936,52.196,52.465,49.219,55.940,63.816,56.264,47.509,44.866,37.016,43.935,39.821,36.022,32.001,29.082,38.215,46.334,37.462,36.149,34.626,33.945,35.015,36.333,34.867,41.201,40.954,33.498,38.981,47.778,
288,11374.425,10724.372,8201.294,7315.694,6586.597,6425.074,5120.446,5557.405,4716.818,4542.305,4114.937,3388.291,2694.150,2327.569,1794.046,1695.282,1160.661,1013.871,729.570,811.395,496.642,554.388,493.936,559.849,485.349,567.942,1112.029,2495.299,5077.411,8089.335,10495.204,10318.096,8152.738,5185.715,2719.247,1740.835,1465.622,1679.412,5246.890,16894.454,35562.557,70416.723,131303.140,184600.593,176083.990,106546.600,53864.788,24655.721,5658.550,935.299,181.168,151.287,144.785,129.054,122.354,127.881,118.690,101.239,99.173,111.372,68.406,68.616,91.119,107.526,67.962,64.241,77.633,82.956,69.331,78.618,57.108,79.607,81.231,74.785,52.956,70.929,63.850,63.889,69.502,72.116,50.599,56.232,56.995,49.772,66.059,49.536,50.819,51.378,49.435,59.065,71.340,79.512,76.368,79.915,87.336,85.860,93.438,75.782,76.991,80.128,70.437,62.161,58.832,61.552,57.343,57.478,51.370,42.257,58.727,50.144,49.847,53.920,65.694,50.791,53.768,58.569,50.409,68.966,64.366,49.764,54.610,58.938,48.069,53.088,50.027,57.116,57.585,51.378,51.778,48.955,46.119,48.072,37.995,39.951,35.610,28.825,30.203,31.728,32.304,38.958,35.720,28.850,34.413,36.178,28.199,34.469,28.132,32.776,36.089,39.797,39.516,
290,10666.927,11237.979,7839.931,6002.179,6486.635,6933.457,4932.392,4977.025,3761.946,4112.471,4085.943,3820.141,3123.437,2373.173,1977.381,1723.308,1030.215,1076.347,782.155,673.445,530.361,563.950,507.316,475.181,436.207,508.384,758.435,1268.372,2853.293,5311.594,8623.466,10284.976,9969.036,7457.962,4501.329,2676.483,1699.261,1418.100,1869.867,5601.163,13867.158,34411.943,86179.779,150191.433,172281.454,139083.383,94572.093,56149.729,18617.940,4664.286,827.340,171.719,153.706,86.409,93.151,114.378,88.671,101.664,78.432,90.507,111.457,77.673,91.000,63.953,62.551,66.710,55.629,89.156,67.453,64.246,66.480,73.523,65.326,83.077,63.475,60.982,57.829,64.859,69.214,68.520,59.179,72.710,53.760,60.652,52.467,67.255,58.677,50.719,53.763,60.849,56.007,77.575,82.738,80.085,89.666,75.414,92.913,83.241,67.490,75.310,71.640,75.782,63.701,76.562,49.704,56.861,54.317,56.264,51.953,59.637,53.861,56.001,55.711,64.885,55.126,44.955,50.006,57.326,59.982,53.261,48.356,61.208,58.510,50.110,48.941,55.636,60.685,55.898,52.469,54.076,42.645,44.130,42.811,40.425,33.156,32.412,29.558,33.292,36.395,38.497,28.873,33.015,35.942,33.023,35.564,29.632,21.728,36.712,39.566,42.438,26.201,
292,10142.030,9203.860,9711.812,7273.818,5628.361,4987.612,4893.414,5727.515,4495.496,4114.147,4170.637,4159.201,3036.854,2391.140,2117.684,1312.504,1196.895,977.057,747.053,491.140,578.896,328.008,497.217,460.046,430.409,517.427,500.026,722.219,1535.643,3096.378,5997.171,8849.636,10097.188,9418.216,6680.799,4194.235,2317.955,1640.055,1365.660,1897.669,4224.721,11507.128,40158.098,89756.578,125541.171,141166.451,123863.364,92679.368,44928.980,17135.088,5121.060,663.681,155.995,106.042,101.685,107.874,96.699,109.666,83.419,96.166,93.847,77.761,68.331,66.535,81.992,66.434,62.415,72.844,47.650,81.750,67.084,55.634,60.105,66.254,53.084,72.003,69.392,72.332,61.883,71.432,62.066,52.446,60.059,40.746,48.712,54.366,47.276,49.724,51.867,51.228,62.193,67.030,61.850,78.236,81.468,88.217,69.536,79.454,70.156,68.528,59.994,61.928,55.875,69.479,58.352,53.236,50.002,54.014,58.953,52.545,51.238,51.503,52.544,63.463,52.966,54.968,51.585,52.336,54.913,52.709,57.325,62.653,63.995,52.139,59.899,58.211,58.627,55.458,54.709,47.732,47.878,43.597,37.266,37.786,35.335,28.765,30.856,35.282,27.335,33.546,35.978,31.660,38.465,35.360,37.257,32.026,30.466,26.933,36.596,31.318,37.996,
294,10370.307,10030.966,8322.217,6769.610,5453.181,5470.106,5478.458,4966.110,4532.742,4079.967,4161.642,3370.571,3393.813,2206.306,1776.199,1557.651,1133.288,811.907,772.588,612.401,502.263,397.789,406.111,499.836,440.426,460.786,544.482,611.377,904.452,1743.330,3741.955,6535.476,9059.475,10033.796,8491.804,6274.584,3709.209,2066.224,1538.764,1287.401,1490.377,3188.916,12973.306,37015.858,67476.200,111635.831,123544.809,116143.562,78944.829,42297.997,17842.037,4209.109,890.360,177.440,127.001,85.633,124.872,100.066,90.477,81.107,89.043,64.009,71.155,55.827,67.422,75.620,48.773,48.576,59.566,69.902,53.587,34.122,55.748,55.111,71.710,53.183,54.122,57.567,59.649,57.771,57.264,64.701,48.643,47.260,37.462,41.062,59.848,55.366,50.087,48.572,71.435,49.845,54.004,73.273,71.164,71.860,84.254,93.908,82.021,65.803,73.495,68.235,70.132,56.580,57.853,59.886,52.169,52.273,50.172,55.087,44.505,47.250,63.363,49.210,44.478,46.672,53.510,46.327,48.136,55.002,57.218,47.910,56.408,51.097,45.430,52.310,52.052,53.947,47.890,49.201,46.836,36.289,35.494,31.365,32.211,33.104,32.606,34.573,31.013,32.240,33.872,22.220,35.701,25.122,29.990,32.918,36.140,29.471,33.213,33.717,38.010,
296,8786.582,8773.485,6681.045,5265.931,4515.403,6277.550,5663.825,4283.110,5023.339,4568.636,3821.350,3518.387,3139.050,2555.828,1837.354,1511.798,1097.214,816.075,754.813,571.271,564.568,552.226,445.275,513.283,444.170,517.389,585.267,568.926,661.731,1117.731,2089.559,4264.149,6993.854,9146.854,9852.039,8294.446,5345.480,3191.060,1846.132,1360.280,1128.965,1272.073,3543.130,12123.392,29694.106,71151.994,99115.046,113790.936,104564.411,74197.452,40987.134,14959.008,5221.324,1092.993,110.592,101.854,101.039,85.305,104.826,89.484,69.551,73.508,85.929,71.459,84.302,57.318,67.038,72.406,92.562,62.448,52.296,56.659,54.190,59.531,55.157,39.905,50.715,52.206,65.225,45.169,52.577,63.127,43.814,41.258,44.668,47.491,51.887,39.917,45.582,55.566,59.401,56.732,66.538,72.840,72.912,86.036,76.990,72.650,69.014,65.759,63.884,62.935,61.447,52.702,52.861,40.619,48.490,49.767,49.553,57.131,48.903,50.894,53.350,51.707,37.835,49.184,47.841,50.379,44.392,52.650,57.464,50.547,52.351,49.956,53.278,53.997,46.474,51.505,53.179,47.109,40.189,44.348,32.106,30.367,30.055,27.741,30.490,28.259,33.267,31.691,37.732,21.128,34.748,32.485,33.106,29.247,28.055,34.174,25.101,35.274,33.437,
298,8390.965,7948.547,6251.187,6194.007,6093.162,5343.028,5320.863,4347.333,4865.165,4679.953,3976.890,2969.016,3051.745,2263.225,2031.898,1859.155,1313.136,851.717,683.596,697.935,631.773,420.702,595.896,506.796,562.634,593.502,568.622,592.094,575.752,789.732,1191.915,2494.138,4363.335,7490.334,9550.742,9632.995,7759.592,4965.465,2847.615,1662.942,1222.905,1018.643,1151.135,2970.810,9193.369,31384.745,57826.234,86875.753,109029.588,103952.731,75258.973,39292.686,19639.445,6136.836,714.484,163.688,99.960,111.944,106.935,94.056,72.521,80.921,83.442,66.804,83.266,55.443,57.046,58.197,59.902,69.878,56.556,67.768,52.268,66.515,53.708,64.846,50.961,59.432,57.380,43.573,57.099,56.555,48.777,49.042,47.061,35.382,36.113,36.994,38.867,57.498,56.991,60.651,62.733,57.329,69.121,74.727,83.885,77.741,75.973,77.311,65.716,58.953,60.088,54.547,48.467,51.235,51.413,46.176,47.319,52.211,44.850,43.150,50.252,52.989,42.096,44.719,50.144,52.224,56.699,52.442,50.682,58.118,56.782,51.994,49.992,48.142,52.173,58.046,56.306,44.420,45.147,46.452,39.867,29.164,31.344,27.828,32.434,26.695,30.110,30.082,28.526,29.209,27.671,27.784,35.805,31.627,34.453,32.414,27.719,37.603,38.628,
300,10038.555,6853.710,7534.403,7571.134,5405.767,4947.115,4342.626,4772.456,4755.865,3948.562,3899.685,3317.576,3015.217,2601.453,1795.988,1486.327,1085.605,884.229,772.262,739.866,466.914,480.163,455.845,572.334,549.946,475.092,552.158,675.417,657.427,724.276,847.324,1542.460,2624.305,4896.560,7764.926,9246.386,8769.735,6872.064,4238.526,2386.650,1446.475,1077.230,962.802,1156.134,2578.179,10853.107,26154.412,51902.929,84862.515,105281.649,99022.240,69138.754,45052.691,18286.040,3942.319,800.609,112.998,102.772,90.074,84.420,70.130,92.737,79.548,79.833,66.098,78.408,69.812,48.928,47.105,54.063,73.356,61.288,48.748,58.148,50.050,42.033,50.212,64.410,58.085,52.661,49.659,51.045,52.573,42.515,37.715,50.795,49.070,41.348,36.853,45.853,50.261,62.466,58.569,62.608,67.220,71.348,80.927,79.644,65.733,63.005,67.592,51.313,51.628,59.396,38.247,54.515,51.909,49.594,46.707,39.246,50.518,47.324,50.125,42.001,49.671,43.459,48.378,48.649,51.033,49.795,54.198,47.940,49.781,47.935,48.762,49.955,51.565,48.636,50.004,52.284,31.596,40.948,38.242,28.164,38.653,30.350,26.131,24.885,33.012,32.204,29.907,32.727,32.256,26.274,35.030,32.176,28.177,26.973,30.271,38.593,31.764,
302,9788.446,9486.039,7777.716,5770.893,4538.600,4545.769,4287.608,4648.236,4505.550,3688.064,3613.923,2887.361,2814.566,2679.376,1872.325,1544.346,986.796,1068.718,817.869,559.166,586.713,477.936,463.093,464.376,474.017,491.942,592.118,575.694,649.742,704.799,834.846,983.049,1574.498,3126.242,5709.655,7950.493,8792.648,8394.469,6136.482,3697.563,2032.398,1256.333,956.478,964.854,1082.177,2702.797,9575.768,25198.336,53726.257,86929.547,101567.817,91454.538,72802.235,38469.927,12916.670,4536.048,612.121,138.551,109.917,102.635,94.474,77.914,72.810,81.140,84.759,72.206,67.539,53.135,58.038,62.204,47.367,58.127,43.870,56.409,41.038,53.959,56.074,64.556,54.258,49.763,41.617,37.429,45.274,38.776,40.455,41.400,45.486,45.884,37.907,37.903,53.501,53.447,58.817,66.117,68.202,65.144,72.162,74.802,73.733,60.054,56.104,64.682,49.821,57.928,45.157,50.194,39.623,40.169,50.625,44.765,47.876,44.364,53.047,47.895,44.423,46.410,49.789,46.688,47.365,45.301,47.066,56.491,48.968,57.003,47.388,48.483,48.354,47.058,52.503,39.899,38.101,39.134,42.855,34.553,27.441,26.396,27.176,30.538,23.756,34.134,30.758,29.512,27.176,27.968,34.485,32.113,29.095,24.544,28.419,31.524,32.487,
304,9048.479,8076.014,6775.442,5432.596,4577.640,5243.734,5093.510,4033.681,3551.640,3545.006,3184.588,3319.370,2336.465,2498.020,1889.165,1429.337,1085.756,869.539,810.293,633.001,641.322,506.095,529.551,472.866,535.700,530.148,522.904,628.594,567.285,684.725,746.289,892.952,1121.720,1841.541,3573.988,5708.586,7677.012,8839.103,7555.067,5406.712,3166.131,1757.557,1077.357,958.008,851.100,780.648,2376.080,8391.480,24249.650,54005.449,80727.682,94816.549,91191.917,65677.996,32365.351,17558.326,4231.208,569.154,118.329,76.744,101.960,84.896,71.577,71.213,73.693,51.064,62.008,51.027,62.774,57.608,48.710,36.605,42.984,54.487,42.290,51.778,53.891,52.756,55.546,46.469,47.963,45.256,50.157,41.420,38.236,40.380,45.933,39.630,46.895,45.481,47.381,49.433,50.909,67.671,60.767,61.682,69.492,69.487,55.846,54.712,57.099,59.686,48.601,55.663,48.361,47.797,50.824,53.738,40.739,40.782,43.152,45.099,40.410,43.174,38.448,43.578,48.960,47.656,41.850,39.830,44.370,50.836,48.359,49.014,45.216,50.905,49.208,46.504,42.881,46.741,42.513,35.590,30.566,33.676,27.966,26.446,27.901,27.698,23.986,32.929,24.319,27.672,31.364,30.512,24.565,31.647,35.411,30.201,32.314,30.168,41.961,
306,6939.606,7253.697,6144.149,4998.751,5000.607,5754.568,4520.251,3945.887,3719.898,3547.638,2989.357,3018.209,2765.923,2333.423,1920.316,1370.119,879.065,798.321,803.551,563.824,635.712,547.852,553.165,437.930,477.592,537.527,568.953,570.902,614.581,720.588,710.148,792.919,956.318,1294.345,2126.397,3477.877,5685.271,7870.486,8311.739,7009.932,4758.877,2768.187,1376.523,1046.607,863.492,644.467,687.993,2000.724,8143.894,25456.307,49643.998,76196.335,91331.703,86941.980,59217.701,45077.942,16228.496,4071.907,986.509,95.626,82.440,80.269,64.960,72.467,70.704,72.627,62.722,57.657,55.648,45.187,39.768,53.117,59.200,46.348,55.485,50.976,47.851,46.606,60.895,42.529,49.529,52.063,47.194,43.756,33.907,34.834,37.216,38.477,46.445,42.281,44.660,47.362,50.140,48.749,54.180,65.375,60.794,55.662,54.264,58.205,52.099,49.801,50.114,48.399,41.925,49.516,40.939,35.757,42.510,40.477,40.632,46.787,40.498,42.370,35.397,42.907,41.366,45.765,37.444,39.011,42.655,42.601,50.582,41.161,43.673,45.181,50.739,46.787,39.878,42.351,38.506,31.849,30.025,29.811,29.044,28.181,27.928,30.091,27.432,24.854,31.090,26.104,27.096,28.594,26.254,25.191,27.615,25.303,30.473,36.794,32.178,
308,7475.394,6311.215,5647.368,5517.955,4925.616,4042.781,3618.481,3371.984,3653.117,3369.989,3058.690,2990.520,2379.762,2247.753,1742.428,1162.599,988.087,881.301,700.826,654.291,583.768,575.423,540.837,540.802,577.683,576.530,497.974,598.450,606.457,652.287,717.426,816.475,792.893,1098.053,1410.857,2283.102,3841.363,6129.844,7699.076,7877.131,6329.785,4136.404,2145.982,1262.193,935.724,614.275,523.056,607.630,2123.146,9575.871,24421.309,49198.883,74418.294,89987.892,80702.842,74336.513,36310.440,13933.443,10723.106,920.139,74.544,69.946,71.895,65.972,48.694,53.700,64.254,50.644,47.810,53.440,56.387,51.064,54.043,45.596,41.758,46.862,44.201,58.092,42.781,41.140,53.406,49.284,43.673,38.086,49.375,34.440,37.233,35.967,38.286,47.106,33.024,48.851,57.910,54.777,52.340,61.292,64.489,52.842,61.139,53.016,47.497,45.825,42.821,43.520,44.659,43.560,33.642,37.277,33.875,38.048,37.637,42.710,38.777,41.576,38.539,37.747,46.720,39.252,44.637,38.310,44.641,39.571,47.899,40.590,39.960,35.884,46.318,38.501,41.698,38.773,39.395,29.925,29.743,28.037,29.122,26.468,28.571,27.570,27.173,26.129,27.044,23.921,25.547,32.055,23.258,25.681,27.195,28.607,24.187,31.182,30.240,
310,8851.720,6352.479,5713.834,4678.036,3971.899,3983.099,4389.755,3575.972,3020.559,3060.187,3280.505,2528.945,2378.509,1974.529,1428.823,1293.431,1143.891,767.020,590.595,614.793,636.625,609.062,494.298,585.590,481.910,557.065,528.803,576.553,569.954,635.039,682.041,770.279,874.393,957.112,1106.473,1437.486,2319.444,4190.318,6189.481,7629.749,7258.736,5789.715,3491.823,1910.573,1154.442,654.493,489.240,475.520,603.803,2241.920,8181.679,23571.586,44985.200,75172.971,89493.459,93408.241,65641.808,39086.194,41278.766,7417.407,384.989,83.100,62.404,61.783,55.849,55.530,56.561,48.501,58.496,59.610,59.749,53.088,42.666,49.044,32.285,43.815,47.705,45.025,44.312,53.799,56.243,41.811,46.455,31.800,34.322,45.733,37.378,37.425,36.894,41.921,43.254,51.124,52.765,47.904,67.766,67.109,57.391,55.296,54.100,50.865,54.048,50.224,56.612,40.556,47.903,36.706,40.675,41.401,38.332,33.670,42.323,35.089,38.409,36.448,37.038,36.393,38.586,43.997,36.660,41.607,44.745,40.953,42.609,41.651,40.542,42.748,42.336,39.200,37.556,38.791,32.366,27.418,29.916,26.628,26.145,26.366,24.209,25.315,28.703,28.463,24.945,23.750,27.849,28.699,30.799,22.297,31.440,28.453,30.191,33.549,28.722,
312,5617.420,7258.593,6265.020,5322.130,5398.697,3552.432,3696.914,3989.208,3318.502,3385.074,2895.906,2272.162,2256.443,1574.475,1397.206,1332.559,1015.953,837.593,702.636,703.585,609.156,562.597,441.630,485.327,561.894,569.652,484.762,520.718,597.696,648.093,706.682,777.523,748.515,836.230,1042.596,1109.444,1520.475,2635.599,4292.241,6437.947,7388.425,6811.114,4860.793,3135.021,1723.895,819.352,551.650,473.253,448.772,627.382,2059.049,8627.668,21554.150,47972.495,76654.459,91764.997,86831.563,68231.159,83911.295,21924.789,2373.029,373.628,76.947,73.381,61.643,63.092,72.068,59.627,45.147,58.180,56.621,42.161,41.858,42.182,44.958,48.673,43.417,53.371,54.293,45.791,33.539,35.982,41.763,31.787,33.912,38.402,36.854,36.171,28.610,31.701,45.005,44.163,41.219,45.679,57.153,50.521,58.278,53.178,44.018,55.979,48.089,44.648,35.071,45.530,44.514,41.224,31.882,35.216,36.434,29.673,43.357,34.418,41.450,40.682,35.870,34.180,32.542,39.974,38.985,39.796,39.697,39.598,37.789,44.508,35.695,35.362,36.894,41.881,42.475,35.595,32.426,35.284,27.846,28.393,24.928,24.143,26.594,25.187,25.657,27.275,22.429,29.094,26.837,22.714,28.825,28.548,23.420,28.442,30.355,33.038,31.466,
