272,14606.645,11924.836,14175.856,11877.751,8884.753,7026.543,6722.740,6390.776,4800.801,4619.477,2529.712,3048.741,2838.178,2152.912,1676.086,1799.587,1473.809,1351.642,904.337,1522.090,3143.559,5612.517,10042.150,13598.721,14553.966,12547.652,8259.385,4682.367,2421.014,2228.284,7507.544,30047.405,76311.687,158473.232,258980.704,305354.819,271354.108,197926.348,112090.335,44924.417,13047.376,2488.897,437.142,256.768,289.627,296.583,259.771,323.644,258.602,276.947,251.157,165.460,264.499,207.029,222.512,222.269,186.652,182.940,155.089,172.466,183.067,162.364,150.614,143.838,148.394,120.963,143.893,148.954,119.383,153.242,137.583,148.252,111.615,125.948,116.920,129.924,103.259,102.702,102.963,131.602,126.581,117.178,97.766,95.739,101.336,88.517,85.094,91.518,96.143,117.175,91.402,108.220,118.966,73.614,92.929,105.756,102.538,102.080,98.230,77.404,101.464,70.432,69.859,93.963,86.861,69.136,53.557,78.459,82.191,80.736,64.724,59.404,79.539,73.117,70.703,71.531,59.160,86.777,67.920,68.336,66.014,62.464,76.365,61.999,76.051,55.728,54.408,68.528,70.501,59.798,78.522,56.626,46.690,48.272,53.853,53.891,55.256,66.628,59.750,49.083,53.843,59.350,77.171,133.666,175.552,265.524,310.454,439.343,461.558,455.889,466.608,
274,11424.957,10358.237,8522.932,7062.717,8100.365,7420.713,8410.865,4127.759,5287.092,3161.086,3453.342,2401.702,3061.689,1670.683,1792.987,1763.150,1291.706,1088.895,1097.804,782.411,1510.964,2781.037,6153.757,10048.493,12951.557,13171.167,11328.622,7085.174,3707.076,2027.517,2290.201,7716.271,26234.812,76486.884,162945.531,238735.340,271667.614,251008.844,182572.484,96153.477,40030.020,12442.286,1958.906,377.902,297.772,298.883,317.261,268.500,224.528,254.977,248.769,199.755,180.673,195.784,173.267,224.074,164.200,157.292,175.306,169.886,157.202,177.611,119.467,144.896,186.813,122.131,96.001,145.148,112.268,129.376,113.441,129.881,95.037,147.478,96.570,100.829,128.429,83.312,104.875,108.994,105.102,90.591,96.372,106.935,93.568,63.918,89.844,65.628,104.538,90.690,82.256,115.703,100.569,80.716,104.624,109.897,108.309,76.829,98.777,86.472,91.563,73.938,77.371,84.711,90.333,81.447,73.310,65.899,69.174,74.034,68.883,72.085,80.676,67.729,56.226,72.296,52.311,59.703,64.570,63.879,73.647,53.575,51.939,76.611,60.290,60.480,62.646,62.435,70.210,51.366,58.179,61.193,58.351,55.282,48.470,46.420,43.033,58.755,53.775,48.746,52.199,53.530,53.067,68.214,90.042,119.356,178.048,273.280,345.235,424.466,448.223,
276,15610.871,11583.234,8048.665,8560.384,7427.228,8028.193,5692.758,5046.171,5304.160,3388.732,4183.426,3330.887,2328.416,1850.952,1704.289,1405.732,1199.498,973.543,1035.924,836.801,849.546,1406.470,3127.120,5932.291,9540.114,12668.840,12903.733,10358.010,6070.997,3424.809,1765.566,1859.694,5837.259,23358.622,73381.520,137516.678,211179.291,255455.046,238126.876,172673.035,99699.301,43253.408,11034.887,2087.997,419.760,259.886,242.821,210.905,224.260,157.868,199.343,224.424,201.574,152.647,157.470,142.336,137.926,134.542,133.210,184.711,139.109,114.286,133.548,115.362,144.588,120.377,138.598,116.578,118.023,105.672,116.142,92.240,103.559,60.769,71.842,96.364,79.247,86.625,75.039,98.762,97.606,78.099,101.839,89.424,75.918,70.811,82.512,82.778,99.688,80.911,111.009,83.550,73.875,93.242,84.655,101.581,76.254,95.948,73.129,85.824,80.397,68.218,93.176,79.618,74.533,70.099,65.033,75.493,59.152,68.248,71.789,68.972,66.274,65.183,66.682,63.534,61.930,51.689,54.978,54.750,70.958,63.317,64.705,47.383,65.062,54.339,40.063,58.378,57.899,66.641,40.731,46.793,61.477,45.315,51.394,47.558,50.350,49.563,39.392,47.798,48.108,46.039,35.896,48.532,66.615,61.648,85.830,140.244,209.166,301.489,359.743,
278,12830.245,14133.771,11316.013,8577.806,8680.432,7341.531,4691.388,6731.140,5499.280,3809.060,3651.216,3865.978,2124.548,2353.422,1487.846,1441.165,1230.383,818.642,780.624,804.252,537.911,894.241,1545.463,3281.263,6287.208,9945.199,12263.258,11913.712,8876.575,5585.831,2862.508,1469.033,1735.202,6056.833,26104.944,64509.232,128477.174,203791.816,238057.357,221914.391,163209.285,94710.319,36971.772,10465.930,2091.653,287.700,252.450,256.371,226.950,232.841,185.052,185.994,139.953,160.481,161.323,138.249,165.159,116.342,132.416,140.735,110.687,131.292,98.450,152.671,110.787,128.870,106.022,100.855,99.334,111.366,106.575,76.690,105.259,96.838,83.169,98.414,76.281,86.252,101.066,114.761,91.758,89.460,89.711,79.935,81.913,79.333,85.344,62.593,79.965,76.528,86.422,69.364,88.148,103.130,71.546,88.000,79.633,79.751,86.910,73.348,67.357,84.929,87.592,65.314,64.136,82.088,83.270,78.906,66.898,68.626,59.324,66.049,53.532,66.163,56.164,61.872,64.493,52.180,62.793,69.811,47.387,47.967,63.823,51.878,57.918,54.704,53.617,63.945,47.500,61.242,44.209,44.708,47.235,45.101,40.448,38.560,49.790,31.199,43.287,57.230,44.768,44.648,43.083,42.622,45.967,44.034,60.183,80.470,104.767,178.736,230.497,
280,11487.918,10720.556,8623.711,9390.531,9311.692,5874.602,6277.037,5074.884,5439.691,3992.297,3389.434,2374.538,2405.629,1811.195,1566.027,1171.948,1095.307,1028.785,488.586,669.062,661.492,515.465,808.019,1459.594,3329.204,6338.375,9668.468,11769.057,10510.963,8216.501,4768.279,2354.770,1663.354,1825.352,6606.223,21416.855,59533.613,126646.680,187844.802,227151.669,214797.848,156260.907,82611.998,33137.067,10603.641,1584.658,285.774,248.532,281.436,184.631,165.819,166.216,156.303,155.444,172.697,150.108,153.740,133.159,102.789,135.784,128.123,106.067,123.268,132.526,112.545,94.193,101.003,97.058,106.911,78.955,112.300,99.361,68.234,95.761,100.053,80.014,70.909,81.566,72.081,86.182,76.423,72.937,77.318,74.472,69.218,75.558,70.853,69.622,82.813,82.684,74.057,77.285,79.448,89.841,72.117,89.633,84.638,95.279,93.759,77.288,78.281,76.826,68.588,65.855,70.387,64.324,74.061,53.870,64.622,60.052,68.989,60.033,52.103,71.942,55.689,73.302,62.594,59.941,60.249,59.755,52.432,63.370,52.612,59.606,59.364,55.920,54.602,64.605,45.314,48.761,54.020,41.691,38.234,36.828,38.093,46.193,35.891,42.159,43.569,40.904,34.300,42.415,41.067,38.301,45.632,46.054,51.534,52.664,48.410,82.561,125.717,
282,8929.521,11486.048,9238.714,8240.757,7293.907,7598.833,6209.099,5993.477,4631.152,4152.718,3957.046,3921.077,2556.284,2363.358,1673.611,1416.632,1406.719,1041.792,724.865,556.882,687.155,623.582,544.683,1002.493,1612.083,3444.251,6688.241,9752.293,11285.868,10507.125,7634.862,4293.024,2411.682,1568.370,1866.175,5414.675,18446.382,56815.975,110682.492,177516.927,221337.374,204482.271,152964.610,83943.206,37855.759,9753.904,1755.515,374.668,201.604,166.506,173.388,136.564,156.065,160.712,153.076,113.753,107.930,129.823,140.230,107.703,108.243,83.779,91.741,94.948,113.127,93.287,86.452,114.872,91.476,83.168,73.106,79.589,77.552,63.256,66.952,80.980,78.235,78.219,95.294,64.483,102.622,71.188,62.723,80.254,51.506,59.778,54.984,67.502,67.468,63.010,89.185,95.508,96.847,81.989,98.662,110.445,100.976,93.293,87.093,78.486,79.420,67.168,65.927,68.132,67.099,68.858,72.777,58.681,67.579,79.362,55.294,55.738,69.854,58.658,56.079,61.574,62.587,64.820,54.280,60.763,60.171,50.079,48.812,60.495,64.622,66.388,56.860,59.038,60.252,57.120,54.294,48.319,40.565,34.323,40.500,40.461,36.866,45.993,47.091,31.235,39.190,39.587,48.456,36.316,44.293,45.164,43.306,31.021,42.238,35.463,66.192,
284,11864.533,10889.804,7362.540,6177.277,7937.891,6897.310,6464.893,4983.655,5193.180,4605.719,3939.577,3888.000,3027.883,2277.253,1628.655,1517.242,1101.962,782.277,838.515,599.493,737.447,685.500,522.324,592.498,890.310,1837.165,3665.274,6856.279,9999.716,10876.971,9671.262,6577.196,4090.533,2298.065,1696.152,1815.344,4985.903,18971.188,49535.622,108241.477,172300.965,200936.859,193410.121,142618.410,86618.292,33269.574,9349.425,1682.163,258.818,171.253,203.224,132.220,199.311,142.302,123.627,129.577,91.929,104.407,126.906,85.807,134.755,100.434,94.864,95.964,105.604,95.084,96.499,104.417,92.672,59.841,73.139,70.644,76.236,73.263,76.247,66.067,90.798,79.228,70.151,77.370,88.080,83.263,89.799,61.842,54.842,69.270,48.402,71.045,59.864,71.272,76.664,90.448,92.824,67.185,102.189,109.058,93.932,71.547,88.222,97.771,60.943,60.110,77.891,65.517,70.120,63.196,50.817,63.946,56.703,61.449,57.763,52.912,51.052,55.084,59.466,65.157,58.732,63.935,54.365,54.187,58.622,46.688,62.373,58.043,52.580,63.473,53.918,56.046,50.876,46.669,50.918,46.603,39.979,44.098,37.864,38.991,35.742,35.349,31.782,27.853,38.542,39.072,40.101,30.654,40.647,38.899,36.410,38.930,45.065,43.158,43.390,
286,12302.774,11278.480,6811.574,9224.914,8572.136,5990.618,5176.322,5133.716,5061.022,5017.231,4084.713,3264.343,3135.160,2737.391,2515.419,1598.372,993.205,904.688,932.313,777.827,633.894,630.073,619.446,565.686,625.261,1014.295,2091.148,4314.946,7600.721,10074.387,11009.943,9089.764,6198.142,3564.738,2144.141,1648.225,1921.796,5364.120,17219.938,50233.565,108164.717,155962.389,196281.437,185117.058,140533.074,73555.520,29624.028,8403.493,1352.208,265.206,165.218,177.875,139.774,135.873,79.849,114.799,130.557,145.102,93.247,131.169,99.163,101.287,97.415,83.865,81.139,98.166,94.686,74.711,90.557,80.253,76.612,61.340,68.785,82.412,63.318,66.856,52.967,92.667,58.024,64.180,76.160,66.034,70.654,78.633,54.324,62.513,58.888,61.736,70.014,61.384,75.100,83.720,77.968,86.054,85.728,81.119,84.014,77.177,92.909,92.676,71.067,66.733,67.316,67.576,54.072,61.212,65.389,55.160,54.661,63.139,61.106,73.820,56.197,57.863,57.798,60.715,63.247,63.771,63.949,54.074,61.789,54.348,59.007,53.132,60.890,59.582,58.988,58.922,51.134,53.849,51.427,46.805,38.407,38.846,40.129,39.640,37.638,31.321,38.041,38.777,32.429,38.450,37.114,35.021,42.391,42.218,38.781,37.084,43.507,45.516,41.276,
288,11513.413,11638.261,9179.839,10087.834,6196.579,7110.667,6822.861,5182.328,5477.515,5521.821,4877.826,3839.532,3569.091,2739.965,2250.296,1640.167,1460.888,920.601,792.366,576.548,665.419,636.384,579.542,636.292,553.617,732.816,1166.606,2351.707,4835.084,7354.851,10165.132,10316.653,8696.559,5824.991,3334.739,2116.474,1717.353,2007.813,4420.333,16641.199,45854.697,90972.068,153319.858,189130.704,185672.770,132863.188,74941.006,30807.145,8526.943,1513.674,241.512,186.726,143.977,152.235,135.359,120.766,118.102,105.767,107.559,135.516,98.735,70.182,96.435,87.852,64.793,93.002,93.972,84.216,72.733,73.825,76.591,59.158,64.983,71.583,62.379,55.462,50.335,72.220,56.124,59.116,71.395,50.980,54.900,51.668,60.019,54.708,64.015,59.757,61.395,59.749,73.945,73.605,79.481,95.432,88.548,96.020,90.880,84.876,82.152,76.038,72.325,86.478,84.906,73.017,59.476,60.641,55.213,68.923,59.176,53.104,61.346,56.093,54.377,69.334,51.000,61.674,57.227,53.787,63.275,52.287,56.685,61.532,57.265,54.579,56.368,62.705,58.143,52.741,45.957,56.896,45.198,44.322,37.972,41.105,28.494,33.936,35.620,31.006,35.774,35.416,31.957,31.430,29.127,33.496,41.681,37.703,37.703,41.064,36.850,36.033,46.806,
290,11085.114,10399.973,10444.123,9634.347,7474.511,8261.782,5729.966,6486.855,5462.899,4189.533,4425.738,4301.409,3144.123,3350.361,2663.584,1808.649,1312.065,1094.544,740.544,692.183,569.066,579.871,533.423,579.747,573.350,526.545,737.393,1287.504,2793.214,4990.657,8067.423,10347.495,10447.124,8037.193,5196.055,3233.850,2036.717,1730.344,1953.299,4503.959,16008.765,40818.901,91933.762,151383.480,184966.882,175666.398,129226.752,74035.772,29251.036,8020.448,1344.105,237.003,158.793,141.347,119.468,121.415,129.661,97.583,123.421,88.706,71.071,77.058,71.795,66.747,80.259,71.813,69.710,75.470,60.601,55.177,73.256,82.466,65.811,64.851,71.422,63.457,62.276,64.768,67.723,56.172,57.765,50.023,53.351,56.299,45.424,60.587,40.968,58.259,59.734,45.864,53.625,54.169,66.364,76.751,83.952,79.309,75.963,79.402,81.003,84.978,67.693,74.095,71.490,60.016,65.728,66.245,48.562,47.910,57.722,55.137,53.448,49.430,51.509,55.265,45.655,58.922,63.328,50.927,57.307,53.605,63.246,66.394,62.174,60.518,60.712,67.263,58.984,54.987,53.575,57.217,45.050,40.337,43.993,33.032,36.613,32.729,38.529,37.155,36.758,31.995,28.285,28.832,33.648,33.293,38.043,39.413,41.801,35.872,31.498,38.068,45.604,
292,9379.926,8400.483,9338.958,7501.388,6598.638,5441.833,5515.293,5817.618,5067.631,4837.988,3828.230,3895.676,3789.648,3275.564,2601.139,1888.386,1442.563,1025.281,869.086,647.516,643.834,628.742,497.115,505.117,514.840,593.054,649.478,948.001,1620.413,3048.033,5702.826,8599.333,10198.421,9657.524,7377.757,4877.251,2835.166,1977.960,1716.137,1858.528,4263.005,13190.960,42702.428,90442.834,140954.654,177719.633,171225.799,128311.855,71661.489,29267.519,7818.754,1266.280,238.162,132.073,135.492,112.583,120.729,128.970,111.274,98.529,95.970,110.955,66.898,66.770,74.120,61.430,61.896,53.689,37.736,53.889,49.541,65.440,62.690,49.764,71.423,60.710,54.405,54.566,56.104,63.911,61.775,57.269,55.689,45.910,40.950,50.684,47.823,36.915,43.273,61.189,52.771,75.697,79.014,85.397,80.726,104.132,89.088,89.608,66.773,73.181,84.677,67.744,79.097,59.388,53.290,53.459,51.605,47.604,54.766,59.201,52.899,58.434,55.980,45.116,56.292,50.728,53.490,59.354,60.987,64.558,56.814,59.696,68.602,68.474,57.241,54.301,60.137,68.576,53.936,59.486,46.791,52.404,42.066,37.150,38.222,28.279,32.733,36.581,36.517,34.536,33.980,30.075,39.128,31.429,33.484,33.911,35.712,30.842,34.534,35.254,33.733,
294,10405.657,8859.880,9694.692,6772.567,7251.367,6478.329,6084.903,5716.332,6081.786,6112.292,4395.331,4076.095,3658.478,3138.383,2445.195,1914.907,1523.083,1219.116,907.747,807.082,673.432,765.487,614.270,601.359,576.914,563.124,607.630,749.565,1078.111,1785.354,3556.673,6264.508,8701.924,10226.979,9289.901,7017.727,4340.618,2700.699,1832.127,1553.117,1773.167,3647.721,13987.925,41557.785,84466.746,138809.421,172723.338,167628.856,124056.230,70440.789,28216.587,7265.803,1290.431,211.503,122.795,128.835,120.512,85.755,84.035,79.831,109.090,79.420,80.534,73.700,87.269,74.735,54.771,65.097,55.033,74.804,57.946,58.239,52.383,65.987,56.399,62.430,58.830,55.948,53.889,54.575,66.308,47.091,46.539,56.481,44.863,48.661,52.648,49.791,61.507,68.294,59.572,67.768,73.183,70.797,74.655,99.175,93.291,89.340,79.743,77.314,75.670,67.179,57.428,61.771,50.400,54.066,48.852,49.063,54.942,50.887,57.703,50.612,57.286,55.647,54.643,40.275,52.184,63.885,52.975,53.960,55.932,63.653,67.508,71.581,62.044,67.062,61.205,58.947,60.856,55.825,45.126,44.720,43.582,37.182,34.307,25.612,32.671,32.585,27.847,30.837,35.379,27.624,31.187,30.567,26.461,32.279,32.593,27.421,41.790,33.362,31.375,
296,9167.527,9159.540,8474.759,6862.177,7295.094,7305.811,6078.535,4966.187,5693.984,5660.952,4518.517,4230.602,3621.849,3137.740,2334.918,2112.216,1616.269,1211.432,993.694,785.733,694.059,731.798,581.510,517.827,710.808,582.038,619.186,806.536,954.595,1138.793,2227.852,4080.732,6651.561,9130.075,10122.966,8915.410,6129.176,3641.523,2256.175,1714.721,1362.214,1541.986,3864.258,14765.739,38575.065,86991.204,138104.901,167911.426,160195.703,117796.724,65619.741,25581.768,7354.431,981.715,151.026,103.930,128.020,102.862,94.650,103.743,90.828,73.649,81.841,83.133,67.532,74.689,75.144,74.979,63.293,66.140,57.410,60.220,57.878,65.384,56.238,50.026,52.542,57.914,53.891,51.148,47.519,64.281,45.641,58.201,52.870,38.139,46.566,54.569,56.101,50.696,69.696,70.636,71.623,72.408,74.444,90.512,88.259,79.632,83.841,79.918,64.096,62.358,68.821,55.708,56.371,47.569,55.830,52.409,44.019,52.894,44.678,52.905,57.024,56.007,50.268,62.619,57.168,64.401,54.960,56.734,63.148,59.991,64.721,61.465,60.700,63.730,56.323,59.390,57.499,51.350,52.933,51.304,42.974,36.346,38.233,35.749,32.703,28.437,34.360,30.275,36.501,33.254,32.860,32.436,32.624,34.757,28.865,25.389,40.438,31.407,38.908,
298,11279.240,10864.586,8753.226,7083.664,7784.965,6087.437,6003.103,4798.779,5333.400,5532.812,4840.140,3658.574,3752.704,3190.147,2235.470,1901.182,1458.563,989.939,1048.132,760.033,701.689,676.337,673.275,618.219,547.745,662.773,543.016,720.079,892.799,1005.412,1365.702,2448.441,4207.505,6938.460,9364.061,9886.028,8199.540,5600.498,3465.100,2079.208,1427.828,1282.553,1346.615,3481.704,11800.657,37885.968,82056.135,129581.697,161611.230,156874.577,117590.479,66699.520,26666.835,6730.733,1049.700,175.639,114.984,107.110,84.378,101.085,78.066,74.131,79.008,62.587,62.925,79.098,54.195,62.250,72.635,55.034,50.973,51.050,54.854,63.542,62.513,54.614,38.165,54.456,60.621,67.196,54.997,53.602,49.395,43.772,57.008,42.072,41.540,47.762,47.091,58.599,51.638,74.211,68.986,70.109,73.367,80.883,91.274,81.048,78.950,78.544,69.447,72.270,66.443,63.657,50.300,50.419,54.770,56.134,50.794,45.932,46.623,52.970,54.691,52.855,50.572,57.600,52.955,51.929,59.567,48.171,64.949,58.798,61.668,53.378,59.566,52.551,60.318,59.904,55.890,55.078,45.555,46.383,42.476,41.686,37.154,34.344,31.287,30.549,33.340,36.924,27.144,19.307,32.710,32.258,34.896,30.182,28.296,36.505,39.277,38.812,35.254,
300,8889.762,9304.735,7972.944,7472.841,7202.611,4507.387,6218.562,5373.864,4244.484,4749.665,4076.179,3732.261,3715.186,2827.000,2287.978,2086.623,1464.192,1153.369,974.697,837.861,740.029,657.542,586.343,657.216,686.980,673.687,667.042,680.888,793.388,890.081,1114.295,1672.112,2702.877,4753.865,7808.212,9446.674,9236.714,7347.021,4982.424,2907.860,1877.083,1310.180,1016.061,1170.887,2931.560,12998.958,38137.880,76890.314,125155.998,155113.548,151186.816,115381.348,61474.833,23178.438,6322.050,1079.846,140.675,100.616,86.553,99.627,90.861,60.840,74.189,103.901,79.894,71.472,68.142,64.866,53.681,43.623,57.829,67.291,63.291,34.599,56.367,64.829,55.696,59.800,48.426,57.688,54.491,61.696,37.436,56.390,40.082,55.514,37.398,47.732,35.749,49.165,50.723,55.306,73.891,74.834,74.155,79.131,76.013,81.102,70.033,74.879,66.980,59.414,62.240,61.787,60.849,47.749,53.899,50.798,52.285,45.555,48.357,52.408,51.812,46.652,46.986,51.804,49.427,54.548,52.748,53.277,57.579,56.462,54.974,59.881,57.225,58.549,55.692,52.568,57.902,49.063,47.385,52.473,39.758,41.095,34.476,30.046,34.675,35.270,32.669,35.426,32.856,34.151,28.425,32.465,38.528,30.072,28.691,34.274,26.081,43.582,41.421,
302,8817.300,8651.457,7163.420,6962.962,5736.282,5434.758,5861.765,5074.579,5320.678,5382.901,4596.437,4022.046,3709.068,2952.208,2430.364,1868.812,1546.214,1063.745,1020.674,862.714,803.701,685.284,641.260,654.390,606.897,636.511,707.857,676.910,832.781,840.348,942.121,1284.697,1803.059,3119.047,5479.792,7993.696,9003.248,8784.997,6736.919,4216.047,2389.383,1466.554,1127.266,903.204,1037.414,3539.846,14409.444,37371.199,79395.701,123402.683,150517.028,144230.647,98961.450,50790.250,19967.432,5608.003,900.312,118.736,119.102,88.448,107.590,88.645,79.063,78.950,81.978,61.718,52.883,68.119,62.318,54.625,53.889,50.457,48.583,42.360,47.178,41.444,50.958,40.788,47.829,43.708,53.907,49.213,44.146,41.876,34.533,48.069,41.557,39.766,43.672,46.547,53.201,56.280,75.041,61.007,79.441,67.779,76.453,78.807,61.731,59.248,59.269,65.151,52.541,56.025,55.208,49.553,42.671,51.048,48.207,43.310,57.137,54.057,45.658,54.689,46.539,53.609,50.383,55.490,48.019,53.357,57.028,56.497,57.870,59.293,60.149,51.718,55.671,50.777,52.982,60.720,45.165,43.749,41.866,36.585,32.768,34.192,30.173,34.863,34.338,30.678,31.812,31.783,29.568,32.064,34.739,33.166,40.931,34.935,36.567,32.980,36.832,
304,10242.252,7617.577,7541.617,6716.471,5162.487,4393.390,4419.878,5078.873,4604.254,3665.736,4621.354,3748.208,3430.581,2817.634,2335.521,1982.146,1559.574,1337.798,870.201,865.860,771.974,680.099,654.425,646.239,718.371,585.646,706.476,703.073,823.740,881.435,1040.448,1150.017,1348.714,1972.409,3658.915,5611.108,7653.733,8935.756,8250.991,6013.480,3589.571,2101.725,1217.694,912.334,758.451,956.956,3301.003,12145.216,36437.740,74342.845,116611.355,146085.250,130054.009,89315.313,48402.399,20011.387,5533.462,750.037,121.681,77.222,108.761,77.463,87.635,79.319,76.205,62.174,60.439,71.351,68.652,48.741,44.609,55.728,58.336,56.741,45.415,37.177,50.371,54.944,54.864,45.782,52.663,50.472,42.311,45.718,40.210,39.764,41.543,47.078,49.854,54.676,57.137,52.283,62.495,63.254,73.688,69.470,70.013,79.082,73.028,70.078,59.032,60.258,52.964,49.916,67.996,46.157,43.631,44.942,46.674,52.252,45.987,43.731,33.914,44.526,47.108,53.650,46.830,45.734,51.973,48.206,52.462,55.638,47.765,46.582,57.685,52.101,49.665,52.047,55.998,50.098,44.326,39.976,38.570,35.981,31.619,32.918,34.219,37.101,31.919,37.293,34.472,32.290,33.810,29.234,30.443,32.170,33.972,27.382,31.399,37.452,29.599,
306,9762.267,9465.810,7714.737,5688.945,5953.395,5495.101,5072.759,4651.068,3796.580,4360.354,3781.808,3625.515,3181.128,2918.340,2185.926,2135.906,1476.254,1179.153,1009.189,794.799,793.674,760.384,647.467,588.614,536.476,637.240,725.236,743.295,809.474,856.440,949.911,1068.990,1245.863,1539.633,2249.874,3687.896,5784.856,7830.976,8697.259,7540.087,5397.293,3215.244,1601.350,1006.604,722.021,681.516,813.916,2794.193,12128.947,33399.013,69417.194,115254.904,131877.557,118780.774,85652.650,48558.728,19506.185,4987.477,931.421,132.880,88.649,66.726,78.408,62.791,59.776,69.309,55.553,61.093,55.014,58.466,58.505,50.034,60.658,30.902,41.819,40.653,46.828,49.400,54.546,49.743,61.933,45.390,40.983,44.555,38.896,34.212,51.829,44.972,45.047,47.192,59.830,47.822,59.795,56.062,61.910,79.199,80.168,73.867,64.113,66.295,57.916,52.679,55.931,46.730,43.724,55.520,50.233,45.567,42.823,51.756,47.777,39.914,46.992,42.684,49.646,41.975,43.461,50.085,43.854,48.054,49.465,53.326,53.602,53.714,51.918,48.491,50.927,55.627,49.871,47.011,38.822,42.187,33.694,29.738,35.207,30.897,32.159,32.077,34.070,25.518,34.781,24.434,31.734,27.529,27.232,30.227,31.798,36.104,32.477,30.294,31.672,
308,10684.732,9257.536,7732.197,6758.283,5509.150,5928.791,4165.704,4682.326,4047.454,4427.401,3660.633,3446.365,3170.405,2779.073,2371.808,1779.380,1544.350,1230.744,935.907,779.129,651.630,806.116,626.430,673.310,774.039,642.123,651.902,787.050,727.100,813.144,955.015,996.606,1125.791,1341.666,1713.693,2370.574,3962.928,6079.377,7808.083,8143.851,6787.196,4612.764,2534.790,1299.592,845.631,627.404,573.967,766.547,2995.192,11994.414,33481.986,71616.226,106033.709,123150.852,113601.435,80547.940,44267.501,16414.916,4801.439,814.194,125.101,64.688,83.160,94.095,69.401,58.184,63.162,54.307,54.056,61.416,60.006,45.063,49.313,45.955,40.964,52.327,47.507,46.217,47.783,48.059,46.799,43.750,46.454,37.410,42.109,43.392,33.382,40.692,42.003,37.661,46.301,47.423,52.446,64.754,65.806,69.601,70.356,61.323,68.232,70.575,60.328,61.610,53.351,49.467,43.236,48.386,55.646,38.878,43.827,41.749,43.303,40.480,46.041,42.651,44.448,39.546,45.597,47.082,48.216,51.206,40.104,51.742,56.830,51.730,43.214,48.602,50.700,51.051,43.179,47.203,40.960,37.413,32.595,31.434,33.461,32.990,30.362,27.901,29.103,30.975,34.947,25.613,27.211,29.091,27.927,29.402,29.803,33.757,36.122,31.075,28.662,
310,10157.532,8269.856,5022.537,6456.397,5052.199,4417.358,3982.683,4179.272,3374.383,4568.713,3550.060,3373.414,3032.022,2745.887,2162.339,1666.719,1385.488,1145.714,1161.588,963.368,821.378,759.443,736.237,648.549,615.164,687.076,681.987,738.085,779.767,820.141,830.907,1031.065,1045.268,1232.605,1409.634,1782.543,2486.933,4143.711,6243.851,7593.013,7823.025,6262.870,3781.452,2003.364,1126.916,656.592,564.969,516.202,634.141,2521.745,10956.201,33704.397,65786.331,102618.711,120753.700,109657.151,80235.885,40914.403,17110.151,4936.365,795.574,113.366,88.560,82.932,83.766,59.813,55.307,56.832,47.835,45.191,43.841,56.975,44.699,52.567,41.895,44.399,47.948,52.452,49.877,40.890,40.748,33.687,31.992,39.643,36.116,43.236,31.440,40.800,40.280,44.497,45.107,57.906,55.737,51.707,55.713,60.068,63.450,57.610,65.941,58.996,54.137,51.652,52.527,51.013,41.796,36.152,40.694,41.797,41.700,36.320,40.011,47.457,45.889,36.081,41.524,41.311,38.973,45.604,43.263,40.148,47.919,46.517,53.268,47.190,44.961,50.635,52.053,48.255,48.977,47.642,47.423,39.312,37.069,32.642,34.342,28.202,34.604,30.870,27.140,32.956,27.418,28.709,24.399,28.161,31.086,30.370,33.781,31.384,29.878,37.142,34.833,
312,9173.653,7951.233,5266.614,6625.288,5047.010,3657.884,4243.758,4394.107,3854.667,4107.904,3453.370,2917.269,2558.960,2501.050,1659.801,1648.896,1279.369,1074.643,903.023,885.469,706.308,790.419,631.779,605.325,677.206,704.424,711.946,702.692,830.330,771.630,920.410,927.141,971.562,1129.850,1286.052,1435.351,1787.922,2675.619,4308.564,6282.181,7445.458,7182.500,5485.417,3202.906,1717.261,890.980,637.874,511.351,509.452,663.772,2546.097,11832.256,31476.099,66160.789,100788.572,116118.849,110521.077,73295.675,40683.509,16932.977,4485.548,747.897,108.044,73.547,74.863,67.856,74.649,52.173,60.584,46.061,49.331,43.696,40.783,43.790,45.657,39.312,49.818,33.321,57.303,26.892,45.980,41.249,37.476,38.260,34.663,37.751,40.803,26.421,36.636,48.601,48.533,52.720,48.201,52.189,52.485,52.227,61.996,55.464,56.310,60.699,49.983,60.490,52.036,52.680,43.774,41.738,40.748,45.944,43.995,34.777,39.043,42.423,44.147,45.064,40.608,34.868,41.591,40.991,43.158,41.203,44.538,43.931,47.956,42.859,47.567,41.267,44.739,43.991,45.958,42.110,39.592,43.206,33.631,31.034,30.227,31.193,28.487,31.351,30.612,29.654,26.221,30.385,26.115,32.226,34.193,30.028,29.375,37.317,31.493,34.508,36.141,
