274,15029.276,13580.893,9267.031,10630.691,10972.526,7421.623,7383.972,8255.194,6267.226,6044.049,4491.074,3388.147,3964.168,2611.301,2892.347,1212.513,1542.473,1390.710,1345.658,1813.305,2454.821,4244.782,7330.939,11821.400,14649.192,15441.814,12738.427,8044.434,4479.190,2684.920,2794.295,8657.581,26570.509,72223.507,152016.371,238310.367,315385.379,343096.938,259848.097,145069.551,58989.279,15836.111,1965.070,482.101,367.288,330.888,221.350,268.145,259.660,298.664,226.252,256.174,261.154,204.106,163.286,226.060,202.185,147.521,187.409,139.490,216.381,212.136,202.671,186.056,141.318,154.569,129.146,160.647,155.987,140.699,126.373,89.595,102.639,117.729,139.840,120.893,128.276,117.832,125.250,106.877,133.703,135.256,125.072,120.547,104.127,95.262,118.876,95.518,98.686,107.614,102.585,129.512,118.585,116.344,112.883,126.261,122.481,148.250,123.566,87.906,99.384,108.061,113.985,103.605,110.791,101.291,98.017,105.000,73.444,92.099,86.885,92.822,81.719,80.145,75.617,86.038,73.084,71.693,78.052,78.793,82.215,68.803,71.504,81.867,70.112,82.503,77.329,85.254,63.872,80.148,65.658,64.843,60.721,64.222,61.804,56.207,58.066,63.162,71.087,58.624,77.335,78.694,90.692,110.520,140.284,178.506,236.063,310.928,396.695,465.279,518.033,
276,16551.781,11525.319,11160.345,12354.912,8901.635,7618.233,6176.063,6972.043,5568.040,5132.928,4210.396,4266.665,3749.921,3078.428,1988.012,1806.520,1638.795,1269.049,1399.457,1337.702,1865.201,2422.038,3968.437,7419.940,11269.569,14577.429,14243.205,11335.483,7140.640,4157.451,2381.379,2278.392,6209.272,23760.885,66697.612,129538.875,211261.914,300828.622,307012.823,243227.695,145552.856,62273.359,14154.859,2255.990,461.012,320.159,245.033,322.986,337.616,251.109,291.243,233.242,246.643,233.121,181.417,195.478,124.041,147.323,162.949,177.247,159.730,110.940,138.769,158.167,187.911,108.687,134.231,122.071,138.359,122.589,115.014,138.829,110.154,88.170,121.854,132.854,111.320,118.967,125.611,138.727,109.447,124.662,104.974,102.119,73.674,75.288,100.405,93.171,91.655,82.312,103.075,104.032,126.666,99.581,111.679,113.030,126.813,137.970,110.623,111.232,89.605,97.514,111.506,94.960,75.144,88.113,71.822,78.182,80.223,90.768,81.676,73.748,72.206,83.645,78.832,73.330,92.631,80.342,68.654,88.127,82.902,79.735,72.276,74.363,61.693,73.853,71.121,84.612,75.744,68.438,64.450,68.040,54.005,58.108,48.744,53.019,60.111,55.177,51.789,54.310,68.674,77.585,75.032,84.432,89.256,107.507,124.371,170.193,237.679,331.376,406.415,
278,16059.062,11100.066,7019.078,9643.162,9350.646,9372.365,7567.675,6645.901,8074.717,5140.710,5654.991,4310.093,3181.588,2959.234,2363.128,1955.387,1559.450,1395.954,1419.558,1337.565,1470.838,1915.121,2689.088,4622.864,7589.120,11225.652,13126.470,13156.809,9667.249,6484.971,3480.726,2037.951,2239.380,6763.413,24909.125,62723.732,121335.770,215209.580,273386.400,282956.887,228185.510,134482.178,48893.083,12276.884,2469.821,417.858,281.567,324.114,247.605,221.112,175.241,205.535,174.230,251.077,226.885,156.189,181.413,168.280,167.065,143.029,135.812,139.941,145.724,143.914,150.724,101.135,122.773,131.350,100.429,123.801,64.572,137.283,118.855,112.980,104.835,94.763,98.885,92.776,82.226,131.278,125.774,125.195,110.971,93.365,91.733,85.322,105.781,97.925,76.607,94.722,91.302,110.630,121.226,119.731,115.604,111.496,127.299,105.814,138.663,98.671,87.163,68.612,82.096,89.771,92.030,75.262,72.455,81.456,68.086,79.015,80.754,79.341,73.292,89.006,79.722,75.581,81.037,86.353,68.090,77.443,74.589,75.800,75.133,74.120,66.497,78.029,74.816,73.577,69.993,55.433,77.508,73.947,59.630,59.123,57.547,57.338,62.462,58.511,65.502,54.689,57.002,64.016,68.316,84.320,85.208,100.096,89.186,106.953,144.129,192.693,271.858,
280,14420.699,10446.947,8751.865,11544.621,9788.346,7840.585,8856.738,6932.849,5882.057,6224.714,5931.378,4260.607,3965.301,2996.342,2581.913,2193.507,1792.409,1352.969,1352.061,1403.434,1418.012,1555.885,1840.391,2840.536,4605.036,7967.113,11385.935,13072.157,11818.180,8780.310,5216.183,2897.279,2075.612,2339.123,7134.805,22502.790,57499.138,125599.910,198963.512,262672.833,272816.187,213247.883,114301.516,43596.305,12438.258,1864.406,335.764,295.916,218.355,228.144,211.253,210.558,177.083,186.209,158.264,160.970,173.693,192.918,130.015,136.493,110.439,131.475,103.282,134.462,141.519,102.489,115.382,153.466,110.419,113.466,102.837,93.748,114.732,87.773,92.626,88.016,108.005,78.743,83.764,104.865,79.964,99.575,114.525,109.636,77.792,84.026,68.711,92.476,87.450,104.536,100.657,103.658,92.739,103.341,109.610,120.707,128.470,123.241,107.385,115.201,110.218,97.240,88.151,105.166,78.470,89.015,69.490,61.712,81.846,87.075,72.918,86.613,78.462,82.644,78.385,78.964,81.875,75.310,78.024,69.520,89.527,74.814,77.975,77.862,85.681,74.101,72.102,62.751,63.513,71.828,60.578,55.575,56.944,53.945,51.018,48.152,43.432,55.176,64.970,66.980,65.372,52.971,65.332,71.958,60.591,74.205,70.936,83.783,92.279,124.757,165.420,
282,16100.406,12310.849,9898.793,10305.846,8512.331,7418.211,7536.695,7018.788,7054.343,6663.614,5447.343,4868.265,4314.298,3443.252,2759.708,2490.999,1858.215,1255.019,1172.307,1255.854,1366.837,1404.267,1547.942,2006.071,2671.804,4794.970,7907.983,10818.959,12251.144,11448.721,8245.472,5019.670,3042.413,2060.605,2407.951,6142.064,19611.760,57354.736,112696.390,188185.374,249443.229,257826.410,197593.006,110683.105,45664.965,11506.064,2002.301,300.855,261.214,259.977,192.193,167.295,146.329,194.266,162.930,181.914,194.402,148.339,154.314,90.024,116.336,116.347,122.091,90.413,102.795,119.007,88.876,120.601,92.034,115.990,101.720,85.658,96.942,88.880,97.858,73.585,84.611,95.307,106.390,92.676,100.329,89.662,88.659,105.371,79.215,82.751,69.454,77.461,93.802,78.139,69.156,109.218,106.298,109.114,128.138,114.910,108.861,114.079,124.378,134.173,98.141,91.724,112.075,103.656,92.762,101.582,93.691,72.366,86.988,77.203,66.931,77.676,75.611,79.299,76.444,81.017,73.871,84.300,71.849,75.134,88.980,89.627,87.064,79.794,78.665,82.649,75.946,80.350,62.755,70.451,65.532,58.044,49.420,52.609,52.607,49.309,51.265,59.467,48.432,55.010,60.230,54.143,61.813,54.072,67.649,74.752,75.449,72.387,86.708,95.057,106.693,
284,13487.696,13734.714,11947.174,9082.103,7958.933,7526.122,7355.549,6133.506,5863.168,6489.332,5908.316,5351.774,3735.001,3320.824,3074.861,2264.195,1777.711,1296.908,1383.041,1020.287,1072.326,1173.477,1316.897,1571.965,1763.694,2764.770,4767.049,7914.824,10922.246,11649.342,10489.536,7187.779,4831.468,2817.024,2293.391,2474.757,5809.724,20898.588,52594.540,109596.272,181683.507,234216.372,242411.141,185004.155,107183.559,41375.114,11882.722,1992.499,315.682,247.947,226.352,229.843,168.829,156.181,140.694,143.583,127.935,121.761,135.079,118.757,129.986,106.504,80.838,103.272,107.765,115.769,127.105,75.489,132.202,79.769,100.270,104.554,81.737,72.072,79.975,96.338,66.539,81.690,94.967,77.653,100.592,87.169,98.321,84.350,81.861,74.715,93.138,94.301,94.148,74.330,81.718,95.779,108.174,99.657,134.756,125.499,131.475,130.778,120.793,114.008,95.127,94.886,95.368,84.430,89.134,101.039,84.105,68.476,65.831,78.492,76.213,74.701,85.887,88.331,87.457,77.727,79.993,83.126,78.200,84.837,81.781,88.455,85.209,81.797,77.658,86.260,75.454,72.741,73.123,75.364,57.749,59.920,57.130,56.113,50.039,45.143,41.215,45.943,47.365,52.951,52.766,57.395,57.354,63.379,58.193,64.374,63.366,73.049,71.419,71.491,77.766,
286,13842.523,11022.561,12133.189,9769.988,8195.781,7939.851,7285.884,8329.452,6687.079,6836.375,5806.488,4886.518,4601.634,3880.937,2864.969,2473.397,1862.696,1355.038,1185.621,1059.101,965.988,1225.869,1249.375,1413.576,1657.880,1975.258,2978.547,5065.406,8049.026,10721.904,11549.204,9688.511,6741.815,4173.628,2621.926,2186.758,2573.616,6670.789,20071.905,53936.447,108052.229,171482.505,227167.035,226093.829,170569.196,92833.666,38955.658,10561.548,1598.791,309.102,189.027,204.501,175.373,149.894,178.981,142.087,110.863,117.651,144.766,119.540,99.697,139.392,108.356,102.376,122.044,68.067,101.439,74.470,100.414,81.386,71.429,68.948,78.930,69.701,70.568,73.562,92.640,90.430,89.464,89.017,94.256,79.168,77.189,72.375,57.733,65.275,67.430,86.103,68.354,66.678,88.951,87.702,116.227,120.012,110.273,124.112,112.102,130.827,119.281,114.667,93.667,92.506,95.405,87.159,80.837,92.360,80.448,80.895,71.382,77.389,74.195,79.852,80.784,76.636,79.633,70.085,86.123,81.563,80.803,78.569,82.784,80.480,84.053,77.777,74.464,76.401,76.567,75.314,77.365,66.668,71.217,60.433,49.645,45.729,50.090,43.542,42.197,45.502,46.424,45.125,51.945,47.748,48.253,62.701,52.389,50.286,56.232,71.373,62.344,55.214,75.613,
288,15288.957,11394.713,12362.747,11010.201,8406.701,7820.466,7956.863,7181.507,7166.703,7286.773,6077.373,6317.391,4641.957,4018.685,3506.587,2786.165,1857.463,1414.157,1347.433,928.916,1210.107,1079.600,1210.218,1233.986,1303.952,1483.685,1959.220,2956.630,5340.355,8191.159,10601.844,11080.880,9271.040,6318.552,4001.813,2851.738,2264.269,2514.998,5902.172,18933.752,49989.179,96750.030,168264.247,217074.666,213747.169,161622.816,100694.742,42663.837,10881.999,1642.674,247.949,185.547,150.058,171.766,155.728,114.951,139.911,150.857,101.023,116.951,114.318,110.519,112.280,97.901,120.427,94.126,69.807,88.819,67.328,54.964,62.039,85.157,76.968,87.739,71.096,77.808,85.290,65.495,82.176,83.233,72.995,66.264,75.482,57.372,66.003,54.067,66.439,66.450,63.729,76.795,80.967,85.078,104.587,118.172,120.895,119.783,133.108,123.407,119.959,103.118,101.364,97.977,84.780,84.727,76.688,78.716,64.057,75.823,68.097,74.202,67.947,73.355,69.809,77.799,76.479,74.756,81.148,74.859,76.715,74.410,84.458,76.714,79.713,77.418,73.311,69.812,68.808,84.205,82.833,74.602,63.412,54.636,48.983,52.167,37.236,47.658,48.043,51.197,41.024,47.748,49.614,47.568,54.517,57.426,53.261,51.622,51.771,66.192,54.632,54.944,57.641,
290,16680.540,11482.682,9885.643,8828.165,8371.841,8780.555,8232.228,6652.762,7793.511,6406.908,6569.001,6263.931,5480.938,4304.759,3839.899,2408.365,2266.553,1552.150,1365.636,1079.169,1156.535,1148.697,1095.632,1220.415,1140.345,1223.267,1423.436,2072.974,3616.602,5548.856,8622.221,10830.003,10580.465,8577.632,5923.820,3839.474,2760.586,2332.468,2637.105,5900.409,19025.271,45920.638,99972.799,164257.245,204680.984,205697.226,167390.601,101750.474,40945.343,9517.013,1420.352,246.994,141.723,179.442,126.208,144.052,136.832,97.337,108.030,113.370,102.197,99.402,115.611,86.315,88.400,103.316,75.459,96.644,71.614,69.177,64.703,77.709,68.081,78.106,69.965,60.623,73.168,68.289,85.027,87.140,77.580,72.465,74.345,58.311,72.436,61.028,50.351,65.262,68.786,83.373,82.937,83.187,102.155,118.188,118.817,117.464,124.760,128.250,111.171,95.123,94.063,99.897,81.264,79.962,89.862,87.035,80.258,75.202,69.495,73.938,74.108,69.925,73.977,76.577,71.007,77.843,85.954,86.047,80.256,88.478,78.256,84.601,84.282,79.982,79.193,81.568,81.333,76.721,76.475,72.372,72.666,65.386,57.449,47.800,45.321,49.967,46.537,48.231,43.931,50.290,42.716,44.502,49.084,55.204,52.728,54.617,50.395,44.887,57.517,65.449,50.569,
292,13867.477,13359.383,11037.756,9871.510,9899.855,8108.312,7259.595,6956.188,8072.042,6597.793,7024.593,5691.409,4895.752,4257.796,3395.857,2698.021,2037.923,1725.647,1209.631,1188.765,1182.438,978.129,1181.414,1112.942,1164.672,1271.460,1345.141,1509.551,2108.871,3404.134,6335.062,9107.652,10886.248,10325.644,8043.635,5578.619,3640.052,2758.531,2484.015,2580.133,5495.289,15978.175,45891.347,96901.730,153344.696,199482.176,212990.488,174440.697,102635.276,37983.786,8987.390,1214.546,226.261,158.650,128.958,127.938,146.339,125.316,135.163,91.007,108.193,92.768,103.434,98.783,81.868,92.408,79.077,74.380,64.714,86.709,69.309,69.133,70.482,76.239,66.028,51.899,56.410,75.507,69.764,62.507,60.842,78.288,61.192,57.124,50.695,51.681,55.796,59.807,77.213,61.952,68.795,90.052,96.361,109.812,98.719,119.240,113.053,117.097,116.330,97.836,111.487,90.025,83.412,91.711,85.284,83.734,78.099,69.351,82.462,75.225,74.912,74.253,73.158,70.356,69.117,83.300,80.446,79.301,68.112,75.248,80.627,83.890,80.866,83.140,78.824,69.761,85.547,77.060,70.654,72.871,64.778,57.614,56.784,51.352,43.969,42.899,43.852,52.747,47.073,47.169,39.316,45.134,40.062,42.229,48.996,51.242,52.886,43.792,48.994,59.853,62.501,
294,14916.462,13427.004,10683.383,9601.120,9284.928,8205.005,8551.500,7780.039,7912.383,7014.829,7039.451,6383.247,5216.979,4332.120,3671.564,2850.157,2077.253,1672.442,1440.006,1314.196,994.628,1040.003,1064.996,1030.973,1131.470,1089.510,1169.005,1280.746,1629.368,2357.347,4142.866,6691.355,9511.868,11001.754,9925.182,7922.974,5062.255,3464.762,2707.993,2476.680,2561.049,4815.277,16723.149,45999.937,89626.426,152709.211,207050.784,220075.776,174600.743,94362.712,33165.570,7646.371,1363.084,199.898,169.700,131.542,105.845,106.077,121.172,89.128,118.334,123.729,104.508,97.675,102.763,77.549,70.739,77.472,72.541,81.688,67.061,60.977,49.212,70.439,63.119,77.625,58.045,77.678,59.798,63.971,70.048,74.611,59.130,60.268,59.750,57.215,57.532,44.681,74.973,60.719,68.933,81.582,84.305,96.382,107.093,112.820,115.185,117.288,105.038,107.489,114.610,100.046,97.325,87.133,79.100,85.332,74.805,61.768,73.356,78.153,78.386,72.200,72.735,76.829,71.223,80.704,69.373,83.078,70.978,71.989,85.993,85.843,83.165,79.819,84.051,83.297,79.627,79.832,66.915,77.639,69.396,66.313,54.126,47.237,45.108,47.257,42.891,38.771,47.228,43.554,43.362,43.979,40.900,46.828,51.728,50.858,54.790,45.070,49.447,47.146,55.294,
296,15257.011,11065.991,9761.136,9554.877,7460.411,6627.022,7818.348,7313.765,6711.103,7201.536,6067.083,5991.501,5536.321,4348.274,3608.380,3196.024,2299.215,1610.127,1310.380,1259.649,1158.862,1041.956,936.963,931.021,1093.459,1093.124,1070.147,1305.745,1298.943,1798.612,2609.791,4858.164,7372.731,9995.694,11112.070,9803.125,6899.318,4635.258,3494.635,2547.186,2338.261,2305.136,5223.395,17404.033,42982.145,93960.114,164821.346,217617.633,221710.381,159582.234,80381.997,27490.334,7631.353,1084.459,194.106,132.103,130.469,117.486,110.933,138.330,100.572,98.372,76.768,87.490,85.856,73.451,73.103,69.938,68.937,57.332,76.175,69.366,57.977,63.469,70.962,65.542,74.359,68.032,62.636,65.699,75.174,64.051,57.087,61.392,41.997,45.187,60.747,61.205,55.464,53.116,76.172,75.684,79.823,91.779,109.136,103.234,116.319,116.774,115.025,106.538,113.531,99.885,94.347,85.110,82.817,77.594,85.142,73.793,65.171,69.650,73.335,76.412,81.609,67.859,75.882,71.155,78.368,82.922,79.363,73.381,81.616,78.122,80.322,69.888,78.307,82.597,79.841,79.254,80.679,78.072,61.945,57.482,52.640,51.225,51.567,42.332,40.826,42.229,45.269,40.659,43.733,46.274,35.866,43.766,43.613,40.720,49.572,55.887,56.693,49.737,58.174,
298,13517.387,10423.549,10863.390,8933.767,7256.487,7682.661,7804.403,7518.186,7672.594,6809.110,6874.569,5762.514,5312.373,4441.281,3865.259,3239.580,2430.042,1785.899,1420.380,1257.131,1057.267,1147.446,969.298,989.195,1047.748,1052.684,1258.801,1285.324,1323.541,1548.798,2107.796,3125.391,5067.785,7981.218,10597.366,10957.064,9240.027,6735.623,4528.510,3079.902,2451.581,2194.290,2110.826,4662.142,14033.419,42160.378,98911.262,171325.779,217503.850,210486.535,144468.514,72918.932,31407.883,7628.111,1101.502,165.390,129.450,132.402,103.681,108.887,102.247,95.002,93.574,90.148,97.562,77.781,50.163,80.736,66.736,58.252,53.546,61.952,59.339,65.813,70.899,67.240,69.448,68.385,58.224,74.642,67.562,58.539,52.370,53.890,55.492,41.660,56.172,51.831,48.144,66.012,64.455,81.938,90.681,83.730,107.029,121.139,103.746,103.185,106.718,109.614,106.300,90.663,90.970,89.117,86.825,82.847,82.625,75.934,69.174,73.998,68.869,75.640,69.858,65.745,65.995,76.078,70.276,77.930,74.795,76.461,80.503,79.309,78.301,82.615,78.246,77.641,80.101,79.655,73.617,71.718,65.619,58.722,58.863,54.709,50.922,50.196,42.421,39.458,53.199,36.326,45.697,44.546,43.434,45.967,49.669,44.961,43.418,49.663,46.861,48.515,47.981,
300,13326.336,11366.383,9384.057,8903.637,7884.739,6746.545,7549.933,7379.968,7164.211,7144.588,6522.027,5795.087,5555.666,4627.568,3789.930,3380.308,2524.421,1865.640,1476.007,1291.609,1037.436,914.976,1022.742,983.298,944.658,1074.101,1180.573,1263.674,1365.191,1494.670,1808.134,2396.333,3513.814,5817.239,8657.519,10636.774,10310.890,8554.874,6406.540,4062.815,2969.223,2413.117,2019.463,2014.913,4158.850,14717.841,48042.144,108006.952,170447.850,206466.829,186238.080,126972.231,74719.542,29620.735,7022.066,1129.447,165.355,100.372,118.242,112.084,113.038,100.475,78.548,75.016,80.154,80.105,88.099,81.178,67.188,74.191,75.989,78.005,52.789,59.904,64.132,68.511,62.606,63.772,49.743,65.771,57.365,53.744,66.022,54.463,53.279,64.477,47.565,51.540,44.964,72.500,68.770,70.079,90.044,90.032,104.880,110.399,104.913,111.061,107.953,104.263,107.246,99.799,90.751,95.544,90.759,81.288,79.735,72.478,62.983,72.015,74.447,71.386,74.341,66.596,70.502,66.408,70.727,68.475,74.247,76.352,73.482,77.728,77.773,75.277,77.666,78.706,77.262,76.381,75.963,81.734,60.686,63.431,52.982,56.650,50.571,45.356,43.417,41.535,43.799,42.263,44.167,45.778,40.377,37.989,37.217,47.307,46.634,45.763,47.713,48.609,52.168,
302,14001.575,11151.783,10766.167,8742.187,8599.538,8331.063,7524.950,7460.105,6591.182,6839.797,6542.450,5713.223,5510.224,4374.536,3900.883,3275.624,2451.721,2029.296,1645.279,1263.414,1159.771,1083.912,1045.836,1039.501,1112.870,1103.060,1237.749,1306.643,1351.297,1524.903,1814.993,2091.463,2723.556,4326.017,6749.476,9280.825,10331.471,10149.442,8126.082,5408.119,3678.781,2640.205,2091.523,1845.089,1833.501,4516.572,18274.367,56855.468,111819.488,167583.501,189601.770,166837.166,123589.121,67828.921,26088.839,6789.019,979.890,138.345,119.169,117.134,106.666,91.080,99.868,73.649,89.372,71.142,77.925,53.059,57.662,76.019,71.472,54.727,54.139,57.534,60.212,62.092,52.373,61.445,63.082,58.119,53.566,64.211,59.034,49.236,46.057,52.362,48.245,39.672,58.125,65.614,60.381,72.625,89.655,98.128,99.318,103.675,98.151,113.092,106.353,98.394,80.160,90.742,80.085,77.985,75.751,78.244,76.842,77.131,77.079,62.742,76.697,65.510,69.692,69.469,67.667,67.800,70.624,74.228,73.798,75.851,73.768,80.378,73.716,79.667,87.633,72.769,82.201,79.606,72.252,72.819,70.836,59.126,52.266,58.215,45.742,46.932,42.355,44.355,48.238,41.245,40.766,42.989,39.718,44.945,44.605,48.543,49.296,47.439,45.759,47.375,55.818,
304,12641.241,12939.233,9846.349,8289.796,8637.326,8286.718,7529.178,7845.564,6666.923,6907.164,6153.655,5822.723,5183.301,4396.440,3713.926,3439.533,2464.167,1833.176,1613.957,1196.392,1071.907,1009.707,961.448,1016.206,1051.049,1088.878,1102.455,1288.912,1372.461,1535.787,1705.521,2090.260,2254.507,3162.594,4882.570,7064.007,9015.875,10409.658,9763.745,7392.193,5018.980,3448.617,2383.751,1912.129,1628.039,1618.740,4769.998,20004.452,55627.960,106765.990,156722.062,178068.047,165141.144,120598.920,67140.205,27847.204,6530.953,766.335,146.664,92.041,124.293,98.809,101.359,84.729,103.462,80.675,76.954,52.554,74.630,65.636,71.920,46.852,60.997,49.403,58.653,52.731,55.015,64.015,47.437,53.397,60.134,60.943,48.840,49.455,45.091,48.637,48.954,44.524,63.822,50.485,51.876,70.906,89.006,97.021,92.591,94.552,104.336,117.250,105.765,97.143,88.426,90.919,88.439,76.565,82.144,78.027,69.995,68.332,65.855,68.871,70.090,67.656,67.538,66.429,72.244,65.456,73.561,68.292,75.184,67.045,78.794,78.843,79.140,79.717,80.347,76.492,80.854,81.036,76.822,78.144,74.740,62.469,60.695,51.817,48.038,51.334,49.823,44.149,45.435,52.460,36.038,44.305,40.945,43.898,40.946,48.493,45.098,41.642,43.326,52.673,52.162,
306,13067.187,11329.302,10456.800,8159.318,8361.355,7235.432,7174.195,6873.474,6009.851,7068.207,6200.263,5720.864,5287.311,4566.755,3854.950,3144.336,2706.533,1985.161,1534.295,1377.263,1245.953,1054.006,1056.988,1016.974,1117.969,1065.311,1195.821,1293.367,1379.594,1473.527,1785.008,2025.464,2122.487,2663.270,3630.062,5215.265,7168.761,9499.402,10100.008,9104.354,6856.752,4610.792,3023.155,2066.728,1759.143,1418.280,1469.500,4934.750,19621.142,52992.203,102758.235,153237.378,171852.103,159068.745,119184.772,70270.950,27513.611,6298.695,958.619,168.232,116.330,106.256,92.380,93.164,74.662,77.851,75.596,56.649,67.933,57.415,43.256,72.520,55.659,54.339,53.118,54.109,53.800,57.201,49.126,57.841,61.835,71.049,45.725,51.601,51.327,48.885,45.792,54.121,59.349,48.432,59.268,72.012,62.492,77.938,82.036,99.089,103.762,103.015,105.172,93.080,81.281,92.114,76.789,84.331,77.161,71.929,67.844,68.875,69.162,65.246,76.277,66.424,60.489,64.954,59.233,57.824,65.768,73.230,72.274,67.458,73.590,79.195,77.889,82.535,70.250,74.978,83.656,83.611,80.836,80.197,70.128,68.152,54.902,53.531,49.798,50.882,47.076,47.208,50.821,47.811,41.673,43.089,42.403,40.889,38.073,48.081,42.051,38.934,46.820,52.568,59.849,
308,9803.140,10083.157,10626.585,8722.532,9152.353,6952.366,6926.620,6435.552,6468.282,6574.198,6053.996,5570.597,5112.009,4533.999,4109.633,3339.000,2370.933,1946.655,1772.767,1270.415,1122.537,1051.324,1173.337,1060.620,1095.142,1101.432,1186.968,1299.736,1464.908,1585.157,1788.764,1963.444,2318.331,2579.468,3074.162,3852.398,5526.113,7855.819,9503.743,9834.377,8254.204,5999.279,3907.430,2473.232,1881.538,1551.064,1267.997,1389.003,5104.376,20334.665,55026.548,107391.346,148524.610,167696.205,156977.143,115707.945,62911.736,22290.571,6051.790,775.236,131.840,102.572,94.339,88.266,94.007,72.543,78.547,83.636,50.892,65.599,72.546,63.101,61.295,46.405,60.394,51.838,57.115,46.086,53.123,54.918,49.893,55.172,46.002,47.972,45.449,47.258,49.412,44.474,52.267,55.568,62.531,67.749,68.316,74.123,86.835,86.982,92.398,90.588,96.199,89.008,94.350,93.324,85.752,83.212,73.863,71.664,66.667,63.149,69.670,68.534,58.889,63.787,56.007,63.305,62.469,63.016,66.252,68.374,72.327,71.687,68.903,69.176,71.830,80.487,70.379,76.083,84.370,70.928,76.521,81.306,72.830,63.008,55.790,57.186,47.480,53.097,41.941,40.544,48.574,44.902,41.198,49.044,39.654,44.069,45.173,39.285,41.150,44.873,50.413,43.985,55.289,
310,10385.894,9867.847,10045.473,8740.802,7958.184,7107.383,6129.838,6886.174,6578.674,6160.823,5826.585,5396.368,5399.239,4480.827,3995.073,3384.938,2755.019,2118.556,1824.349,1307.104,1281.129,1081.168,1005.990,1042.589,1127.837,1089.596,1240.652,1305.349,1520.429,1651.405,1832.980,2050.186,2240.640,2418.253,2827.043,3354.844,4093.536,6073.442,8000.775,9467.061,9237.716,7721.504,5377.747,3306.000,2302.916,1633.113,1325.612,1113.157,1246.421,4657.860,20036.577,56858.856,102133.875,146696.097,168827.532,152786.235,109816.732,60093.207,26610.765,6517.356,768.250,124.089,101.752,86.809,82.123,100.870,77.173,83.069,61.991,72.859,70.823,55.356,55.384,52.754,66.021,53.546,45.941,54.783,50.608,61.311,40.826,47.222,48.879,42.893,45.658,48.382,33.624,44.686,41.999,53.389,57.147,59.377,62.119,70.379,88.588,80.508,93.564,84.289,84.035,84.551,87.997,86.242,84.564,69.700,75.633,69.246,62.931,68.339,64.873,68.061,60.294,61.317,65.315,60.557,66.206,64.059,65.387,63.166,71.903,69.299,64.022,68.132,73.286,72.879,66.865,76.285,74.390,79.411,71.227,75.224,73.756,68.689,56.527,53.151,48.577,45.469,42.059,48.167,42.407,40.181,45.288,39.642,46.139,41.555,42.633,40.881,40.035,46.786,46.872,46.192,51.238,
312,11906.379,9570.244,9432.696,8065.587,8097.327,6498.088,6133.144,6586.979,6589.253,5845.804,5457.881,5314.660,5064.626,4622.545,4351.188,3539.011,2723.376,2084.907,1740.402,1229.297,1319.249,1044.707,1074.919,1037.055,1111.183,1229.302,1191.031,1263.058,1394.272,1599.230,1774.244,1998.039,2144.481,2412.738,2914.330,3030.806,3433.667,4625.919,6334.868,8344.353,9235.810,8839.041,6994.804,4658.982,2976.046,1971.928,1401.697,1150.174,968.525,1134.607,4672.361,21812.951,54685.630,103504.494,148656.572,162113.717,144464.450,104231.184,65357.618,27296.022,5742.882,773.266,143.118,86.488,85.469,83.457,79.284,52.427,66.983,76.730,64.459,59.763,69.094,46.502,58.008,46.819,49.613,53.995,49.127,49.313,50.349,58.105,47.582,53.372,44.733,48.993,42.243,37.530,47.532,48.327,54.783,57.770,73.467,72.162,77.206,84.683,83.812,83.868,84.301,93.672,87.398,87.448,81.000,76.972,77.841,79.574,66.386,67.456,58.748,62.885,62.508,65.765,61.295,62.185,67.813,65.088,62.599,68.299,68.471,62.104,67.197,68.699,74.788,76.430,72.255,71.960,76.851,74.380,77.387,77.017,68.346,61.812,59.798,56.485,52.932,48.537,42.575,42.396,36.676,43.284,39.020,41.112,44.564,44.714,43.888,42.766,44.790,40.138,46.485,43.422,48.268,
314,10603.241,9772.238,8202.237,7046.153,7968.424,7433.881,6710.495,6924.543,6063.075,6060.803,5675.186,5302.790,4801.768,4618.575,3979.105,3484.805,2720.608,2018.734,1876.794,1297.399,1240.719,1204.453,1059.541,1003.957,1131.622,1180.415,1186.698,1337.650,1436.005,1627.963,1841.316,2056.729,2277.501,2581.203,2735.622,3005.418,3155.028,3872.676,4833.718,6501.071,8200.410,8990.090,8006.680,6127.668,4154.320,2446.242,1662.043,1271.039,1031.393,834.603,977.680,4977.363,19643.711,55034.651,105522.424,143525.382,156634.211,141101.587,113554.394,71074.639,26354.573,5657.761,681.210,132.923,79.793,75.509,74.137,64.855,59.332,65.663,58.409,49.263,64.975,48.828,61.444,50.511,51.938,58.345,54.456,53.671,45.437,55.488,46.023,48.173,35.173,39.999,49.661,39.482,48.497,41.569,43.660,60.976,60.387,70.454,81.155,79.944,74.781,85.484,78.198,78.895,79.547,78.532,68.013,74.501,81.641,71.370,72.443,68.615,57.104,66.183,54.179,64.610,65.611,69.830,62.138,66.402,54.311,65.707,64.563,66.942,70.334,68.635,70.192,70.624,72.718,70.291,80.895,79.454,80.971,80.853,71.024,64.428,61.479,51.992,43.666,42.839,47.866,43.964,38.325,44.104,44.340,41.252,39.620,41.198,42.173,34.540,39.046,40.511,45.902,47.106,42.200,
