270,18479.107,20488.523,14994.043,16854.447,11291.883,9033.747,10891.705,9969.981,7336.490,4082.108,3616.158,4410.368,2789.695,2041.534,2309.129,2314.536,1749.874,1438.762,1655.134,3428.317,6229.919,10474.718,15318.835,16097.271,14686.182,10659.537,6025.429,3312.229,3949.301,13871.920,59153.343,164689.550,325714.740,527172.863,665472.662,641367.730,470802.028,273713.771,127414.301,33136.515,6214.832,1008.628,543.275,599.010,534.906,569.029,461.623,476.162,437.281,414.798,361.704,325.978,330.650,359.478,343.382,317.200,277.888,330.774,240.562,229.897,248.314,240.733,267.836,215.367,207.496,126.858,194.569,210.044,177.307,152.401,199.326,185.679,189.889,166.551,175.640,164.488,187.574,180.210,176.412,193.053,193.706,200.991,179.545,154.023,175.139,167.821,155.105,143.241,152.438,137.932,175.128,168.656,147.410,147.280,159.614,151.275,131.397,134.211,100.594,142.343,160.261,128.452,113.834,126.472,102.516,128.428,117.187,113.732,89.419,92.869,104.729,104.008,100.089,105.470,86.687,113.748,93.058,97.262,94.708,102.742,83.129,93.449,88.268,106.102,89.261,98.268,94.124,95.325,91.105,103.174,79.024,86.239,73.991,81.153,80.396,78.250,83.932,62.602,85.668,95.353,122.632,145.664,177.109,264.507,359.113,429.419,474.959,545.985,489.377,463.180,382.190,
272,20109.095,17435.631,15187.893,14967.662,8582.481,9982.503,11896.057,8338.388,5853.898,5902.778,5069.672,3991.437,4455.028,2382.548,1986.031,1540.296,1609.205,1458.814,1689.853,1772.850,3207.759,5799.059,10798.320,14990.898,16091.363,13657.343,9402.170,5373.390,2665.114,3367.706,15059.806,59235.847,155221.923,327775.342,545807.481,658398.351,610235.662,459677.326,278234.089,115094.668,33798.997,6952.329,939.433,584.437,563.357,456.888,408.614,490.650,468.588,390.375,384.009,364.277,292.841,296.215,319.556,237.835,239.195,265.199,199.959,282.417,235.167,239.624,209.972,198.845,189.346,218.653,186.209,187.271,194.098,190.043,163.081,193.676,172.860,196.838,142.719,174.697,149.099,164.005,170.837,220.429,201.034,154.248,158.533,167.558,109.278,138.094,153.118,126.893,135.223,138.249,127.332,150.062,136.679,137.078,142.004,139.538,140.887,141.150,138.722,124.232,129.636,110.459,116.230,116.439,118.430,84.701,93.430,104.020,104.793,112.045,98.209,99.464,88.313,105.022,90.623,102.008,94.050,80.301,71.379,99.766,77.678,96.532,89.799,90.018,87.671,88.918,77.301,73.508,96.193,84.452,71.377,79.582,73.014,76.977,68.193,71.429,66.960,71.362,72.793,76.488,74.573,101.501,103.363,159.551,205.980,277.846,349.172,436.031,502.516,520.819,504.416,
274,16542.503,15620.242,14797.021,11721.468,8137.823,9822.051,8737.345,6262.049,7650.076,6249.000,4839.280,3787.367,3109.324,3248.780,2361.657,2125.207,1933.747,1415.973,1149.011,1479.289,1792.532,3120.346,6759.782,10566.018,14088.036,14150.985,11633.393,7436.058,4183.459,2373.443,3345.927,15911.587,54219.789,155873.284,343123.434,516930.358,604534.467,575040.358,429701.994,241945.339,102880.387,32630.674,4599.087,741.988,480.431,557.150,430.591,473.351,324.789,411.627,322.898,307.883,243.792,320.942,221.996,257.702,214.915,188.189,226.502,252.065,212.987,134.641,175.929,175.238,198.426,201.742,164.235,189.118,151.681,168.219,150.406,181.314,158.897,162.713,172.896,155.847,155.305,154.152,147.892,187.050,192.924,169.542,169.042,173.343,124.232,132.761,115.166,105.752,128.930,136.362,113.811,143.173,128.790,148.877,121.788,115.698,120.979,108.148,110.491,114.215,102.481,96.842,99.817,120.617,103.422,104.007,102.662,97.035,99.155,115.397,105.024,86.843,77.613,93.611,83.217,78.983,93.915,89.575,88.841,83.692,74.611,84.224,81.934,87.031,71.647,70.095,88.597,73.304,74.899,75.957,85.196,73.930,61.218,61.542,65.806,61.697,62.077,70.544,68.818,74.319,56.801,74.020,70.905,82.813,118.764,147.907,225.129,297.221,378.141,456.131,503.552,
276,17671.099,20193.010,16264.537,12046.294,12766.386,8779.013,8005.392,4745.973,6454.383,5765.265,4596.239,3668.088,3250.498,3062.612,2006.227,1702.362,1730.512,1258.347,1071.303,1007.644,1219.287,1607.162,3164.489,5855.800,10108.775,13255.492,13056.154,11051.216,6688.103,3932.690,2209.615,2960.552,11520.008,47153.235,150550.787,299670.771,467565.593,581950.585,546898.732,412077.981,248064.766,112506.694,30735.905,5205.747,865.750,447.798,486.237,333.215,290.077,323.431,290.480,331.818,275.332,263.461,252.240,207.128,199.363,200.949,218.469,187.308,213.464,126.224,173.246,166.723,183.601,182.922,160.449,139.252,128.652,139.959,131.475,144.397,150.273,155.822,145.740,162.773,127.422,137.181,162.427,167.571,167.194,171.331,170.121,137.600,135.317,132.511,106.170,97.663,103.220,130.944,113.043,118.416,116.731,109.082,110.760,122.546,134.275,103.139,114.128,117.761,98.487,99.336,100.274,100.752,90.012,94.006,102.988,88.982,89.742,74.404,93.381,81.833,72.863,88.093,89.837,83.100,81.603,73.773,74.903,83.013,67.174,82.608,84.813,77.332,71.178,61.482,82.957,69.045,63.510,69.681,64.278,64.343,64.955,51.406,59.572,49.948,64.595,59.958,57.809,64.385,57.715,63.209,57.109,70.923,74.379,75.050,111.660,157.094,229.782,303.538,371.951,
278,14613.280,13204.919,12189.376,12111.936,9549.438,8482.814,6778.635,6801.686,6270.589,5124.931,4160.715,3499.756,2719.202,2193.432,2283.774,1900.330,1429.380,1360.850,965.070,1018.654,756.787,1061.244,1728.025,3166.725,6055.181,10058.217,12516.894,12484.619,9595.709,6167.558,2930.981,1700.751,2592.714,11781.008,54031.323,142640.804,294442.677,469042.092,540201.785,513908.645,391746.936,232142.446,92752.307,26870.061,5493.774,691.571,399.534,359.946,324.659,339.637,310.230,261.317,290.894,263.960,273.259,203.735,216.913,219.172,203.409,169.252,166.009,169.025,184.925,148.222,152.234,150.116,174.914,112.793,136.432,131.941,143.811,147.585,131.169,149.703,147.098,153.688,125.926,117.671,147.492,139.164,156.080,144.029,148.617,132.701,127.541,127.465,100.015,113.594,115.128,99.279,104.139,115.431,114.088,93.932,124.258,123.607,110.263,103.349,93.523,104.548,99.003,84.928,99.992,81.903,92.695,64.365,82.931,81.149,70.720,69.987,68.297,77.719,79.167,68.834,75.610,64.777,66.903,74.350,66.166,64.574,75.104,62.892,73.808,64.345,57.337,50.829,65.245,69.873,50.409,55.268,54.864,63.848,58.694,54.130,59.404,48.679,50.703,53.201,59.616,62.275,57.270,56.399,65.676,53.908,47.882,70.659,68.919,92.952,121.618,180.655,248.707,
280,15760.135,12674.114,12550.385,10770.754,8599.719,8210.090,7470.022,6437.859,5616.065,4894.797,4602.928,3326.777,3041.845,2688.518,2183.196,1284.452,1356.243,876.405,829.589,1035.690,864.348,802.509,916.189,1681.971,3495.474,6531.728,10225.782,12251.873,11528.169,8828.592,5158.269,2505.992,1586.310,2505.809,13284.919,48797.027,137659.944,300438.839,434605.305,517129.166,500465.712,374008.774,205102.797,87206.227,27722.573,3946.156,609.550,427.321,343.789,301.061,260.225,236.499,262.495,209.648,217.789,228.710,232.210,197.402,199.982,158.692,174.951,168.390,186.545,144.968,128.017,138.659,122.040,166.707,108.535,151.700,142.516,133.983,134.845,103.573,107.850,127.632,108.950,125.339,133.235,126.424,142.659,140.925,143.868,110.124,110.467,102.517,96.367,102.537,96.428,109.952,121.905,118.015,108.369,110.203,119.839,102.416,97.350,89.542,91.375,93.601,93.930,98.951,78.048,88.158,73.472,86.541,82.693,94.188,65.356,66.960,63.169,69.183,72.613,67.014,62.632,64.963,68.060,67.356,73.402,69.579,66.747,64.612,63.885,81.327,56.948,61.840,71.121,62.201,69.966,71.599,52.292,63.814,61.533,55.096,57.004,51.893,53.119,54.000,49.336,59.521,57.860,43.994,49.926,47.395,60.866,58.084,50.909,58.560,82.849,94.977,129.163,
282,14794.748,12535.184,9155.019,12056.647,6881.863,9570.540,7524.186,5460.896,4647.245,4836.807,4618.272,3505.059,2990.129,2226.111,1752.548,1642.193,1495.680,1242.333,1095.637,854.855,693.916,766.032,759.369,865.222,1687.057,3444.347,6905.185,10209.629,11836.516,11019.456,7943.458,4670.117,2430.141,1582.993,2570.029,10543.805,44870.480,138602.723,263880.868,412258.261,509086.353,479519.929,357821.192,208922.937,97528.360,25541.641,4382.763,703.537,307.549,333.677,254.837,235.027,227.380,261.052,216.214,197.338,180.576,166.850,188.132,193.161,154.396,114.941,141.718,134.935,146.088,122.031,123.006,145.089,104.954,132.574,116.057,108.026,113.966,125.996,98.521,132.414,102.290,138.535,122.180,133.414,135.666,126.570,111.006,120.798,105.509,84.545,96.392,77.511,83.428,80.175,102.081,118.271,84.232,106.723,99.615,105.278,110.014,108.850,108.865,92.682,101.587,90.987,87.102,75.815,85.938,83.531,74.797,85.462,80.195,96.042,73.090,70.923,61.313,68.165,57.236,64.087,79.684,70.542,71.514,64.840,68.707,67.578,71.841,77.150,62.692,64.844,65.106,59.484,57.908,62.907,52.483,55.571,59.403,48.262,46.448,43.976,51.374,55.665,42.257,52.297,48.833,42.382,44.690,45.904,57.944,43.560,40.642,53.554,60.385,65.368,84.148,
284,12341.983,11554.208,10534.108,12167.566,8197.594,9422.781,6475.600,4883.633,5263.195,5046.803,4665.459,3396.498,3188.810,2689.912,1874.148,1597.753,1256.512,1232.878,1088.158,790.932,817.507,668.673,638.171,625.897,1013.580,1913.742,3856.091,7118.859,9988.063,11292.706,10275.195,6990.109,4243.808,2110.161,1439.203,2352.974,9813.069,47777.488,122498.741,254214.876,400022.364,474709.462,454081.398,346405.611,213175.577,82985.566,25335.178,4317.956,565.753,307.636,237.312,296.417,218.791,237.809,207.183,204.273,149.458,162.220,196.711,157.763,167.492,147.348,143.654,124.236,130.210,123.633,108.474,151.822,106.717,91.989,78.167,111.804,126.367,97.319,112.827,113.313,109.078,112.620,138.528,147.826,127.667,106.959,108.474,92.618,103.643,79.385,107.183,90.597,81.987,83.807,86.390,117.206,91.814,97.352,90.264,126.209,112.558,91.916,101.013,89.571,82.013,85.986,81.566,81.455,68.555,76.782,77.274,66.337,70.100,64.652,76.083,77.726,68.751,78.471,60.532,67.468,57.990,63.765,65.813,68.262,63.061,59.982,57.810,60.220,61.248,67.254,61.817,60.826,57.025,61.236,63.849,53.703,53.427,46.935,33.207,48.807,46.277,47.721,50.673,45.523,34.376,59.018,46.018,49.881,43.241,39.363,40.306,43.516,49.354,45.955,64.355,
286,11410.916,13223.941,12586.897,8114.115,7844.275,6352.640,6166.147,6028.660,5430.394,4491.715,4639.786,3671.468,2774.564,2228.167,1846.093,1445.488,1233.377,1109.976,721.995,734.178,623.593,679.711,517.992,818.589,603.338,1053.269,1974.413,4408.753,7383.074,9992.713,10879.132,9122.124,6457.052,3538.350,1805.056,1470.450,2143.920,11754.580,43013.827,125680.205,252993.215,374891.600,462852.816,434803.667,334127.256,181197.628,75977.596,21625.782,3559.653,437.773,229.736,280.134,224.371,195.962,228.845,183.940,177.536,160.955,145.934,140.645,143.087,127.689,112.750,130.401,110.914,108.910,111.954,110.197,127.758,103.358,103.008,108.226,114.873,115.504,108.826,126.357,106.813,105.034,110.764,135.247,109.125,121.300,100.294,92.007,79.512,88.820,83.440,77.214,83.535,87.100,86.578,94.220,95.641,83.963,89.635,106.311,100.549,80.373,95.815,88.107,86.750,85.982,83.875,76.547,70.420,73.832,67.744,70.551,62.173,60.709,70.712,61.124,63.713,56.941,66.667,62.087,60.850,59.126,68.612,62.592,67.380,58.340,62.901,60.510,55.498,59.568,60.314,59.756,49.555,47.873,55.047,47.343,45.413,46.667,44.658,37.454,41.957,45.935,45.425,43.353,42.790,43.924,46.018,40.409,43.277,44.531,48.684,46.911,37.738,46.474,54.723,
288,15190.171,10998.351,9843.847,8582.899,10142.094,7065.516,6219.404,5284.384,4640.547,3777.111,3113.454,3324.439,2747.045,2621.059,1823.300,1551.337,1215.115,1052.015,969.562,729.034,739.711,683.069,649.032,605.771,617.120,713.554,1075.114,2301.856,4574.552,7445.363,9889.643,10487.827,8645.994,5764.403,2950.501,1813.077,1294.276,2376.893,9611.044,41835.865,116116.500,225741.247,366719.523,444237.639,431772.215,312171.565,182944.816,76849.448,22032.405,3291.029,451.424,254.624,219.864,204.156,224.114,176.301,186.002,161.136,167.488,122.426,155.611,142.776,127.027,113.995,128.918,112.837,119.550,119.722,103.086,97.188,94.569,86.039,100.627,117.820,97.550,95.949,107.120,101.677,100.695,105.308,100.762,115.024,108.406,85.551,85.803,74.968,63.368,78.705,84.355,78.913,74.403,87.133,103.300,84.892,92.399,96.967,102.129,96.037,76.155,83.312,70.590,99.687,82.434,77.210,67.586,75.697,67.708,63.397,60.519,59.052,55.701,64.708,70.154,46.376,63.174,64.626,60.806,64.804,48.166,59.750,57.028,50.134,61.269,66.259,51.149,51.498,60.740,55.795,51.041,48.212,48.640,42.382,36.363,44.546,42.858,42.257,44.056,35.829,41.042,50.071,46.799,41.592,43.731,42.364,36.626,45.138,47.018,44.955,38.918,49.950,49.597,
290,13852.122,9375.094,9103.148,7961.869,5454.140,5845.936,6157.203,5842.597,4474.413,4143.297,3474.787,2895.074,2664.306,2579.910,2177.997,1332.292,1247.049,936.388,833.988,893.158,735.951,611.051,710.660,645.670,586.792,635.231,642.055,1196.733,2393.885,4816.536,7869.870,10011.429,9960.720,8100.255,4958.937,2638.721,1580.000,1362.996,2089.292,10139.429,40172.930,104361.083,231355.381,360437.390,431425.950,407212.910,304153.451,176261.589,73631.677,19173.442,3065.455,356.581,210.701,204.391,177.137,190.821,187.138,183.723,154.268,151.938,138.996,132.289,132.709,128.939,117.719,108.310,115.142,115.202,106.691,83.114,101.868,90.957,92.134,78.090,85.527,102.563,103.569,85.851,108.677,105.113,87.673,113.450,104.799,81.078,76.398,87.394,70.999,70.685,74.130,65.308,77.905,89.157,90.007,102.670,105.644,89.436,88.397,91.543,76.519,76.423,74.153,86.212,77.116,78.719,55.657,69.030,56.782,68.101,57.075,66.177,61.372,61.539,59.771,58.787,53.799,55.508,59.174,57.957,57.493,59.500,57.002,58.131,53.219,60.903,51.497,52.366,45.748,58.133,48.565,60.240,51.467,43.131,42.665,46.746,42.750,38.642,41.335,36.062,37.400,42.600,41.614,40.743,43.622,46.972,41.628,49.022,40.891,39.854,41.095,46.440,51.938,
292,10264.786,10685.115,9514.264,7653.499,6414.274,7805.079,5413.691,5981.413,4828.906,4033.436,4081.465,2327.816,3487.499,2476.532,2032.605,1881.622,1424.668,818.304,908.344,825.250,594.961,650.619,615.677,503.247,545.537,522.384,590.153,729.541,1321.586,2580.059,5215.218,8244.177,10007.970,9707.045,7114.271,4503.293,2320.949,1467.464,1274.418,1944.122,9260.970,33270.362,107207.769,222332.527,342436.904,418308.347,398823.893,295889.948,168102.995,67104.809,17784.086,2757.347,411.025,204.853,194.912,177.981,172.155,137.886,179.629,161.042,132.842,117.115,123.672,118.523,116.232,103.268,97.432,90.308,113.152,95.529,99.736,93.619,84.327,71.911,71.706,86.972,94.206,89.799,89.909,102.691,93.836,92.792,90.448,81.546,74.749,69.946,74.158,70.563,73.029,70.432,78.493,78.281,64.593,95.414,86.753,83.934,87.303,80.224,73.954,77.864,76.156,83.260,72.197,65.495,68.365,65.594,63.345,59.402,59.063,53.233,55.593,56.982,50.787,52.182,59.592,53.276,62.906,55.911,54.370,55.903,51.108,59.100,61.911,56.431,49.161,53.421,50.034,59.542,46.490,56.866,40.336,46.068,43.079,43.696,43.808,36.725,41.427,35.223,35.836,37.058,36.270,39.646,37.726,39.452,39.961,39.761,33.765,38.974,38.492,33.871,43.389,
294,12345.220,10149.624,9255.030,7757.171,7314.269,7078.861,6519.746,5293.028,4567.884,4332.722,4058.628,3347.758,2761.165,2324.401,2002.906,1901.602,1416.495,1126.500,1061.618,804.378,636.700,652.727,545.909,562.904,485.062,479.087,552.460,599.128,752.270,1328.559,2974.477,5868.276,8066.843,9671.832,9075.059,6636.098,3950.747,2044.005,1403.776,1120.555,1834.132,7386.778,34453.132,105296.373,210117.940,340114.690,408051.036,382619.344,286053.403,158057.459,63096.222,16952.025,3015.339,321.865,187.615,211.008,171.695,161.810,141.585,153.420,134.424,115.830,129.035,109.984,119.843,101.413,96.087,89.195,88.355,89.500,72.170,86.740,108.358,70.335,95.036,91.717,84.605,92.872,95.686,89.088,96.948,90.354,86.946,74.318,66.440,67.396,83.563,53.550,63.358,80.840,69.808,79.855,69.827,85.099,90.826,86.916,78.993,94.267,79.379,85.137,73.186,63.144,70.444,62.036,58.828,64.715,60.567,68.317,54.973,53.070,59.449,59.806,52.038,60.364,45.100,53.869,56.402,49.993,51.412,52.170,51.651,58.232,55.730,51.419,53.753,56.088,50.365,50.134,53.669,51.221,50.070,50.083,48.362,35.975,35.244,32.390,34.639,37.888,41.413,33.265,35.427,38.242,38.366,33.567,36.241,37.185,39.650,37.254,36.322,35.937,38.399,
296,10391.779,10309.042,10520.073,8064.044,7507.829,6615.874,6079.960,5520.026,5131.823,4277.571,3649.730,2944.591,2884.676,2367.268,2003.968,1405.593,1282.252,1251.168,835.568,686.243,716.656,464.162,569.973,599.388,479.093,452.906,448.154,489.686,666.416,884.176,1821.435,3712.393,6063.254,8608.704,9779.236,8523.878,5585.210,3257.486,1863.601,1194.738,1058.287,1694.037,8505.856,36771.435,100865.210,218520.132,331641.873,390113.670,368342.136,267155.436,142645.524,58162.692,18014.272,2513.907,285.856,205.624,159.436,145.486,143.832,155.314,126.385,114.564,119.544,129.862,118.149,95.164,98.497,83.950,92.754,97.959,71.206,86.719,95.742,84.967,91.728,80.645,94.475,78.727,82.242,96.721,87.722,93.092,85.644,68.522,75.925,64.331,67.733,72.982,77.739,65.352,79.237,78.406,72.611,71.212,74.705,93.783,101.589,79.738,79.830,90.175,63.981,70.711,69.496,59.537,56.547,57.841,60.849,58.237,53.603,52.429,53.776,51.749,50.066,55.723,56.595,56.439,47.856,51.091,50.833,53.629,48.036,52.476,47.009,51.547,51.374,48.565,46.964,50.259,48.259,48.310,51.259,45.944,42.399,39.437,38.154,37.987,36.580,38.994,38.029,33.988,35.021,38.705,33.810,34.820,39.182,33.066,44.090,39.246,37.753,45.183,45.036,
298,12692.329,10324.722,8888.736,7629.434,6098.990,5070.954,5178.775,5361.026,4784.722,4068.126,3755.519,3177.637,2458.187,2482.590,2294.506,1427.969,1270.625,1160.593,923.419,739.363,718.853,684.095,555.124,517.454,491.954,474.697,519.657,459.413,554.264,677.153,1100.823,2007.750,3711.868,6683.397,9011.874,9494.929,7790.344,5151.000,2956.230,1624.391,1081.197,987.583,1554.240,7481.832,30494.001,100627.437,206136.463,312413.951,380793.968,359266.237,259156.781,146061.202,67833.151,17772.747,2446.686,317.420,172.450,160.112,152.397,154.838,129.561,150.479,123.137,118.344,110.324,93.140,125.056,100.716,85.107,99.358,75.355,77.927,91.421,95.204,84.921,88.983,86.029,78.792,87.723,81.810,81.928,86.470,80.476,61.613,67.443,79.586,58.392,63.342,65.438,60.426,56.322,62.148,89.238,81.543,72.980,68.864,75.709,79.275,90.606,74.671,64.578,79.544,63.928,70.189,63.897,61.567,53.915,51.306,48.427,49.770,57.814,55.799,51.260,53.192,55.513,59.340,49.208,48.480,49.835,46.436,47.827,54.244,52.029,48.900,46.417,51.338,49.948,49.706,41.399,46.097,47.389,42.807,41.218,38.785,40.067,36.899,37.648,32.614,33.694,37.119,37.473,35.942,39.476,33.826,33.103,33.355,33.722,37.617,39.768,39.497,36.508,
300,11684.302,10040.761,8672.027,7187.668,5880.049,6747.829,4629.537,4724.142,4526.160,3230.641,3321.978,3163.654,2460.875,2122.534,1933.533,1570.907,1167.535,1012.325,845.868,826.372,643.976,662.896,510.318,579.398,554.339,529.265,500.502,540.047,581.186,613.712,739.382,1169.784,2133.811,4081.444,7078.439,8836.116,8481.529,7068.686,4624.848,2401.013,1383.327,1039.947,913.830,1443.826,6417.170,33185.670,98000.496,194761.192,301344.265,364224.049,335574.690,250996.430,152529.286,63126.515,15604.020,2384.093,296.073,165.042,166.754,144.977,130.339,118.261,121.384,119.362,115.641,100.390,86.360,90.274,71.533,87.227,85.912,74.167,91.845,71.746,83.216,74.628,81.919,86.477,86.660,71.127,79.350,89.021,84.020,71.133,66.402,53.656,56.659,64.539,64.038,62.804,64.202,71.827,67.709,75.632,72.003,70.456,75.652,77.786,68.466,68.861,66.405,64.157,61.883,69.962,60.022,62.984,58.015,46.668,51.105,47.700,52.511,46.729,57.413,54.027,44.855,42.878,45.378,47.584,43.796,49.040,55.072,48.079,51.983,43.892,46.934,43.138,49.852,53.443,44.758,45.680,45.176,40.585,40.929,40.594,39.625,31.355,38.536,30.538,32.004,40.020,40.938,34.912,38.739,37.207,36.595,34.436,37.119,37.873,35.484,47.851,38.006,
302,8697.021,8533.259,8324.993,6987.686,5136.734,6092.770,5321.577,4023.955,4647.272,3901.217,3395.463,2642.112,2660.133,1956.400,1869.027,1429.601,1463.913,1000.010,914.731,690.265,634.123,606.667,580.942,482.174,512.800,520.412,502.556,568.964,601.154,630.612,730.557,833.267,1340.066,2491.462,4865.654,7278.442,8479.630,8212.610,6205.085,3823.233,2054.880,1141.968,839.828,803.416,1206.115,7965.768,35390.660,96962.363,193907.893,295638.440,348237.223,324321.119,247461.260,139123.213,53549.574,13311.666,1871.416,272.136,167.336,160.020,133.543,124.792,131.257,106.714,106.136,97.942,92.882,101.710,101.150,96.152,83.419,99.344,76.730,83.418,76.368,79.568,77.552,88.832,86.557,89.325,80.655,81.795,74.543,76.098,72.562,59.242,63.200,51.867,61.257,62.488,67.565,64.549,70.564,76.675,72.371,72.264,62.195,62.694,67.310,61.336,63.534,61.989,60.141,64.082,46.522,56.574,51.641,52.613,52.907,48.903,54.104,48.298,49.952,53.649,43.205,45.116,57.466,49.351,47.429,48.276,50.191,46.949,47.296,51.753,48.815,44.666,49.764,48.590,45.942,47.718,42.403,47.853,38.352,37.486,38.650,37.979,32.952,29.069,34.369,34.263,30.512,35.774,31.475,37.575,33.075,31.943,25.503,36.672,41.586,34.469,31.828,
304,8947.928,8663.557,8077.828,6040.083,6646.408,6145.326,5144.953,4388.877,3883.494,3940.104,3401.245,2748.153,2435.485,1996.962,1622.659,1634.547,1404.098,1033.514,718.007,861.808,669.036,559.153,518.676,530.268,542.326,453.979,547.683,514.424,624.932,613.699,614.824,694.401,934.584,1482.288,2892.172,4835.943,7174.835,8432.811,7671.170,5463.731,3527.456,1787.685,1012.812,784.858,687.884,1317.169,7128.945,31072.304,88879.077,180888.537,280136.694,338883.261,322274.023,246399.035,135005.271,52759.069,13155.531,1735.125,242.641,163.586,148.083,136.110,125.580,96.622,122.698,98.950,97.836,95.768,101.122,96.171,61.436,84.066,79.120,77.414,84.756,92.566,81.991,82.777,83.547,86.806,81.917,86.480,66.059,71.477,55.508,66.113,52.791,54.329,61.526,59.617,57.067,69.937,70.665,74.903,72.803,61.188,62.933,73.880,62.494,59.285,65.415,56.063,58.888,55.010,48.080,54.186,48.404,57.264,49.531,47.383,50.113,56.296,41.527,44.270,43.898,42.216,47.673,48.916,44.120,46.270,51.360,39.232,45.189,48.353,43.675,44.971,41.851,40.889,44.737,49.591,39.675,42.928,30.241,39.780,35.338,36.160,37.011,31.831,33.571,36.332,33.811,36.162,33.292,30.270,33.589,35.381,32.801,25.988,32.843,40.319,40.742,
306,9703.060,7745.253,7279.578,5727.710,4457.080,4739.261,4798.238,4216.325,3912.945,3169.139,2803.548,2198.610,2579.481,1721.187,1733.483,1821.350,1286.602,1064.407,764.000,778.847,718.578,665.302,469.856,512.052,424.529,488.884,487.237,493.526,543.724,598.181,614.233,681.601,722.473,1018.992,1667.774,2865.628,4899.518,7275.910,8078.757,7045.086,5036.857,2880.657,1436.339,878.399,680.995,635.036,1200.152,6590.882,28885.514,80647.332,171152.993,271262.690,320829.166,316055.197,239157.698,132592.818,51657.084,12749.771,2010.004,256.885,151.379,144.020,118.810,118.410,102.444,120.478,113.088,99.956,83.627,95.933,76.050,80.134,88.925,78.907,72.628,84.082,79.104,68.571,77.209,83.424,64.241,66.191,60.153,67.320,58.830,62.685,55.394,51.464,52.487,61.809,68.253,63.717,64.946,69.284,69.372,72.808,66.831,74.093,62.168,61.569,54.946,57.315,56.930,51.397,56.221,57.489,51.675,41.124,45.678,40.158,53.994,46.836,41.987,45.854,39.627,46.851,43.126,48.193,47.027,42.000,41.890,42.376,44.059,52.395,44.663,44.690,43.477,39.309,45.100,46.100,41.821,34.437,36.871,38.559,31.692,36.767,33.805,35.006,37.641,26.541,28.726,37.378,32.937,32.960,32.920,29.344,30.404,34.906,32.886,31.285,36.750,
308,10060.847,7404.429,6850.392,7130.994,5110.095,4190.168,3804.579,3703.248,3395.363,3382.216,3275.965,2745.009,2433.607,2095.950,1768.202,1386.113,1343.450,918.842,836.270,664.274,594.723,677.770,589.193,590.085,478.999,475.123,511.335,491.114,493.712,560.144,607.329,631.520,645.269,798.885,1094.857,1794.158,3103.232,5577.138,7170.510,7699.232,6402.535,4358.628,2322.564,1137.973,715.245,599.380,585.110,1116.657,6599.301,28140.034,82302.445,173342.798,255666.563,317768.922,306535.611,222697.317,120511.321,44632.881,11672.243,1704.845,204.371,144.378,132.990,120.936,95.311,87.508,102.819,92.475,84.825,97.857,78.922,69.882,75.132,72.604,72.846,60.687,86.698,81.658,91.386,82.877,75.646,70.185,67.523,64.182,58.109,60.791,48.793,55.821,57.712,54.651,56.526,57.827,59.008,62.412,66.414,70.568,67.121,68.156,62.834,56.233,53.180,62.642,54.659,49.569,51.572,46.025,52.779,48.769,39.848,39.031,51.839,43.338,38.849,46.687,41.279,42.537,40.648,39.602,38.493,46.105,39.677,41.649,45.995,39.040,46.199,38.718,44.412,44.441,43.773,40.677,38.798,41.077,36.956,36.675,28.534,29.463,29.181,32.578,35.483,36.726,30.283,31.209,37.253,25.939,30.308,36.042,33.795,34.059,32.241,30.814,38.140,
310,8234.417,7244.054,6431.365,6667.826,4188.509,4517.976,4768.144,3739.257,3523.307,2607.610,2918.770,2243.108,2200.813,2049.897,1712.919,1217.326,1042.397,996.998,845.167,775.794,609.159,577.434,555.570,542.811,523.450,490.086,476.768,479.539,521.429,543.935,546.496,576.475,675.241,746.982,782.704,1089.496,1891.133,3641.301,5469.849,7169.121,7423.385,5849.005,3657.868,1873.894,999.951,619.725,542.736,508.194,1077.731,5623.658,26985.423,81639.912,156206.233,253086.406,316130.302,297406.918,218107.857,116547.635,46399.906,11811.068,1528.688,230.934,137.748,130.665,127.008,104.651,92.181,96.069,92.567,85.974,92.135,82.735,71.435,79.650,62.210,65.497,61.972,73.395,85.844,85.588,69.378,63.860,70.004,61.677,62.678,57.331,53.107,53.023,54.435,57.096,57.613,54.718,61.381,58.223,63.191,64.967,68.160,60.570,62.209,55.143,52.495,59.639,57.213,47.569,51.204,47.485,37.600,40.489,42.687,36.729,38.632,36.815,38.607,37.175,46.111,44.560,39.747,43.364,35.456,37.216,43.670,36.980,45.170,38.717,43.370,38.469,41.620,42.072,43.545,39.335,42.781,31.132,34.908,31.269,36.010,34.030,33.573,32.771,35.805,31.857,31.590,36.266,32.535,33.385,29.965,31.823,29.990,29.543,31.324,38.537,32.726,
