270,20657.304,20949.543,15811.854,14526.594,12358.538,9693.000,9640.765,9404.959,7121.036,4276.911,5446.993,3926.741,3206.149,3041.905,2251.134,1704.627,1528.707,1444.577,2126.792,3396.755,6659.613,11070.854,15888.671,16992.654,14219.196,9274.826,5196.354,2659.930,2747.890,7694.763,28722.826,79635.155,152917.904,240959.115,280696.817,280207.102,185574.185,95376.731,40903.116,11918.371,2342.216,628.114,443.131,471.759,479.040,372.344,386.913,352.876,422.911,355.484,331.324,308.069,334.030,319.162,346.651,305.513,246.876,328.867,279.923,246.274,251.581,257.059,308.492,235.050,234.885,234.750,239.975,222.500,214.811,229.207,153.876,191.121,195.823,149.759,173.984,170.497,166.291,165.079,160.432,145.881,167.907,157.574,164.196,141.250,156.581,151.751,147.240,161.720,150.278,131.084,151.205,154.507,142.429,173.451,158.236,164.238,149.653,174.715,140.254,133.753,152.425,139.565,108.119,95.941,136.055,110.007,105.341,130.401,117.365,99.748,95.027,100.012,109.831,107.510,90.297,82.518,102.926,86.036,100.639,109.670,98.223,78.395,109.480,94.368,91.856,80.991,89.333,83.577,98.868,96.979,85.440,74.510,85.669,71.979,62.981,72.080,79.946,68.594,82.509,95.539,114.618,126.105,182.977,284.577,350.311,433.035,478.187,531.480,505.669,450.468,369.076,
272,20333.317,20087.962,15404.480,11893.978,13137.390,11802.511,8431.548,7703.973,6380.033,5432.936,5561.988,4066.734,3910.273,3464.641,2207.075,2166.638,1901.521,1385.241,1248.182,1886.780,3817.208,6922.534,11457.635,15152.049,15890.739,13077.433,8338.381,4723.605,2355.390,2362.422,7962.073,30532.550,76504.825,159636.376,234233.107,291121.833,246981.724,171687.684,100803.526,41901.532,11511.570,2488.204,554.773,438.120,459.006,445.608,362.906,441.475,355.491,392.380,338.946,312.142,354.017,301.296,297.098,325.367,292.989,287.024,289.222,240.227,205.112,246.129,236.924,249.399,223.272,153.098,194.083,228.213,204.556,169.679,174.672,172.742,174.153,163.705,164.338,160.301,158.303,152.633,155.161,147.726,146.085,143.042,143.394,137.430,178.462,119.714,132.971,147.490,128.615,150.110,131.191,130.115,158.105,134.910,154.522,141.487,126.348,153.032,139.484,135.741,131.396,133.460,104.224,123.206,122.394,113.565,90.677,125.376,94.785,95.380,102.528,99.218,86.437,113.768,96.958,85.690,83.937,83.443,90.095,89.097,78.516,103.505,85.877,68.226,77.064,77.916,85.307,93.256,91.891,77.025,69.069,77.458,64.265,73.923,68.350,67.562,61.008,72.343,74.663,101.105,72.199,82.997,122.473,170.340,206.115,313.294,370.894,437.959,493.824,532.678,485.085,
274,17184.368,16974.562,14044.203,10403.405,11433.316,10765.092,8965.062,7447.481,5818.123,5987.252,4432.787,3962.083,3637.930,3016.112,1871.113,2283.742,1766.781,1512.472,1148.844,1246.822,2158.091,3567.658,7254.139,10981.568,14260.594,14590.359,11611.070,7415.801,3511.574,2004.635,2293.404,8983.959,28877.937,76835.081,149180.709,229609.359,245471.956,226406.487,166416.667,91775.951,36075.033,11441.601,1652.072,504.947,346.951,312.063,338.745,367.772,333.525,302.077,294.690,265.042,259.054,332.932,288.248,243.954,287.265,264.469,227.849,249.881,194.499,231.550,192.994,203.501,220.963,175.516,208.806,150.634,172.374,160.101,157.669,175.916,146.232,157.432,138.533,111.215,124.834,125.717,164.692,130.678,160.646,128.261,124.328,130.764,135.049,113.455,131.744,130.887,136.676,109.623,138.744,135.589,134.117,124.994,137.826,131.160,128.887,125.476,119.042,124.047,130.464,129.247,110.770,118.828,94.183,121.875,85.144,99.140,105.774,105.010,90.916,87.669,101.872,88.714,94.340,89.748,74.795,79.935,84.033,78.026,86.430,77.115,82.432,72.571,66.834,81.048,73.960,77.748,69.908,81.663,66.221,54.870,59.165,63.137,71.501,59.550,64.537,70.148,67.295,60.113,68.141,62.067,84.354,90.280,113.746,150.866,227.789,280.576,382.351,463.174,503.619,
276,17221.746,14063.279,12315.549,9724.865,9458.266,8594.136,7733.077,8832.999,5882.083,5469.524,4213.417,2990.675,2989.886,2195.531,1953.116,1515.167,1599.062,1458.615,1097.595,1057.612,1041.773,1650.886,3382.654,6617.063,10812.484,13366.052,13118.009,10237.075,6186.362,3241.339,1747.453,2106.678,6348.936,24254.296,67394.046,133152.818,192437.974,235629.297,222929.340,165116.661,90517.315,39872.225,10328.671,2065.685,613.214,353.240,339.562,337.262,344.310,263.392,261.724,231.560,254.571,282.398,240.136,238.823,223.950,279.528,220.470,191.594,178.551,192.999,173.522,177.678,160.644,152.679,151.962,149.268,172.913,157.457,158.093,146.136,154.554,126.380,137.049,117.686,130.660,138.808,147.584,128.956,151.570,139.248,123.260,99.535,125.523,118.710,99.765,120.323,123.889,107.141,132.517,125.518,123.254,114.901,102.147,108.114,136.757,98.189,116.561,120.858,111.951,98.760,110.644,105.423,79.087,114.522,90.709,85.180,93.048,94.176,79.870,86.466,74.200,80.000,73.295,84.652,71.726,73.054,73.798,73.005,79.086,78.672,68.608,66.997,70.248,75.664,67.172,67.662,70.959,67.395,67.804,61.356,65.265,57.234,58.890,50.343,64.601,56.242,58.551,53.727,59.963,67.286,68.786,70.978,75.066,89.678,109.560,160.634,232.184,332.046,389.112,
278,15037.494,11828.286,14242.532,9481.225,9148.390,8128.273,8114.386,6583.535,5171.290,4447.073,4243.619,3616.580,2431.416,2537.649,1880.794,1453.657,1121.846,1192.992,1062.418,878.386,972.596,992.763,1724.514,3614.939,6826.220,10589.658,12996.788,12222.641,8821.076,5495.320,2677.355,1411.237,1904.928,6635.169,25343.951,63682.214,122381.072,192690.364,221890.885,208237.800,148519.055,86780.943,34270.977,10109.680,2715.516,452.268,319.407,351.277,282.824,249.737,265.719,204.607,269.018,247.692,218.817,222.384,186.892,183.672,197.893,171.745,167.187,200.753,157.973,165.029,145.258,145.561,154.567,163.025,111.865,149.650,154.778,148.472,151.055,136.446,133.634,105.922,127.632,103.560,116.236,105.992,128.768,110.863,130.827,124.681,113.793,96.179,80.547,96.880,96.047,96.408,117.462,116.016,115.555,138.113,111.155,125.530,120.331,93.883,110.863,86.935,89.914,91.067,108.717,93.559,97.656,78.262,95.316,64.780,64.758,82.768,80.529,68.009,68.365,81.114,78.828,75.387,69.768,71.944,70.384,77.675,74.952,79.146,83.599,68.576,75.151,67.411,57.509,53.655,64.676,66.519,65.796,53.291,66.945,51.694,48.546,47.797,59.486,52.010,57.075,54.263,58.687,59.328,56.000,57.832,59.421,55.614,67.554,90.339,135.722,186.502,245.171,
280,18526.072,14688.547,10735.992,9664.496,9499.930,8079.390,6783.251,7488.238,6561.107,4354.279,3807.123,3001.685,2939.013,2450.636,2103.043,1610.443,1466.195,974.020,915.192,898.023,993.376,840.394,926.218,2055.797,3844.479,6914.072,10322.307,12608.290,10969.845,8038.649,4654.768,2205.649,1522.497,2013.244,7239.113,23208.602,59157.591,122931.920,178026.096,215047.018,195470.756,144167.668,77686.365,33415.241,12416.188,1494.514,386.063,328.072,253.273,235.391,270.294,250.810,255.537,241.892,200.952,179.683,171.513,214.915,173.511,175.608,181.421,187.090,197.964,144.896,124.984,144.801,141.240,161.897,156.022,116.030,90.095,120.187,116.856,110.115,109.057,111.008,128.339,123.515,124.307,121.270,109.241,115.502,120.217,93.497,90.890,89.451,105.593,104.620,100.441,102.366,93.484,106.094,102.386,105.371,120.813,115.332,92.551,111.761,100.986,109.261,105.242,113.604,87.804,76.663,90.022,89.159,73.851,69.624,74.338,60.731,84.760,67.325,59.389,74.976,72.941,69.321,64.707,66.853,61.855,76.119,65.140,70.124,66.545,70.878,66.556,67.712,60.563,73.595,62.813,62.936,61.523,55.621,63.054,52.990,49.879,49.281,54.432,51.470,40.062,43.969,58.620,57.491,52.789,46.387,46.745,53.190,51.063,71.885,76.674,94.744,150.240,
282,16477.093,13801.155,11554.275,9620.808,10327.511,8302.304,6997.308,6407.038,4605.566,4277.900,4855.535,3525.845,2746.428,2676.980,2332.702,1954.015,1217.768,1055.560,896.346,737.452,788.053,654.513,943.753,1115.550,1781.209,4024.277,7095.765,10415.654,11883.637,10384.851,7272.024,3953.887,2186.345,1388.533,1884.138,5490.819,19818.534,56235.190,108238.030,172533.083,204326.255,191523.615,142084.603,85054.264,41893.208,8911.381,2122.283,395.386,273.311,241.908,266.648,268.744,200.890,207.777,176.544,218.652,160.772,184.034,186.267,139.977,160.193,141.222,143.302,127.152,162.501,118.756,125.804,152.416,123.604,111.431,96.702,116.747,119.771,111.483,106.454,112.587,108.279,88.312,106.479,109.952,108.497,90.691,107.237,84.917,86.492,94.014,103.101,106.388,96.065,84.821,104.326,95.478,97.133,78.387,112.611,115.566,96.606,113.812,105.349,102.699,107.965,94.658,98.861,81.614,93.783,91.356,66.358,76.454,75.893,78.233,67.947,70.370,63.375,76.019,62.431,65.906,71.846,66.906,75.708,68.611,58.746,79.290,67.750,61.070,61.842,67.227,59.715,72.746,61.012,63.285,57.605,60.024,58.434,50.852,47.020,51.986,54.010,53.280,48.315,56.571,60.532,48.617,55.377,54.795,48.898,56.555,47.955,59.078,59.507,70.106,66.705,
284,14590.327,14495.315,10850.942,7645.630,8972.269,7036.734,7300.398,4818.615,5309.727,4586.997,4111.278,3559.455,3031.166,2141.554,1817.289,1588.949,1472.309,1093.946,1140.389,792.378,729.122,687.091,769.325,704.407,960.660,1997.098,4313.785,7611.181,10662.207,11424.153,9935.728,6550.978,3810.127,2127.776,1367.291,1798.461,5350.067,20138.685,51433.720,109023.255,165875.606,194507.882,187176.483,145181.467,87875.679,30440.249,10508.120,1734.336,325.808,241.325,207.470,246.313,202.921,188.107,166.084,194.116,153.065,173.191,151.813,182.554,157.829,146.377,120.522,165.176,132.391,135.666,117.819,107.090,105.915,98.119,114.766,130.093,96.931,107.661,121.309,98.748,104.044,91.733,110.227,93.745,108.326,90.842,102.519,92.344,86.784,92.889,83.462,80.307,89.701,81.660,90.882,89.485,90.040,91.418,114.570,109.290,104.477,97.443,90.098,95.110,85.034,80.264,91.466,87.276,80.344,74.085,62.577,80.127,74.513,68.084,75.025,82.414,74.195,66.880,59.399,74.809,76.764,60.530,72.773,60.022,71.580,73.914,59.133,63.173,68.794,67.476,67.254,62.239,64.502,63.760,52.147,50.111,42.926,43.382,49.647,42.222,45.393,46.858,46.771,53.762,48.921,47.804,43.180,56.252,50.822,48.104,53.599,55.868,56.211,57.845,61.862,
286,13434.448,10140.737,10217.435,8885.494,7441.869,6916.293,6321.364,7108.842,5321.671,4611.339,3661.507,3333.499,3029.881,2213.814,1924.230,1648.175,1249.719,1080.477,1023.530,860.321,710.393,689.569,478.511,590.760,645.641,1121.163,2202.781,4643.967,8059.947,10338.925,10608.847,8462.828,5918.483,3339.811,1787.909,1528.292,1722.749,5739.604,19358.540,55084.918,109696.234,157979.663,194254.659,188450.331,139039.359,67014.111,30415.232,8139.089,1238.002,288.852,211.823,183.014,192.920,188.743,198.526,189.030,132.003,153.797,155.129,155.292,163.155,164.572,151.051,110.401,135.230,125.462,116.614,105.159,95.583,122.899,103.299,102.822,93.228,94.638,101.697,94.372,85.937,80.573,93.117,91.486,106.947,79.189,81.595,90.591,84.118,78.737,76.414,85.010,95.338,77.725,95.193,98.392,94.526,114.323,93.597,96.894,94.122,91.612,85.056,86.215,81.062,74.346,92.826,84.690,82.759,76.034,65.625,74.126,76.743,76.469,68.808,73.186,68.866,69.291,63.674,68.685,64.972,64.002,54.796,62.678,66.792,64.210,55.411,60.977,63.940,62.490,57.284,56.631,60.239,68.475,53.703,47.597,38.856,42.333,45.751,41.506,45.424,44.094,54.250,52.877,37.796,47.204,44.477,42.054,55.408,45.694,53.445,47.030,48.745,44.668,47.008,
288,12157.934,10074.147,11063.872,9998.394,8913.365,6237.525,6204.750,6245.904,5161.448,4994.790,4403.290,3241.271,3026.743,2519.618,1883.561,1700.928,1323.976,1146.175,865.288,973.174,736.961,576.055,565.179,534.274,545.581,733.253,1182.408,2676.899,4846.388,8171.166,10136.379,9942.054,8556.122,5615.237,2945.289,1923.623,1388.175,1766.987,4956.262,19996.486,52319.507,98379.230,158520.392,193952.465,175404.255,119192.037,71249.206,29320.341,8565.254,1650.947,273.559,168.184,183.199,154.158,206.208,158.597,145.405,134.475,132.252,147.600,144.517,139.647,137.436,111.800,98.244,109.723,97.516,97.652,119.434,108.215,94.353,88.406,105.313,94.743,79.774,88.042,79.085,89.995,84.244,83.505,97.642,85.383,69.830,78.883,74.187,77.197,65.084,71.715,79.495,83.208,85.619,93.754,104.225,100.258,89.086,102.695,102.805,92.496,95.960,79.795,74.413,77.785,72.102,65.477,64.463,69.208,75.755,54.163,65.627,64.138,62.628,70.227,60.786,61.428,72.194,57.945,56.836,69.030,59.125,63.423,67.982,57.015,63.354,69.091,63.393,59.338,62.296,57.604,66.492,53.665,55.635,53.795,53.456,48.540,41.545,37.683,42.014,44.709,46.051,38.075,46.157,48.138,52.100,46.162,46.447,41.946,43.480,49.226,41.268,54.491,48.340,
290,13330.009,12014.048,9826.585,8385.765,8230.080,6848.605,6095.191,6494.079,5631.372,4587.421,4091.198,3820.898,3153.408,2938.901,2191.294,1345.723,1267.110,1137.004,738.325,893.176,683.806,805.184,572.048,667.581,549.580,622.438,843.535,1333.908,2858.415,5293.013,8427.187,10385.163,10065.746,7911.564,4533.185,2826.827,1680.848,1437.392,1700.040,5604.411,18993.951,47552.736,102176.715,155414.737,174127.703,158609.509,121821.763,69232.577,29790.755,9733.322,1513.609,295.930,179.047,153.057,164.682,151.965,150.740,153.532,152.046,132.860,137.717,130.930,119.225,118.038,91.206,87.271,100.708,118.216,126.241,85.285,86.873,79.849,105.745,75.357,89.752,91.823,75.438,87.986,70.270,86.635,73.657,87.296,82.764,69.073,66.758,73.336,74.592,68.875,70.000,84.772,72.310,90.283,86.809,91.511,94.593,97.026,87.561,96.098,103.771,78.477,72.221,73.363,84.390,56.449,74.016,63.550,72.041,67.653,57.686,54.592,57.954,58.082,55.432,65.327,69.255,61.952,49.911,71.944,56.601,61.463,58.430,61.939,64.197,59.266,59.919,59.265,65.898,61.241,54.601,48.375,56.368,49.916,50.929,44.841,41.635,36.190,40.192,42.095,45.303,43.443,45.821,50.138,45.392,44.984,39.652,42.980,44.181,40.922,43.739,37.852,41.853,
292,11698.885,12142.035,8624.111,7980.935,7551.811,6883.679,6271.194,5247.978,5474.370,4267.100,3680.573,3221.349,3655.664,2521.676,2383.473,1730.742,1092.029,1174.030,856.172,857.945,894.386,592.028,766.867,717.880,562.634,565.577,667.762,877.984,1579.734,3074.749,5775.935,8892.154,10017.824,9598.466,7023.679,4371.192,2507.302,1699.009,1346.282,1772.836,4763.577,16785.693,48513.944,94854.013,135998.513,166071.529,164906.112,125731.151,74073.332,34232.074,9194.775,1274.546,228.527,184.554,160.286,156.428,167.565,155.631,177.172,129.815,113.878,100.527,129.498,98.735,116.682,111.322,102.810,108.441,100.082,100.931,80.306,87.418,86.411,83.240,90.179,70.254,73.745,81.002,82.195,83.101,71.822,85.914,87.800,75.090,78.024,67.578,71.163,78.599,60.457,79.335,68.797,81.833,81.573,93.376,88.454,92.778,101.121,111.890,88.290,79.692,80.021,78.068,61.866,74.592,62.377,67.664,64.493,65.571,56.462,54.622,61.621,61.200,60.140,63.893,61.374,55.459,59.138,60.775,56.023,63.062,57.580,60.977,59.296,61.439,62.835,54.963,60.736,59.985,57.217,57.261,49.202,61.838,50.553,41.893,39.709,48.232,39.093,40.483,43.991,40.138,44.181,44.548,45.119,47.801,41.917,51.572,44.784,47.511,37.058,46.675,49.138,
294,12086.996,10259.123,8096.827,8286.384,6917.846,6614.867,6927.835,6372.519,4745.915,4656.749,4038.004,3484.052,3236.254,2886.985,2260.925,2039.479,1488.474,1180.901,1026.320,738.165,784.813,739.732,659.682,693.858,545.241,558.201,623.138,592.585,937.055,1638.984,3587.560,6399.809,8845.329,10152.916,8823.269,6387.295,3705.888,2269.411,1593.629,1244.506,1616.993,4331.381,16802.992,44171.786,82641.780,137920.669,177136.480,170949.824,129427.078,78895.779,30442.545,7825.892,1463.001,254.514,163.075,154.851,148.990,135.580,150.731,130.882,121.750,120.733,118.846,121.721,119.579,111.534,106.823,106.898,83.443,87.630,70.778,92.621,82.929,84.905,88.406,78.040,65.425,69.740,97.096,65.041,87.073,72.578,74.501,65.402,78.581,55.772,75.020,65.300,68.669,80.137,82.728,75.901,84.708,78.625,99.305,88.127,91.404,81.924,86.520,96.934,68.684,85.180,64.465,71.242,64.130,61.925,48.733,63.771,60.779,59.800,56.005,60.848,59.207,57.308,54.891,56.449,56.983,57.253,61.972,61.957,59.948,62.264,67.194,63.257,58.149,52.461,56.702,57.531,62.780,61.080,43.046,55.784,46.582,42.354,36.762,41.358,41.016,39.538,40.138,39.384,38.025,39.202,44.749,40.316,40.581,42.459,44.974,46.998,34.862,41.110,44.075,
296,12729.856,9611.484,8792.937,7872.484,7813.938,5885.659,6907.542,5553.067,5202.672,5113.859,3590.355,4269.126,2972.945,2734.314,2352.377,1998.029,1701.546,1335.349,1009.550,767.899,852.787,753.654,669.750,622.012,549.243,575.933,525.778,618.012,720.419,1083.801,2089.975,4272.185,6804.889,9201.886,9679.662,8486.909,5493.084,3186.271,1917.900,1391.390,1309.433,1350.414,4509.652,15606.117,39545.180,93395.375,151288.274,179070.880,170248.590,128281.371,65186.978,24820.560,7394.834,1274.107,187.571,179.552,122.342,140.329,130.794,154.743,126.502,129.104,106.916,119.380,117.334,97.392,96.208,73.905,93.294,85.443,99.697,80.389,75.850,78.339,78.382,78.426,72.800,67.394,81.093,69.727,81.114,70.566,62.230,68.923,65.960,57.102,55.734,61.374,71.443,76.222,74.874,77.044,72.582,82.285,79.874,81.125,91.903,90.091,81.854,82.982,62.409,68.692,74.600,65.004,67.237,52.773,56.836,56.774,68.700,61.045,54.802,64.963,61.777,43.032,52.200,58.938,61.493,50.044,61.107,51.346,61.613,67.101,52.756,55.829,54.651,58.198,58.468,60.229,58.092,57.181,46.745,48.667,46.364,43.394,47.280,40.867,37.416,40.558,42.840,44.640,40.021,40.490,37.941,36.240,43.764,39.389,39.423,43.118,46.414,43.250,47.708,
298,11297.384,11351.728,7990.403,7621.991,7561.616,5381.126,6144.864,6047.345,4844.779,4220.022,4274.010,3776.358,3252.126,2699.249,2260.520,1981.495,1561.842,1244.185,1111.243,929.955,815.355,667.196,599.536,532.727,524.584,533.539,497.773,610.354,706.773,843.661,1226.348,2348.948,4238.923,6955.584,9295.590,9916.562,7640.697,5020.674,3003.089,1726.812,1240.914,1006.168,1218.088,3762.832,12593.797,44907.406,94617.205,142633.530,173060.052,163158.696,110706.446,59469.140,26280.028,7076.393,940.371,222.468,130.464,120.031,132.894,109.265,123.493,129.731,103.303,97.502,88.887,92.730,97.534,86.327,90.747,83.116,93.343,80.666,93.618,57.733,76.396,72.430,74.390,72.088,77.794,73.551,79.174,65.822,61.043,61.663,59.778,72.623,64.276,53.710,56.333,62.293,67.326,75.714,78.232,96.038,76.199,67.992,93.034,66.263,83.352,73.352,73.857,80.479,78.961,56.035,56.728,59.990,68.462,53.087,60.447,66.232,57.204,55.208,60.385,53.753,59.865,56.901,52.399,62.208,56.646,56.239,64.686,55.029,53.906,52.771,53.671,56.072,59.467,61.444,60.238,55.294,51.520,46.503,46.482,44.136,39.838,43.725,44.489,41.018,45.841,37.712,40.077,41.429,48.451,40.822,39.643,35.801,35.352,40.799,43.307,36.838,37.670,
300,12737.679,10035.780,8979.859,7535.321,5837.668,6251.526,5187.415,6054.963,4994.602,3901.538,4208.084,3646.055,3135.878,2586.231,2234.771,1964.242,1701.621,1296.398,951.094,923.145,882.031,841.776,656.192,580.260,569.637,551.014,634.187,556.879,660.450,702.396,979.234,1390.193,2644.632,4868.577,7677.291,9274.323,9080.322,6927.772,4532.636,2504.249,1459.846,1035.309,932.278,1058.819,2976.507,16078.054,43072.589,85507.644,132403.123,156262.096,137668.134,99226.680,56715.828,22383.842,5255.087,969.676,202.084,132.360,139.386,123.126,108.271,94.440,111.995,102.731,105.785,89.632,100.658,91.808,93.214,70.778,86.150,73.078,78.974,61.791,63.379,71.080,78.817,71.614,77.182,79.186,67.617,74.678,66.969,49.527,52.287,56.264,60.669,60.551,60.978,70.652,68.070,65.502,75.202,88.865,79.384,86.571,72.964,78.326,85.195,63.235,74.233,63.016,70.109,58.768,64.263,53.094,57.225,54.155,55.340,50.541,58.496,53.723,52.599,54.611,55.373,60.739,49.869,54.347,59.379,51.776,57.888,49.901,58.441,55.927,51.890,49.788,54.698,51.964,51.061,50.947,45.687,43.668,43.086,44.746,35.658,34.998,41.024,36.717,43.775,35.974,36.304,40.946,36.917,41.836,41.995,33.301,38.658,42.048,39.000,42.442,44.740,
302,12845.629,9135.681,6617.560,7008.940,6745.303,6586.015,5481.354,5171.393,5130.103,3567.138,3424.401,3257.287,3092.893,2822.789,2333.837,1624.980,1548.161,1145.398,1050.629,907.861,883.433,713.894,547.963,640.023,593.095,582.063,544.220,654.428,620.906,671.737,811.150,1048.881,1512.308,3062.123,5409.524,7923.264,8845.701,8332.684,6334.934,3674.067,2105.220,1227.893,906.767,710.367,885.047,3891.380,14871.099,40547.306,81315.961,120808.390,136456.489,125726.613,92382.552,48466.985,17525.265,5096.340,769.366,176.530,136.215,126.082,97.996,103.006,129.174,118.086,121.927,87.217,78.498,80.854,83.853,77.341,81.947,65.840,79.691,76.949,81.706,63.088,80.207,72.311,70.832,68.418,65.204,64.285,67.356,62.745,68.226,48.434,63.617,51.081,51.380,61.864,46.991,62.903,65.411,80.717,79.444,75.563,77.311,78.338,77.904,73.359,62.338,67.981,61.739,51.835,64.473,57.403,50.304,58.555,45.375,51.330,57.023,51.920,50.168,52.771,52.335,54.454,45.203,53.256,51.475,55.198,54.819,54.502,58.100,55.796,51.127,50.015,50.733,54.669,53.942,49.040,53.540,51.303,48.190,40.650,38.122,37.563,40.055,38.310,39.928,38.795,39.500,36.713,38.894,36.073,31.148,37.004,36.034,38.007,39.293,41.389,39.653,
304,9164.168,8949.611,6932.466,6522.772,6177.127,6372.471,5160.334,5546.138,4352.010,3820.653,3851.648,3159.558,2976.595,2681.083,2291.184,1698.904,1630.051,1140.193,1006.322,932.933,887.587,762.071,638.966,647.665,554.833,588.937,603.075,584.141,647.457,675.848,807.881,846.691,1100.585,1782.273,3287.336,5565.373,7696.291,8841.697,7688.687,5470.791,3249.519,1685.497,977.750,680.086,650.858,829.809,3137.898,12501.874,35858.654,70140.432,106286.230,128735.930,119769.295,85136.333,45049.042,18803.493,4908.325,615.742,161.581,143.766,116.620,112.727,109.898,119.461,95.632,97.028,76.814,80.706,77.436,77.716,88.746,77.945,84.688,78.859,85.558,71.708,68.090,63.997,75.309,64.078,71.108,64.613,74.945,63.963,61.663,60.191,55.862,54.814,51.116,59.588,55.013,62.207,64.699,78.434,78.459,78.506,72.870,83.092,70.892,61.269,66.007,75.988,67.440,67.397,63.670,58.945,43.851,52.328,47.829,46.268,49.840,45.535,50.581,49.291,47.181,48.647,51.850,41.625,43.629,49.718,55.354,49.886,53.436,52.032,57.150,52.528,52.546,49.809,53.707,54.573,46.176,49.129,48.500,44.983,35.309,40.539,39.266,40.558,36.834,38.557,38.842,35.660,39.389,41.800,42.082,41.457,44.314,39.434,35.301,39.300,43.600,
306,8778.096,7768.942,6250.222,7531.273,5855.695,5956.634,5772.736,4192.786,4833.125,3904.012,3211.452,3227.883,3058.479,2737.625,2320.819,1827.910,1401.081,1261.303,1196.182,911.056,787.879,759.990,630.116,613.929,520.619,536.813,599.742,645.155,568.121,683.821,715.300,809.166,885.546,1251.524,2007.378,3512.624,5592.751,7872.808,8340.454,7043.313,4884.563,2801.388,1334.519,778.328,640.468,562.205,749.720,2629.281,11022.057,31146.773,64239.158,104041.966,120822.753,112784.587,81830.480,46069.275,17734.751,4081.295,675.672,147.982,128.445,121.140,111.841,107.570,94.518,93.259,89.938,87.265,84.946,73.104,83.667,64.181,67.371,76.204,65.045,76.212,57.627,58.793,62.176,61.614,69.533,57.427,53.221,56.052,66.120,55.466,57.901,57.117,67.203,55.705,59.658,66.179,65.143,69.444,74.934,72.409,80.991,68.633,71.649,64.612,63.033,63.025,65.309,52.542,58.161,56.123,48.515,51.247,49.745,46.945,46.096,52.608,54.622,45.003,41.711,42.802,46.805,46.054,50.122,51.809,43.667,50.298,53.653,48.143,55.453,54.980,44.959,56.603,53.564,53.271,45.777,40.436,44.669,37.534,39.954,40.963,38.075,37.556,38.442,38.609,42.155,37.851,42.908,44.066,39.659,35.533,39.404,40.633,35.485,33.830,42.329,
308,10449.899,8851.356,7875.749,6992.546,4982.207,5270.664,4364.173,5046.466,4028.288,4287.690,3424.420,3325.888,2902.791,2496.407,1951.474,2002.166,1443.272,1306.182,1143.082,984.952,833.354,748.339,662.361,539.030,648.641,445.155,591.382,569.936,620.513,631.551,700.626,690.953,775.237,1033.256,1373.763,2184.538,3802.664,6034.081,7591.114,7813.236,6259.730,4241.731,2110.542,1062.046,690.624,521.867,508.698,698.558,2598.559,10668.169,31294.959,67917.956,98567.698,116389.811,108606.758,78111.191,40824.012,14174.870,3878.727,611.623,138.345,117.953,132.121,106.230,88.901,83.864,103.740,72.590,69.542,73.525,72.278,60.077,81.723,64.610,60.158,47.134,71.927,60.006,70.790,62.195,67.408,57.819,46.697,51.821,50.059,54.785,55.234,57.141,54.880,50.205,66.760,73.195,66.136,70.996,71.941,68.307,74.500,70.922,66.733,65.543,65.918,57.563,64.016,55.750,51.005,48.984,52.382,44.347,48.440,49.795,47.277,49.654,47.616,44.849,43.232,42.219,47.753,42.131,51.177,45.304,43.502,52.675,43.038,49.625,47.860,47.902,50.119,51.476,48.075,44.603,39.147,45.885,42.957,40.973,39.383,39.553,35.732,37.366,38.940,34.950,34.752,39.983,40.348,33.780,37.398,34.170,37.206,36.318,38.407,35.038,36.453,
310,9465.738,8388.645,7939.553,5563.354,5529.086,4908.099,5092.815,4853.587,3562.555,3824.231,3169.031,3180.019,2862.829,2453.822,2139.170,1896.170,1704.291,1537.606,1123.755,915.266,820.040,702.177,646.135,565.029,657.873,562.977,553.935,632.606,578.836,623.713,619.817,737.767,774.253,911.637,1028.901,1463.225,2240.722,4241.667,6005.678,7473.737,7394.328,5791.842,3367.830,1733.825,950.400,528.676,462.168,467.023,647.431,2415.233,10138.799,32866.077,61248.312,94812.499,115246.710,105563.808,75670.646,38277.221,15936.498,4045.489,635.067,144.036,106.451,101.015,102.456,95.626,87.308,87.632,68.001,74.064,71.398,68.295,57.354,63.536,52.152,56.053,72.650,82.829,54.702,65.828,52.513,59.614,55.831,46.909,49.665,48.942,64.497,50.451,52.792,55.258,51.178,65.956,78.210,75.494,60.672,74.660,77.808,60.640,71.662,58.846,56.382,56.054,60.840,44.699,46.686,51.436,50.466,51.235,51.080,55.568,45.181,44.333,40.270,43.801,43.469,46.467,44.113,46.373,43.615,44.428,46.841,50.086,47.050,40.517,44.675,47.933,51.012,50.048,46.053,45.310,37.611,34.639,40.983,30.748,39.411,35.316,35.369,38.220,39.124,32.730,33.978,41.923,36.662,33.748,35.193,31.194,30.171,37.189,35.380,36.075,35.687,
