272,16621.167,14444.729,12576.776,12965.066,9348.116,7029.515,6090.233,5071.788,5621.896,3126.595,3977.473,3085.772,1839.032,2012.224,1471.773,1429.448,1320.466,1233.068,1267.489,1483.697,3117.813,6102.955,11412.099,14801.326,15357.628,12936.965,8059.499,4105.545,2011.180,2025.095,6032.982,22424.743,52552.586,109549.072,168493.923,200311.168,185886.135,142168.215,82334.050,32515.324,8471.240,1698.855,378.662,237.719,261.009,365.644,281.497,231.085,240.997,281.974,264.396,182.679,220.937,207.428,144.909,188.457,221.585,185.608,174.582,161.641,164.111,176.782,130.124,138.972,155.434,172.426,133.118,114.630,179.758,98.478,149.602,108.974,153.974,123.011,122.479,105.446,111.544,96.510,114.670,139.792,135.814,107.935,101.807,112.531,100.480,111.057,109.034,111.287,97.251,104.831,116.239,97.266,98.814,106.478,103.317,101.026,115.284,101.967,103.538,105.054,104.903,99.003,79.693,94.467,95.659,89.255,87.381,80.541,77.666,69.677,64.921,81.177,95.004,85.305,85.215,72.536,66.712,67.851,68.719,82.841,57.546,68.490,59.749,70.767,81.414,68.128,55.480,63.241,67.206,61.217,59.432,68.294,52.452,65.353,62.976,51.023,58.992,46.998,61.548,73.143,62.953,75.039,102.804,149.756,206.438,260.824,351.849,449.427,498.987,497.648,503.415,
274,12350.353,11225.983,9983.528,9943.449,7092.398,6914.811,6958.732,4081.849,5121.640,4545.880,3084.414,2921.665,2157.038,1162.611,1627.110,1062.457,1032.078,968.128,870.984,884.864,1814.372,3137.912,7054.722,11219.943,14181.615,13984.039,11091.311,6870.391,3398.032,1668.792,1741.156,6527.598,19294.352,52618.108,106275.813,156081.918,181438.595,175730.432,127912.429,68250.696,26415.446,8169.224,1310.210,365.524,331.922,320.370,334.781,237.683,279.771,248.928,230.889,258.673,190.224,214.645,226.493,187.399,203.501,190.521,128.323,172.407,159.697,121.924,159.149,125.303,141.003,155.739,150.566,124.805,151.236,101.317,120.436,132.706,96.274,145.149,118.548,106.183,105.107,107.365,119.149,86.680,105.102,80.088,98.759,84.796,84.273,122.771,105.968,105.621,73.165,99.220,99.179,104.849,84.415,106.328,110.874,89.906,109.853,84.127,97.825,88.786,77.115,80.188,94.673,86.400,108.960,79.760,88.030,76.992,67.136,64.007,73.319,79.931,71.194,72.682,64.076,72.142,67.829,90.569,72.413,58.296,52.417,60.403,65.511,56.531,66.960,70.726,54.121,66.319,54.101,79.633,62.629,49.615,55.827,53.700,55.479,60.079,44.891,49.319,62.804,59.647,59.426,61.267,68.018,74.850,111.917,140.125,201.736,310.030,383.057,419.218,487.740,
276,10668.047,11696.032,9589.410,8717.773,7551.531,6256.970,6568.098,5532.295,3808.145,2835.891,3588.192,2659.420,2093.717,1888.130,1611.631,1930.076,1179.655,842.795,829.677,668.398,791.385,1388.214,3306.206,6596.773,10411.131,13549.866,13221.499,9908.662,5976.479,2965.297,1584.797,1637.881,4430.672,16521.899,48377.298,91120.429,137096.109,171055.968,160913.485,115996.259,64609.123,28594.573,7609.128,1655.838,348.967,297.835,264.837,233.798,231.520,189.405,203.555,158.881,196.099,232.945,194.104,178.860,119.692,146.557,124.833,118.529,123.195,177.243,107.668,164.392,142.450,92.243,148.062,78.929,110.768,106.950,112.742,115.818,106.677,119.625,114.492,118.274,107.595,97.867,87.980,94.709,103.469,95.278,105.558,88.898,74.973,98.661,70.812,87.725,73.494,95.190,81.927,95.842,101.804,105.961,97.313,81.255,98.850,82.773,68.689,82.840,74.319,86.812,72.288,84.298,79.794,72.480,60.009,68.915,66.559,75.653,66.813,63.414,62.095,70.212,62.723,65.543,60.539,60.504,59.564,54.233,56.618,44.093,60.227,57.718,67.808,53.432,63.089,64.458,47.226,68.817,56.041,45.998,53.343,50.492,45.764,48.901,46.791,38.529,50.134,47.106,53.603,53.958,50.757,44.119,59.914,72.957,90.817,152.811,206.798,305.487,362.262,
278,10818.519,12157.749,7055.210,5948.812,7670.732,7466.014,5672.040,5571.429,3179.109,4227.447,3411.590,2553.421,1771.187,1776.222,1586.272,1415.057,794.040,730.037,828.252,665.431,643.339,684.824,1672.518,3455.419,6834.004,10609.327,12911.926,12168.486,8704.484,5311.177,2359.329,1478.280,1355.674,4673.986,17495.059,45261.998,87437.519,138065.600,158783.894,146765.033,106360.581,61431.415,24250.594,7216.035,1445.991,286.325,228.785,270.490,221.030,186.864,193.265,168.080,213.505,165.420,196.271,146.083,148.802,162.084,209.241,122.070,152.148,107.010,119.057,144.050,137.417,108.233,108.862,120.820,110.260,87.138,89.570,121.921,124.279,93.644,90.409,99.702,78.931,85.074,88.373,103.521,90.206,102.080,86.820,70.174,65.000,60.242,60.963,71.550,67.488,91.196,88.081,71.018,86.904,92.834,89.977,99.783,81.861,79.358,80.850,97.414,81.942,85.519,70.679,55.197,57.373,70.158,55.790,62.230,60.933,66.825,73.998,57.358,57.323,62.637,59.471,48.725,68.205,70.726,68.076,72.495,62.247,42.647,52.952,54.021,54.368,48.446,57.552,54.220,52.784,49.369,59.962,48.654,49.319,41.845,37.142,43.135,41.717,36.447,41.273,37.086,44.797,50.741,49.840,48.781,40.850,40.178,60.811,69.801,104.615,174.599,239.846,
280,13457.445,11723.664,8634.962,7532.929,7678.998,3870.455,5307.737,4964.654,4331.763,4187.407,3827.148,2396.316,2172.447,2329.088,1419.442,1382.580,945.033,1026.188,947.078,346.258,494.508,634.725,857.025,1696.050,3622.466,7117.252,10439.404,11978.119,10572.486,8037.216,4298.308,2110.892,1275.662,1447.717,4792.721,17016.909,43525.769,89148.885,128649.081,149761.289,141142.171,104043.911,56430.978,23115.683,7412.159,1031.145,216.703,219.054,196.696,205.367,175.096,149.501,198.397,165.560,144.005,147.620,138.182,166.913,149.023,160.679,147.143,139.472,107.889,107.750,112.526,112.471,108.415,93.603,97.397,94.600,90.199,83.430,100.071,81.905,72.709,81.032,80.504,81.788,68.159,62.736,95.036,76.690,66.629,72.678,81.800,57.566,63.471,78.668,76.543,82.049,87.424,80.544,80.962,88.376,77.088,89.518,93.646,86.652,82.983,96.284,105.441,75.906,76.367,74.035,68.071,69.856,59.631,63.161,54.254,65.773,71.308,50.993,51.002,62.328,48.103,59.847,64.384,57.971,61.376,53.224,55.540,63.620,59.422,52.062,58.464,49.281,51.801,46.279,61.438,42.447,47.013,43.307,38.515,36.194,38.918,46.218,43.211,44.763,42.320,40.172,38.222,39.450,40.361,55.011,47.823,47.449,37.737,47.165,62.271,81.781,130.703,
282,12073.947,9924.482,8726.972,7906.469,7104.866,5058.163,4453.340,4729.368,4442.957,3349.993,2995.010,2753.794,2400.584,1967.566,1393.604,1085.576,1110.459,987.078,663.189,860.700,587.480,531.868,486.732,914.607,1786.632,3741.490,7003.922,10066.563,11813.698,10434.532,6874.272,3622.486,1984.749,1162.269,1407.212,4410.182,15099.778,43045.938,80095.255,121308.106,149839.250,140903.750,103180.025,58382.237,26764.533,6924.274,1339.935,272.336,214.271,222.346,194.289,177.645,167.770,153.746,128.624,129.816,146.704,109.937,104.175,137.699,118.037,105.542,113.206,114.003,82.399,104.733,81.379,85.720,83.788,83.392,88.902,87.501,101.712,91.170,84.918,87.781,87.876,52.755,90.034,70.576,81.518,63.550,67.644,79.677,86.441,51.539,61.732,80.655,74.977,63.129,86.206,72.357,74.858,68.700,83.792,72.621,87.081,100.094,76.897,68.747,77.494,73.486,68.578,63.067,46.593,56.904,65.385,49.195,55.884,54.158,57.178,47.370,65.457,63.407,66.406,54.077,57.341,53.979,53.423,54.976,54.644,54.018,59.127,43.854,49.000,53.201,47.326,48.221,48.871,47.871,43.508,45.633,46.005,40.296,40.677,36.410,37.706,42.616,46.373,34.261,35.010,39.877,40.172,45.519,38.849,34.454,35.079,40.159,47.855,45.468,55.624,
284,10858.456,7936.537,8740.880,5540.188,6896.469,4306.630,4610.534,3933.946,3771.478,3343.525,2313.799,3010.211,2301.347,2011.276,1977.359,1488.154,1051.312,878.941,784.406,593.557,503.774,698.203,507.187,526.476,956.979,1975.960,4266.519,7759.710,10766.861,11195.648,9321.701,5961.293,3510.794,1678.886,1087.911,1337.344,3928.055,15640.799,37786.546,76992.048,122385.475,146192.584,140122.591,101293.028,62403.680,23815.244,7600.312,1843.132,281.124,180.199,157.538,153.610,153.077,175.004,137.105,114.173,107.161,125.962,94.965,98.742,91.854,95.518,106.870,83.543,94.226,103.238,78.728,84.472,104.869,105.565,95.151,53.145,72.495,88.303,71.991,76.375,78.980,91.206,80.372,72.138,87.874,64.630,86.005,65.434,60.520,67.059,65.542,72.537,62.654,49.807,47.998,80.351,74.735,62.594,71.372,61.511,75.661,76.653,79.311,72.870,68.386,66.489,60.478,53.859,58.784,54.472,47.144,54.262,54.139,47.499,44.925,50.216,41.959,45.141,58.850,52.913,51.429,46.983,36.661,59.624,42.015,58.765,52.146,50.287,49.178,39.438,48.996,52.520,47.358,48.203,36.915,41.767,36.438,38.471,36.390,38.366,29.351,37.809,36.597,32.375,30.318,41.281,35.862,36.103,40.832,38.204,27.011,44.013,49.531,34.658,41.853,
286,9022.760,10394.905,7094.121,6695.036,5690.949,5313.300,3503.685,3991.797,3579.953,3455.038,2769.940,2930.825,1722.765,1792.177,1448.449,1205.116,621.401,713.843,666.285,454.234,514.382,516.313,508.541,451.519,598.485,952.401,2199.748,4638.440,8042.535,10146.246,10493.460,8445.190,5411.224,2774.429,1547.375,997.203,1289.415,4549.489,14164.032,38516.390,80218.673,120979.983,147714.022,135101.267,104156.134,53878.082,23854.421,8432.208,1159.593,268.232,184.468,131.519,161.493,150.999,158.008,146.132,131.408,134.779,84.352,106.169,91.640,109.964,93.031,87.984,96.615,88.381,85.442,96.151,81.701,91.552,80.209,58.216,83.874,87.160,66.313,56.576,56.635,71.490,71.899,77.198,75.737,67.518,58.583,58.459,61.637,60.068,71.596,56.288,61.740,66.083,47.522,76.716,62.209,69.076,70.070,59.563,73.573,73.867,86.523,65.914,61.114,69.289,64.355,57.634,66.931,57.171,55.211,54.189,47.064,62.429,44.028,56.707,39.398,50.226,49.227,47.323,51.002,61.864,52.854,43.987,43.261,45.653,49.013,42.794,55.247,38.548,46.805,50.282,43.507,48.831,40.419,38.637,41.459,35.619,28.193,41.087,27.584,27.746,35.117,40.103,34.576,35.368,33.574,33.878,35.075,38.032,37.689,39.510,34.834,32.473,46.928,
288,12227.609,8070.145,6710.940,6149.242,5243.333,4797.894,4808.317,3649.778,3301.971,3893.037,3288.372,2554.083,2018.211,1552.178,1389.473,1120.876,1033.622,874.674,703.652,604.345,515.912,508.518,481.114,482.490,495.660,597.248,1016.876,2315.417,5053.555,7762.157,9936.375,10217.622,7997.442,4692.672,2527.426,1354.702,1011.578,1403.576,3689.459,13227.153,37533.967,76298.598,123470.347,144769.023,139404.869,98463.125,58497.939,28034.724,7185.695,1391.027,180.696,134.097,151.341,151.863,148.290,101.739,94.769,126.408,95.918,94.454,80.435,110.281,81.455,82.376,83.532,91.412,81.171,67.057,75.504,55.169,69.163,78.239,64.041,72.800,84.743,78.216,53.361,62.108,67.942,76.394,72.898,76.390,61.778,52.071,62.796,52.873,49.953,48.695,51.459,70.185,67.518,64.886,60.004,65.631,69.203,66.702,76.578,84.599,69.095,77.126,76.150,58.768,51.138,62.469,62.018,58.215,48.774,54.492,48.989,57.894,52.362,51.495,46.096,50.199,50.908,50.455,52.254,40.969,49.157,46.051,54.749,50.914,38.406,52.089,39.685,44.987,48.818,49.412,47.666,42.312,47.970,43.769,36.119,35.018,29.810,36.968,33.019,31.130,27.818,33.392,31.006,33.677,37.107,42.509,30.126,28.775,33.096,26.899,33.943,33.210,36.020,
290,12031.031,7643.541,6449.964,5376.645,5467.540,4449.026,4290.675,4513.381,3970.222,3468.611,2591.029,2341.703,2104.700,1909.767,1222.274,1052.350,812.799,820.420,585.206,423.771,558.622,407.249,281.343,409.634,411.889,476.422,554.649,1182.970,2750.066,5280.926,8516.189,10056.428,9529.623,7114.409,4117.622,2128.199,1199.625,956.783,1268.747,3706.358,13404.808,36948.521,80699.749,121431.438,141808.683,128651.318,99003.945,61789.147,23707.802,7280.193,940.350,184.738,150.524,132.587,113.795,119.058,121.170,126.651,100.455,112.950,99.865,66.515,73.009,68.863,75.486,85.744,82.354,65.223,70.556,72.821,50.351,51.776,66.442,72.608,66.775,73.827,66.178,72.533,35.794,66.179,58.445,71.402,52.108,54.534,57.452,49.172,47.986,54.862,44.787,52.862,66.209,65.745,72.478,78.113,61.791,84.461,65.093,76.470,62.087,75.574,72.048,63.386,62.733,59.360,47.315,57.075,53.037,50.415,51.386,48.050,49.724,55.932,40.422,50.314,40.828,47.209,50.511,53.692,47.905,51.706,46.737,36.285,46.834,40.959,45.207,42.518,49.779,40.248,45.321,36.307,43.395,41.327,29.129,32.891,35.368,30.778,33.241,34.952,32.534,35.530,30.036,27.444,34.194,35.855,31.738,31.264,33.905,32.886,33.705,40.779,45.885,
292,9585.999,8749.230,6690.220,6747.712,6461.244,3999.576,4169.256,4046.954,3976.232,2651.819,3046.207,2323.720,1965.664,2072.494,1430.920,1095.297,987.337,712.459,653.002,448.982,487.833,470.834,479.121,482.650,368.191,390.824,430.167,619.811,1320.040,2735.077,5597.655,8707.816,10184.172,9239.018,6340.116,3760.193,1826.096,1038.434,949.340,1218.680,3273.597,12453.703,38494.829,75636.555,110663.498,129734.241,126021.598,98486.344,53827.242,23113.891,5631.949,913.235,169.389,131.925,113.646,123.799,129.251,100.093,105.615,98.201,117.305,75.242,57.632,60.720,92.709,75.008,47.074,67.573,89.704,73.319,54.422,62.760,73.110,78.246,57.241,62.746,49.322,51.788,50.679,49.013,59.481,48.714,68.602,51.376,52.288,56.350,47.142,44.887,51.190,53.753,58.407,47.178,59.986,81.292,65.487,73.101,75.612,69.578,65.018,71.397,65.384,69.231,70.392,56.589,46.875,45.592,53.404,50.554,52.922,50.760,55.093,44.561,51.510,41.215,36.039,48.777,49.781,42.603,41.157,40.165,43.656,39.234,47.508,39.349,37.927,43.376,46.883,39.354,45.048,39.656,45.444,38.358,31.048,29.745,33.064,30.265,32.674,29.151,30.260,38.909,25.974,35.960,28.873,33.585,33.943,28.465,35.129,33.795,36.226,43.006,28.392,
294,9087.120,7429.760,6173.862,5242.769,5985.875,3904.167,3847.810,3467.264,3852.841,3490.720,2271.978,2583.190,2092.337,1815.030,1421.992,1226.583,991.618,669.229,570.380,554.049,535.959,497.906,470.084,479.382,339.573,384.367,453.723,477.704,671.303,1484.056,3160.521,6063.259,8508.454,9616.170,8250.468,5719.821,3099.412,1565.178,993.141,853.763,995.234,2993.544,12502.622,34685.804,64855.029,100588.369,123438.223,120697.870,87687.158,50990.040,19733.891,5284.672,1138.387,177.344,106.125,127.475,87.144,105.495,86.472,94.896,83.591,69.310,93.736,77.514,69.428,64.753,74.904,44.935,55.453,64.024,85.711,72.242,64.929,70.802,60.451,47.354,68.580,66.941,64.613,52.444,58.173,45.661,41.920,43.033,47.872,42.632,66.367,40.718,50.494,51.295,51.697,53.107,64.780,65.920,73.385,72.122,57.942,66.592,49.382,69.252,57.320,59.838,53.025,55.462,49.007,52.684,44.927,50.350,51.339,46.567,45.583,50.057,40.664,40.872,42.138,37.776,44.099,48.068,41.664,44.354,43.614,43.909,46.238,43.098,39.147,42.123,42.855,41.619,38.956,42.598,35.980,35.105,27.240,35.051,30.325,27.689,22.242,35.490,25.714,30.929,37.231,31.873,30.061,29.470,33.244,27.962,28.345,37.308,30.864,34.141,36.397,
296,9162.544,8376.678,6094.728,3966.485,5123.385,4408.111,4594.066,3211.571,3419.895,3120.212,2781.628,2426.135,2253.768,1835.125,1351.377,1221.862,924.702,774.515,586.230,623.156,435.328,463.519,357.988,380.861,455.313,323.434,364.909,451.992,529.249,828.950,1856.520,3841.652,6406.095,8797.995,9256.703,7814.750,4971.410,2629.916,1383.071,874.652,799.782,902.633,3077.878,11701.658,29119.972,61087.117,95705.320,117113.308,109617.317,80738.802,42818.066,17137.902,5411.035,680.439,146.835,107.734,113.263,98.404,109.482,82.704,90.675,86.742,86.270,69.188,95.866,59.574,85.435,67.747,63.663,63.192,79.795,66.640,51.511,56.759,61.731,52.737,44.908,65.773,51.175,66.126,44.612,54.248,53.515,49.614,47.259,48.045,39.615,50.307,48.554,49.995,43.066,46.623,54.543,57.058,68.331,59.957,54.276,57.264,50.628,46.019,59.080,54.984,51.462,44.828,57.222,55.471,47.474,47.923,36.109,44.023,41.855,40.412,37.766,39.801,36.741,40.330,32.396,42.501,39.373,42.941,32.044,35.629,35.205,41.280,42.359,38.095,46.178,39.818,39.415,40.253,37.938,41.190,36.896,26.219,23.640,29.615,20.585,32.041,27.526,30.488,31.093,26.141,30.140,27.862,31.004,28.232,27.166,32.222,29.414,26.851,36.530,
298,8437.961,6989.109,7130.612,5829.867,3704.991,4271.999,3503.590,4241.724,2726.860,3172.588,2555.343,2612.758,1789.370,1631.902,1206.425,1162.741,860.288,609.729,636.118,528.895,448.473,457.514,366.462,401.954,381.030,449.511,398.579,427.328,483.626,607.967,980.065,2072.766,3951.856,6699.150,8898.258,9299.702,7001.063,4480.946,2398.951,1191.397,829.325,696.239,872.271,2545.971,8370.223,25813.897,55252.412,87839.275,109380.405,103432.194,74017.283,40527.096,17888.173,4178.125,671.630,137.236,81.044,107.619,99.408,72.335,103.464,70.018,72.401,66.048,85.198,71.363,68.261,64.032,57.245,56.813,47.856,71.880,62.649,48.194,61.681,60.187,59.391,63.111,55.073,50.403,48.055,53.904,49.790,51.596,56.029,39.834,44.832,51.484,52.768,55.063,54.781,56.533,49.580,56.010,58.453,64.501,62.225,55.998,48.752,62.353,52.505,57.181,55.262,39.100,42.163,49.389,43.135,49.622,38.914,47.580,47.094,46.157,45.358,30.133,38.298,43.883,38.046,40.332,45.340,42.470,44.527,38.381,41.425,41.171,41.125,41.638,35.502,42.589,33.135,42.913,37.723,27.896,34.211,28.778,30.876,31.430,30.385,25.560,27.173,24.840,29.165,27.421,25.757,31.170,27.579,29.003,29.572,31.975,29.676,30.659,36.038,
300,6991.632,6785.472,7101.755,5340.713,4497.441,3962.470,4202.516,2881.646,3237.663,3081.013,2365.183,2339.955,1821.837,1568.899,1339.069,1051.349,752.240,780.278,634.110,528.144,410.822,419.936,374.319,417.409,397.590,418.829,429.229,398.028,467.001,477.071,591.598,1051.861,2183.576,4390.456,7132.642,9059.151,8252.127,6494.504,3898.921,1916.214,1153.486,766.859,673.332,819.065,2024.860,8528.623,24547.466,51634.901,83606.842,101408.347,93689.541,67828.224,40226.589,14275.363,3599.516,623.308,112.765,104.186,83.472,95.620,94.322,65.289,75.767,55.426,83.083,64.354,68.634,71.340,55.824,50.726,57.053,54.202,63.967,62.282,46.999,55.356,40.453,51.578,42.570,45.716,47.376,48.845,46.369,36.889,48.798,44.371,35.434,49.690,44.268,42.787,50.414,50.073,51.522,57.102,53.167,64.466,51.457,55.427,61.636,54.740,49.881,49.754,48.928,42.385,52.695,48.163,37.928,44.636,38.925,45.501,46.343,41.592,39.201,35.965,40.949,39.293,37.724,41.543,38.340,36.674,39.738,33.456,37.042,38.412,38.687,43.033,41.774,39.291,40.267,36.632,34.840,37.339,27.196,28.471,31.970,30.122,23.307,30.939,22.930,31.573,33.347,25.582,27.957,29.911,27.731,24.706,24.594,31.490,27.185,31.942,32.637,
302,7415.445,6943.411,4731.837,5815.589,4499.648,4556.203,3390.685,3023.087,2899.510,2987.743,2259.178,2320.722,1788.856,1615.550,1249.522,954.817,898.024,692.604,664.554,497.720,493.489,450.991,497.307,467.849,446.861,358.099,468.835,471.192,501.559,462.756,474.468,669.414,1220.054,2719.990,5141.662,7329.782,8649.623,7652.751,5701.788,3227.769,1653.380,813.437,592.343,596.587,765.612,2377.687,8959.236,24660.441,52217.639,80446.349,94444.855,87671.204,66760.742,32490.266,11791.991,3074.271,450.388,111.589,75.251,95.816,69.853,72.491,78.382,61.166,78.941,61.233,72.475,61.789,61.472,66.603,61.221,55.371,63.376,52.396,53.443,37.083,40.675,50.005,52.121,54.136,60.511,36.154,47.892,49.729,54.511,41.777,47.114,50.616,47.197,43.914,47.636,52.051,54.990,56.268,51.404,65.527,59.286,59.433,59.361,61.149,58.144,57.568,58.779,44.988,38.272,41.949,43.923,34.849,39.373,38.175,41.303,35.280,49.002,37.608,35.043,43.862,41.149,30.115,41.004,40.044,40.986,34.326,40.499,41.661,36.162,37.529,38.777,38.632,44.887,27.337,36.206,32.274,24.964,28.352,22.776,26.325,23.384,29.470,29.558,30.847,26.265,28.107,28.032,27.732,30.177,31.019,25.745,28.371,23.890,30.372,26.431,
304,8112.870,6371.074,5948.366,4370.190,5154.289,3417.830,2886.974,2625.665,2686.762,2636.513,2591.942,2149.112,1459.778,1337.035,1066.079,1064.033,765.915,709.397,530.949,691.955,648.361,383.979,356.369,408.587,386.864,415.838,394.851,457.725,440.148,473.940,456.096,536.551,744.892,1425.055,2972.430,5132.658,7253.341,8247.607,7174.847,4948.380,2705.092,1406.669,725.661,613.672,534.019,702.034,2022.267,8017.848,23562.145,48918.564,74247.957,92480.453,92274.235,60057.557,30059.336,11523.606,2870.173,406.643,95.929,101.310,72.185,66.995,60.523,74.666,68.204,54.150,62.582,71.301,53.232,55.537,58.677,41.159,50.272,46.224,43.475,38.767,44.563,51.624,54.619,59.385,49.595,36.133,61.451,46.908,36.799,38.989,38.958,39.832,36.689,55.166,50.328,52.679,54.266,54.979,58.109,57.998,45.686,53.211,59.164,39.634,50.072,43.279,49.577,51.858,47.269,43.102,41.350,40.385,42.183,36.426,39.742,38.426,35.441,41.253,40.965,32.434,38.468,33.793,40.769,37.203,32.696,36.950,40.650,35.296,31.036,42.911,35.084,33.400,32.863,29.920,32.869,28.163,27.364,27.739,27.602,27.151,22.207,27.550,28.418,29.510,29.598,24.442,30.150,27.015,26.019,24.387,25.333,32.224,27.750,29.590,31.630,
306,6975.583,6810.534,5476.422,3837.274,2891.614,3993.606,3917.311,3145.101,2781.070,2233.026,1951.718,2036.167,1903.477,1277.402,1289.354,967.877,839.817,668.742,544.718,701.888,555.175,506.914,473.690,388.422,457.141,452.933,475.202,458.501,485.914,498.788,454.002,567.856,576.233,879.736,1671.941,3055.483,5182.149,7337.293,7807.154,6495.110,4571.182,2378.447,1139.392,711.834,570.999,481.731,656.967,1874.009,7591.016,21769.387,45301.545,76995.364,97494.175,81293.390,54131.559,29923.706,11304.121,2799.176,519.490,102.065,83.186,68.870,65.522,75.075,74.691,67.407,63.916,71.584,56.170,61.458,63.742,46.374,39.322,53.505,47.699,42.791,54.557,40.718,45.686,46.610,45.051,46.027,38.435,39.630,34.881,43.331,48.445,40.802,37.558,45.701,36.149,44.920,40.990,46.638,60.541,56.620,47.152,46.069,57.406,49.988,47.451,43.998,45.429,38.681,41.980,39.257,41.475,35.873,36.038,31.661,33.599,38.700,33.954,40.916,37.528,32.237,36.387,35.600,37.513,31.005,35.453,33.729,35.120,36.153,29.608,31.226,33.105,32.600,33.896,43.184,28.980,29.480,29.246,29.556,25.367,23.574,18.757,28.390,26.962,26.469,32.427,24.692,23.482,29.795,27.132,28.706,25.116,26.146,30.853,26.325,30.151,
308,6210.556,7209.005,4944.045,4233.824,3672.956,4922.157,3282.714,3527.320,2169.571,2579.156,2294.642,2151.316,1722.257,1122.672,1277.996,1054.503,954.081,746.609,667.612,529.705,459.607,407.181,404.723,380.789,483.641,423.506,409.633,446.086,388.873,487.837,483.795,530.809,549.525,663.598,924.857,1707.977,3265.020,5603.569,7273.164,7383.724,5990.494,3904.859,1841.986,939.864,549.752,498.109,481.374,611.950,1974.978,7626.272,21559.881,51028.204,78707.135,83943.747,72977.710,51819.867,26326.034,9832.919,2852.494,421.352,73.258,71.240,59.041,69.653,66.563,78.746,70.497,69.126,49.073,41.416,53.404,75.413,48.121,57.410,60.983,41.545,46.933,49.656,39.902,39.801,43.236,52.335,35.468,40.649,36.169,28.907,40.995,41.121,38.100,48.209,41.683,44.456,44.467,38.842,42.723,45.385,34.690,43.045,55.436,43.233,47.386,39.858,45.589,44.403,44.563,43.835,30.304,41.666,30.206,39.367,35.181,29.867,34.732,31.493,31.615,27.856,28.990,34.128,31.201,32.531,25.990,34.341,37.685,39.164,32.242,34.077,28.736,36.116,31.524,28.131,30.054,24.963,27.018,28.666,24.730,25.911,24.929,22.245,28.180,23.592,24.152,28.515,20.789,23.790,26.043,29.613,23.791,27.274,23.920,29.467,28.674,
310,8407.042,5889.539,5133.736,4648.999,4414.096,2615.048,2900.725,2942.656,2238.941,2269.322,1790.226,2005.322,1373.639,1431.493,1312.043,890.065,769.241,762.295,567.724,588.514,497.943,384.906,477.792,406.509,426.635,423.427,411.510,414.897,484.072,414.057,514.390,533.418,502.282,580.383,668.654,964.097,1806.882,3814.461,5669.109,7201.885,7041.572,5430.226,3098.359,1587.686,888.330,512.514,492.481,439.082,567.534,1844.146,7176.528,24031.582,46945.465,66736.418,77304.561,70982.553,48364.029,25268.424,10994.757,2747.293,352.640,83.006,64.044,66.523,66.362,65.977,53.034,53.822,56.653,59.801,56.563,50.987,51.160,52.102,42.764,33.719,40.311,38.918,39.296,35.057,46.102,55.361,34.458,40.769,42.359,41.940,36.137,41.035,34.715,31.301,41.737,43.629,47.956,45.556,49.835,41.573,48.971,45.324,46.649,52.117,39.664,49.304,42.193,42.085,43.467,35.236,30.412,42.513,32.918,37.647,29.961,32.807,32.040,30.454,27.636,30.678,29.137,35.599,33.265,30.701,33.817,33.589,31.633,32.913,35.487,27.135,32.871,34.850,28.620,26.061,30.908,21.043,28.761,21.886,24.682,22.419,23.530,25.504,26.842,25.930,21.292,20.858,29.585,26.253,22.689,26.851,31.124,23.455,25.815,29.666,27.033,
312,5838.495,4897.851,5171.855,5309.131,4184.420,3476.084,3691.095,2811.953,2564.281,2242.977,2011.615,1683.035,1407.644,1297.137,1216.011,823.323,838.781,745.190,579.980,555.018,453.528,455.257,408.716,473.350,409.801,434.057,447.574,435.550,462.503,481.252,513.055,499.081,555.307,554.379,584.452,657.552,1078.113,2106.466,3912.915,6065.687,7068.072,6616.976,4767.873,2643.861,1391.079,651.148,425.831,377.422,419.427,521.087,1774.259,8031.490,20519.910,41408.824,62690.040,73095.568,65045.354,46892.636,27271.531,10109.100,2287.953,342.726,86.439,51.790,58.796,59.903,61.170,53.563,65.866,55.278,48.195,47.973,44.799,59.246,47.905,46.816,50.431,38.045,38.635,38.196,55.604,42.801,31.552,46.282,39.303,33.152,34.833,39.454,30.288,32.286,38.659,47.291,41.545,50.915,31.796,43.684,51.510,44.972,42.442,51.556,43.436,39.312,50.510,30.495,38.044,30.993,34.433,39.824,35.587,35.274,40.951,36.951,33.362,27.208,30.643,30.198,37.022,30.319,36.670,31.354,35.306,29.131,32.320,33.190,26.446,30.121,30.172,36.671,30.701,27.224,32.665,26.926,26.122,21.925,23.701,26.851,23.710,25.954,23.009,24.796,28.043,21.926,27.192,30.153,30.205,24.295,22.234,30.089,28.550,24.416,27.597,
