274,17261.127,13419.717,10561.018,8748.916,7938.794,7114.923,3867.948,3267.230,4598.749,4275.565,3492.832,2480.694,2592.043,2286.465,1245.327,1342.894,2070.559,1333.753,1523.296,2045.863,3281.362,5382.284,9412.314,13368.689,16660.039,16555.801,13044.370,7588.256,4365.054,2601.213,2834.258,8973.178,25559.948,67836.111,135638.599,196711.035,220020.913,200509.755,146099.974,78333.978,32162.868,10933.052,1640.700,316.709,261.755,250.827,252.849,244.093,167.501,273.712,204.641,220.217,238.440,152.918,181.269,243.406,144.365,152.129,80.120,131.315,170.836,161.103,171.475,134.327,117.195,138.671,99.995,152.111,115.883,119.826,86.166,215.725,154.190,106.040,101.195,123.367,101.612,95.323,110.446,117.064,119.787,120.040,114.436,109.483,118.655,74.593,104.270,105.679,120.599,105.796,106.529,85.458,85.047,74.848,111.214,120.150,95.173,90.518,91.527,95.546,86.842,93.784,86.960,90.485,65.388,80.500,74.056,82.937,75.774,83.533,69.990,70.801,72.916,68.785,56.997,56.722,73.585,58.031,66.443,90.932,79.240,69.404,70.141,56.966,77.776,65.313,71.464,61.133,64.592,64.602,57.807,54.159,56.909,58.812,54.658,49.331,65.129,72.651,63.041,87.701,77.812,95.738,106.039,106.825,150.420,196.324,258.485,354.515,418.069,516.741,538.750,
276,11327.786,10118.316,9242.541,5750.021,6721.143,8875.137,5839.270,5780.338,4183.323,4190.278,3070.326,2902.739,1824.543,1469.174,1665.138,1421.238,1392.264,1454.183,1438.385,2012.094,2417.439,3300.541,5742.493,9192.424,13202.733,15647.624,14778.770,11123.661,6789.229,3792.446,2184.800,2417.671,6549.098,23533.686,63636.636,119001.538,174347.157,212535.894,198282.196,141085.233,80687.414,37154.259,9087.774,1494.157,444.833,263.716,245.875,263.493,237.204,254.112,130.258,230.475,180.103,143.606,159.424,141.445,134.288,191.131,141.824,119.805,176.930,156.911,141.022,97.449,116.767,122.928,96.183,98.153,119.349,102.235,121.803,113.134,118.253,117.073,82.017,104.194,111.752,113.439,117.243,85.444,91.657,98.928,84.302,74.235,90.870,75.374,75.922,97.207,77.493,58.543,102.885,96.420,89.306,101.000,104.737,89.285,81.014,62.012,96.220,79.385,92.085,85.484,80.116,69.623,72.910,78.591,68.465,69.285,79.184,61.517,56.981,68.377,69.091,61.091,68.985,72.060,79.592,63.166,71.620,64.491,65.072,54.178,59.607,66.831,58.395,43.622,62.870,64.877,60.675,56.100,46.282,59.640,41.361,49.897,45.304,41.165,56.825,55.712,69.467,69.140,63.861,79.893,107.647,115.329,107.799,125.202,154.266,203.520,281.679,340.288,467.236,
278,11753.242,11766.593,7907.453,5347.825,5574.264,6280.885,7173.851,6301.643,5235.970,3720.638,3424.697,2503.185,2408.334,2292.471,1721.910,1028.391,1336.080,1300.159,1344.340,1532.581,1990.346,2718.040,4268.569,6377.477,9444.357,13173.347,14550.458,13564.274,9574.793,6060.242,3193.329,1931.268,2182.426,6903.840,24848.906,60102.195,111652.700,175027.095,203281.234,184730.273,134752.855,78363.003,29223.950,7598.850,1534.670,346.413,213.426,201.497,332.642,202.846,198.495,187.426,175.812,148.489,139.035,113.707,139.707,136.843,154.090,153.277,143.898,115.154,86.219,101.630,82.719,88.953,86.239,80.966,97.708,70.901,66.050,96.229,102.297,94.796,94.652,88.494,80.621,91.681,93.264,76.158,95.013,82.099,81.655,80.777,71.702,75.174,82.273,79.726,76.169,88.416,86.309,88.837,81.470,99.879,106.577,98.431,93.419,92.550,79.494,89.327,77.693,88.460,65.837,70.109,70.793,75.467,57.249,53.654,60.291,59.184,64.249,64.627,56.030,62.789,66.913,61.538,61.895,74.320,56.599,46.785,60.859,65.925,60.356,74.199,69.735,58.068,64.820,54.506,53.678,61.206,51.029,58.501,50.810,47.268,48.188,32.882,59.919,50.381,51.830,60.018,67.395,73.164,75.421,137.704,86.115,104.459,108.639,146.869,178.024,213.035,301.641,
280,13739.011,9404.742,7867.362,8752.510,7748.030,8016.841,5978.121,5583.639,5650.699,4778.749,4335.066,3375.125,2568.500,1717.527,2126.094,1456.712,1392.904,1123.577,1216.002,1573.819,2069.139,2332.937,2896.422,3965.980,6244.991,9603.297,12499.111,13693.863,11576.565,8478.174,4839.465,2659.398,1755.207,2222.897,7563.401,22767.376,55496.903,115136.937,167506.922,193556.325,177023.507,130202.227,66742.057,26151.823,7839.428,1249.845,303.945,214.159,194.809,208.573,149.074,169.304,143.759,154.068,141.133,150.870,171.855,124.377,139.703,127.370,106.937,103.126,102.670,102.184,96.152,88.236,84.923,95.374,78.577,89.703,70.014,94.052,80.501,89.984,83.628,94.647,90.642,86.886,96.800,87.571,73.197,78.256,64.444,84.502,62.516,69.633,56.897,72.357,71.732,84.860,70.064,86.611,96.214,82.999,98.280,89.172,103.527,93.278,78.136,71.069,56.692,76.143,89.286,73.420,73.900,63.229,67.313,56.268,70.107,71.008,58.122,61.744,64.108,59.266,57.832,57.892,59.609,62.742,57.911,65.565,57.552,69.847,43.033,65.457,61.368,64.846,50.233,55.250,53.527,52.295,43.830,46.483,41.673,44.615,43.170,44.111,53.376,56.030,53.129,53.084,58.458,63.676,76.128,87.131,83.162,98.732,91.983,106.399,124.266,141.940,177.196,
282,13702.662,11638.124,8189.575,7485.410,5809.533,5820.089,6818.311,6057.052,5302.552,4471.594,4549.766,3793.912,3364.705,1946.081,1572.690,1431.127,1365.438,1079.717,1018.446,1377.351,1763.003,2062.241,2395.136,3025.238,4030.944,5975.357,9547.677,12469.183,12796.072,11049.097,7497.541,4002.500,2660.663,1917.105,2422.617,6391.345,19122.682,56008.977,104576.874,159681.969,185740.235,170195.550,120744.280,66380.901,29292.561,7431.550,1320.360,293.468,202.307,154.034,187.711,116.064,197.012,173.447,138.251,141.349,131.777,102.075,99.337,122.217,141.478,116.876,122.003,110.992,96.476,107.017,91.829,88.988,67.969,91.127,100.905,105.376,90.886,113.775,78.044,105.323,64.212,76.677,79.131,68.630,85.249,95.158,62.327,72.466,76.351,50.327,54.192,64.058,87.011,73.966,72.325,83.637,116.106,83.231,86.940,86.735,84.288,90.266,100.007,69.984,68.794,61.100,73.365,92.309,81.778,66.534,73.612,50.131,68.539,70.102,69.142,72.168,57.447,73.332,64.455,58.808,61.056,63.900,67.939,62.031,64.295,68.474,55.681,62.721,66.910,67.711,53.805,57.842,47.445,49.590,51.765,47.292,48.359,41.249,45.723,43.178,36.332,43.808,51.208,56.229,54.287,59.762,58.409,67.786,82.161,78.468,93.454,85.901,98.950,104.329,118.391,
284,14262.301,16279.814,9585.079,8239.573,6504.196,8871.579,5494.255,5082.720,4638.328,5317.950,4712.281,4308.360,2557.631,2160.357,2116.684,1464.149,1171.717,1230.536,1287.218,1404.250,1555.797,1697.286,2244.830,2254.387,2747.327,3811.520,5954.640,8835.243,11626.809,12027.684,9968.752,6495.176,4039.034,2483.694,1960.560,2234.704,5778.476,20746.013,50879.131,102259.050,150573.245,173153.890,158819.355,115535.899,67720.131,25351.521,7445.189,1297.539,203.005,164.098,187.362,140.629,171.958,118.861,114.624,122.930,144.094,122.117,78.362,109.014,92.383,80.477,119.923,90.788,93.937,106.437,89.763,106.388,60.027,55.986,92.579,100.657,87.341,103.194,72.760,66.309,69.463,70.909,71.103,74.629,69.481,83.882,72.275,53.683,62.951,45.751,59.120,52.342,62.475,66.545,76.587,70.724,89.068,77.962,74.863,113.170,81.017,82.358,86.703,87.244,81.527,64.176,72.286,76.288,63.571,67.303,63.469,66.300,74.416,55.536,66.541,67.450,60.919,65.071,60.938,69.560,67.606,56.935,57.389,81.584,70.705,69.694,51.778,61.044,60.705,63.347,59.180,48.218,50.223,60.210,54.055,41.922,49.547,43.624,45.186,35.003,39.918,40.490,44.860,49.377,53.814,58.488,56.714,62.941,60.525,68.323,78.257,68.025,87.923,84.205,93.683,
286,10459.084,10767.595,8179.873,6915.132,6131.584,7471.339,5614.200,5581.953,4882.535,4403.326,4451.637,3394.933,2405.018,2399.562,2053.332,1721.376,1229.244,1222.569,1345.713,1362.142,1530.533,1569.487,1796.547,2011.234,2161.121,2706.931,3679.749,6342.995,9433.790,11266.391,11057.039,8877.616,5944.980,3482.048,2295.236,1960.307,2333.511,6509.966,19580.019,53979.338,99861.890,140270.700,165674.394,151259.939,112331.660,57977.868,23425.488,6582.421,1077.155,229.120,146.544,148.620,120.311,126.331,149.677,146.739,116.382,96.592,97.909,109.352,96.229,91.938,73.783,75.156,66.851,86.263,98.821,68.372,83.029,88.377,69.499,86.307,62.797,85.119,80.408,66.278,75.233,66.972,48.313,69.075,73.580,64.865,66.439,63.084,66.118,46.960,48.481,48.465,52.427,65.356,74.762,82.097,78.673,104.881,89.231,90.011,81.908,103.086,84.785,79.296,71.509,68.534,61.757,68.351,55.792,84.720,59.713,71.479,73.490,52.702,62.609,58.409,77.192,63.265,66.443,63.030,68.640,54.259,54.308,65.300,60.091,59.129,67.980,57.193,55.217,67.455,53.564,55.483,52.840,44.817,42.652,41.277,46.123,39.792,38.088,42.164,36.497,44.980,63.223,54.139,46.126,55.985,41.727,54.490,67.075,62.311,70.281,76.341,73.755,73.180,78.703,
288,11454.292,10076.981,9904.554,7258.288,7416.377,7252.214,7120.007,6609.901,5004.102,4506.185,4447.888,3717.414,2809.032,2773.049,2065.479,1549.012,1427.046,1144.857,1229.073,1234.708,1391.485,1508.355,1727.522,1734.253,1833.209,2003.508,2372.677,3742.847,6196.118,8962.482,10853.111,10674.973,8539.902,5514.084,3330.209,2249.088,2014.952,2347.376,5345.797,19125.563,47598.051,87706.678,135443.985,160374.806,150796.714,106123.913,59234.912,24302.524,6614.087,1114.763,200.111,132.064,139.095,130.550,138.342,126.784,115.199,124.490,123.546,92.426,128.901,81.518,72.977,81.700,64.576,69.470,82.690,69.702,59.618,61.206,67.713,68.960,76.439,47.808,79.540,49.280,59.778,72.065,51.543,50.026,59.712,61.715,65.421,69.809,58.722,48.118,47.504,57.216,50.780,54.879,72.918,77.077,85.401,98.081,95.863,105.526,80.744,76.421,76.745,97.187,58.098,71.214,60.293,64.106,59.869,65.743,53.891,74.142,56.117,57.259,57.152,52.070,73.809,62.740,59.514,63.137,66.371,57.087,55.361,60.249,64.367,60.827,64.521,61.371,56.457,67.234,54.334,60.377,60.644,46.221,45.112,36.458,43.355,37.400,36.138,32.991,31.700,44.875,50.634,48.848,45.287,52.692,50.527,59.318,55.166,56.517,62.747,73.987,68.005,79.042,71.299,
290,9831.753,10097.681,8505.858,6663.808,7667.040,6933.732,6435.880,6320.179,6409.544,5623.501,4490.365,3933.913,3303.714,2499.012,2299.514,1610.481,1377.948,1193.699,933.958,1052.087,1216.124,1386.276,1555.436,1511.769,1635.981,1710.074,1665.737,2410.829,3718.912,6237.667,9066.369,10874.718,10385.011,7652.584,4896.534,3132.610,2124.663,1946.691,2190.992,5672.245,17502.350,42569.762,88656.738,134342.152,154514.061,143441.547,103695.265,57831.116,22935.048,6325.641,1014.789,148.249,125.629,98.490,110.286,133.812,130.420,102.445,84.087,97.738,96.281,81.144,66.596,94.221,73.628,68.041,57.324,71.691,76.310,71.866,57.942,57.119,87.156,47.831,54.832,63.229,70.386,61.006,66.925,63.149,49.761,52.449,55.414,57.007,49.986,47.990,50.530,49.583,59.876,62.324,66.812,72.754,72.808,88.408,82.140,104.823,82.814,95.331,87.219,76.633,69.220,84.088,72.332,55.055,60.423,53.929,54.464,66.548,51.243,62.757,62.193,64.098,59.075,57.081,55.617,64.077,61.796,63.131,57.661,62.541,58.098,55.557,66.396,66.344,63.750,57.432,54.162,62.721,52.485,54.121,43.558,39.950,41.397,38.519,33.982,37.226,39.086,35.298,44.147,42.089,45.405,41.367,50.421,57.222,49.278,55.845,62.834,60.350,64.590,75.276,70.873,
292,12312.608,9243.890,9321.169,9606.820,6730.404,6040.452,6047.807,5246.757,6315.411,5426.765,4599.196,4221.282,3490.436,2460.751,2069.521,1802.869,1399.494,1192.640,916.367,973.521,1163.312,1263.000,1299.453,1369.910,1454.433,1485.907,1376.042,1730.026,2321.946,3973.660,6861.093,9427.753,10716.993,9763.538,7144.430,4819.373,2904.039,2099.948,1930.803,2049.757,4898.317,14680.932,42677.901,84781.203,124794.237,149814.533,139631.726,101364.426,55990.935,22553.779,5995.434,975.493,214.970,134.826,139.042,134.054,86.796,80.509,95.311,87.597,101.909,86.806,93.934,122.365,69.117,62.593,66.514,74.895,66.150,71.496,92.048,81.854,80.114,71.901,51.691,62.610,56.866,60.360,56.070,47.740,52.586,71.134,37.136,54.039,51.060,59.955,54.985,52.674,54.261,65.149,62.544,65.250,82.930,88.500,93.057,87.513,80.848,70.753,82.142,81.698,78.247,71.292,65.834,67.103,60.428,60.602,64.475,58.452,60.167,62.177,61.293,65.675,57.618,63.735,57.906,52.701,61.536,61.603,67.028,58.385,55.223,66.136,63.813,66.398,63.556,57.933,56.085,54.743,46.700,49.761,48.625,55.193,38.306,37.500,37.862,39.982,36.211,40.082,37.162,40.599,35.631,43.282,43.563,49.016,48.513,53.204,51.865,50.692,59.162,55.087,60.544,
294,13040.672,11268.351,9643.812,7923.826,6739.446,6668.089,7122.445,5891.209,4969.447,5643.927,4346.849,4639.927,3359.259,3069.503,2400.651,1895.974,1420.553,1380.145,1256.199,1025.183,1033.008,1033.691,1106.940,1260.290,1234.812,1337.915,1338.308,1242.337,1627.291,2392.840,4353.425,7141.153,9562.373,10462.493,9251.537,6825.850,4057.473,2647.451,1890.734,1746.950,1898.390,3895.281,15184.136,41241.020,77840.843,123464.881,146257.285,134626.097,97974.229,53742.709,21529.682,5609.510,1048.490,177.444,108.356,112.648,73.873,94.546,117.279,103.728,75.019,100.401,62.544,89.302,59.732,65.180,80.123,64.858,66.746,58.993,66.731,70.877,67.774,71.706,59.361,57.222,61.306,55.483,42.743,61.983,60.851,64.320,51.227,63.364,54.111,45.126,44.067,52.625,59.821,55.977,66.976,60.232,82.385,79.171,88.730,77.766,79.255,72.243,90.236,71.733,79.735,71.034,64.513,66.106,59.298,48.793,57.144,50.271,54.754,66.413,61.847,66.849,56.894,47.050,55.394,52.784,54.238,62.600,65.900,58.479,61.415,64.184,63.826,55.639,64.039,62.089,56.120,52.700,56.938,49.319,52.053,45.034,41.440,36.352,40.896,43.383,33.293,35.619,40.802,46.983,35.993,37.579,44.146,47.975,47.120,51.924,48.498,53.482,51.306,49.360,56.139,
296,10808.371,9907.846,6924.295,6570.898,5920.825,6160.683,6506.178,5281.585,4541.224,5513.790,5339.837,4288.012,3577.343,3184.110,2265.467,1729.873,1362.905,1225.116,1104.913,977.729,915.799,1058.367,1260.727,1147.717,1383.398,1321.476,1242.315,1205.557,1372.556,1681.483,2777.472,4781.894,7771.129,10073.327,10277.840,8806.005,6032.089,3594.557,2423.453,1737.759,1523.325,1682.458,4542.082,15618.190,38296.234,80962.301,120248.708,140984.237,129538.325,91374.601,49298.404,18775.235,5630.950,803.478,135.935,106.909,98.273,82.715,101.910,109.986,80.542,71.047,76.364,78.238,61.630,63.946,72.748,61.063,71.523,59.162,57.317,44.589,67.576,56.754,62.126,53.339,54.530,67.059,41.022,54.754,43.144,54.217,48.301,42.205,38.591,51.104,53.648,42.324,55.552,57.606,47.786,71.223,76.269,72.799,82.014,83.811,79.062,81.279,81.289,72.661,85.365,67.592,61.547,55.766,68.117,60.187,58.849,56.655,67.469,56.786,57.607,50.898,57.311,46.472,55.742,51.807,54.513,52.838,65.778,67.205,56.163,59.498,58.993,54.801,62.574,60.117,54.905,50.621,54.946,53.427,50.908,37.126,46.307,39.980,37.586,37.703,38.247,35.879,32.142,39.292,35.073,32.307,37.466,45.285,44.490,48.295,47.921,49.973,47.793,52.843,48.194,
298,9833.937,8690.188,7608.978,6828.442,6390.839,6717.783,5431.634,5610.666,5811.929,5292.297,4849.584,4005.122,3723.102,3516.123,2727.629,1919.616,1526.234,1317.253,1026.874,846.233,992.536,951.544,1060.077,1162.369,1198.596,1205.209,1182.005,1134.193,1232.833,1480.637,1932.271,3043.411,5049.240,7856.429,10240.645,10596.801,8104.790,5482.696,3486.905,2191.163,1734.533,1359.910,1558.121,3850.267,12518.395,38162.144,75198.995,113615.928,137341.002,126627.773,90390.547,48833.114,21191.971,5283.302,768.120,158.527,98.659,114.058,113.972,73.303,103.539,60.636,50.491,73.767,60.893,78.248,80.569,76.724,65.716,42.982,60.929,51.299,57.396,69.477,57.323,55.180,47.332,59.754,53.452,44.580,56.420,54.253,46.382,48.010,44.344,51.701,46.646,48.036,46.772,47.378,59.691,74.239,71.644,78.161,62.447,90.459,70.291,81.194,69.208,78.231,78.305,63.145,66.390,60.758,66.720,55.079,59.245,49.717,54.725,56.623,63.133,57.121,55.899,57.390,47.382,56.750,61.341,59.230,50.873,55.415,65.109,61.226,62.018,61.273,63.114,59.808,57.241,56.444,56.855,57.452,52.652,46.550,45.191,36.578,39.073,37.335,34.722,45.380,34.552,40.719,40.930,41.337,39.269,43.015,44.492,42.278,46.509,50.057,46.013,50.747,59.869,
300,9216.796,8694.183,7451.617,7495.624,6453.051,7230.071,7373.526,5502.701,5686.176,4475.853,4748.156,4584.083,3638.373,3252.540,2552.503,2155.790,1656.856,1406.922,1204.305,1022.769,1078.015,1001.059,1018.161,1058.349,1125.168,1129.634,1021.340,1153.734,1264.713,1335.795,1567.473,2183.423,3467.983,5844.003,8652.789,10233.864,9349.303,7347.703,4883.525,2947.330,1973.810,1577.357,1338.802,1409.212,3368.262,13228.916,35960.408,71269.859,110524.529,129497.709,119948.671,85414.192,49391.273,18579.420,4803.489,809.410,162.821,96.501,93.540,82.681,71.177,79.912,42.804,77.692,76.994,62.227,60.075,49.091,50.001,40.268,68.985,49.207,57.675,49.703,56.785,62.450,50.857,48.155,71.847,41.346,46.743,43.870,40.875,50.248,54.127,41.929,37.950,35.431,48.484,60.898,45.395,61.158,65.007,88.210,76.282,87.644,79.680,87.006,69.529,78.262,64.448,61.001,49.007,60.098,55.250,58.809,50.986,55.295,49.399,54.515,59.145,57.630,53.179,58.677,47.997,52.088,53.784,63.543,61.307,54.535,57.079,62.966,64.833,59.639,60.587,58.942,55.510,58.369,59.958,50.614,47.306,44.404,48.644,35.866,42.369,34.409,38.788,36.727,36.848,37.662,37.650,33.201,35.882,37.272,46.515,40.315,41.773,37.114,41.890,48.233,48.595,
302,10010.208,9884.784,7375.939,6797.860,7386.775,5848.126,6184.147,6093.471,4677.820,4792.806,5292.258,4262.690,3422.598,3494.150,2402.468,2277.589,1613.254,1347.687,1213.422,1031.862,937.781,857.955,966.816,988.623,1000.118,1010.452,986.287,1028.547,1206.938,1261.420,1385.771,1743.961,2436.873,3941.773,6741.308,8832.582,9761.746,8934.907,6688.301,4100.166,2625.390,1839.920,1353.989,1185.147,1371.880,3838.165,13466.827,35645.084,72327.539,107443.395,125245.151,113642.398,83818.407,42059.967,15622.972,4415.376,647.205,134.738,73.808,99.817,81.391,83.603,73.511,79.801,122.397,82.664,43.570,106.314,48.913,69.889,52.556,64.334,53.907,71.601,65.179,45.718,59.786,49.275,49.812,55.449,56.269,55.413,39.518,39.943,41.673,49.804,42.620,37.391,48.803,51.602,44.152,70.022,55.566,71.504,67.820,74.746,82.657,85.015,69.325,65.114,71.081,67.192,66.378,57.277,58.071,53.782,49.535,60.058,47.225,52.022,50.015,48.897,47.426,54.595,54.483,55.396,54.088,57.458,54.439,58.721,56.084,65.183,54.332,62.641,58.917,57.807,63.024,55.875,49.376,55.120,50.892,41.481,46.352,42.449,35.750,36.079,37.207,34.964,40.682,31.503,31.830,39.118,43.121,39.176,36.775,34.788,41.798,43.576,46.466,42.394,39.028,
304,11204.961,9200.194,6996.105,5387.458,7234.469,6033.779,5167.997,6069.582,5896.230,4491.820,4823.107,4323.860,3646.408,3507.483,2386.418,2034.774,1853.741,1543.291,1189.412,981.368,924.413,858.152,797.453,986.664,925.777,925.137,1051.551,983.677,1191.825,1184.249,1326.296,1455.157,1879.546,2681.637,4384.844,6776.411,8368.838,9564.180,8300.117,5991.470,3712.861,2358.256,1612.339,1451.494,1178.753,1308.515,3447.941,12090.841,33881.832,67443.935,102789.005,122042.220,112892.337,76818.751,40181.199,16538.311,4223.063,590.196,118.794,100.711,66.134,69.279,81.879,58.154,58.597,60.320,63.918,66.075,62.335,68.735,64.476,66.317,70.249,63.986,63.986,45.468,48.870,42.973,53.503,41.143,57.691,52.983,48.359,47.679,41.320,36.380,46.116,44.145,49.292,51.765,48.114,49.230,57.815,71.977,66.971,80.165,68.976,64.572,61.494,64.237,62.917,61.246,74.666,64.273,53.055,53.602,60.626,52.019,45.101,57.747,48.778,49.193,50.798,53.401,51.337,44.582,60.000,59.242,63.496,54.489,54.195,48.971,62.980,57.138,62.084,56.322,65.166,60.634,49.689,53.401,46.672,47.438,37.536,41.405,34.635,38.062,37.595,31.751,34.101,31.302,31.407,34.375,38.344,36.559,34.262,38.406,32.735,43.928,41.826,46.976,44.921,
306,10253.236,8335.151,6368.923,6809.428,7209.912,5542.532,5806.120,5899.716,5315.132,4771.793,4679.190,3998.124,3566.153,3240.724,2330.547,2152.402,1744.127,1496.489,1128.344,970.587,975.867,795.869,792.649,865.425,849.444,948.164,957.654,982.821,1149.629,1206.544,1383.396,1468.388,1710.909,2116.905,3088.915,4603.792,6769.619,8784.118,9117.335,7571.513,5466.764,3408.714,2001.331,1458.759,1295.884,1092.193,1154.393,3070.712,11330.399,31401.610,64400.521,101516.328,118031.416,104945.173,73497.228,40951.993,16173.892,3834.467,662.637,109.885,72.347,68.625,86.485,59.777,53.079,61.411,74.775,49.856,63.556,52.808,55.791,70.005,59.343,51.567,50.815,56.854,38.816,49.818,49.165,42.465,46.879,48.102,50.690,37.169,39.114,40.199,40.211,47.751,34.926,59.251,55.292,52.836,61.090,55.319,68.968,71.162,71.780,82.526,63.373,68.120,44.846,58.088,66.496,83.338,59.206,51.242,59.068,49.113,46.855,50.885,55.160,51.030,49.004,54.610,51.431,41.302,49.337,56.904,53.464,48.616,54.481,52.051,61.215,59.490,50.366,48.562,63.859,59.182,55.198,57.106,55.281,43.566,43.502,40.288,36.906,37.097,34.312,33.554,28.729,33.149,45.946,29.071,40.166,36.436,34.938,40.349,34.165,40.367,41.130,39.512,45.702,
308,8811.384,8118.172,7343.619,6352.375,5739.220,5624.122,5843.566,5766.010,4891.287,4149.739,3889.428,3838.269,3751.089,2970.682,2291.684,2187.030,1780.625,1412.930,1159.460,914.384,813.710,825.527,786.855,826.006,913.272,959.356,901.415,1039.834,1101.274,1236.415,1407.094,1452.991,1642.449,1864.300,2379.109,3300.025,4857.816,7232.263,8633.716,8512.414,6937.492,4896.822,2804.944,1845.466,1350.564,1150.144,982.210,1054.020,3017.882,11364.106,31840.672,67176.673,97906.457,111283.898,99824.994,69894.884,37338.503,13266.214,3546.440,547.146,106.188,77.677,59.002,60.951,59.444,54.881,55.166,58.474,51.883,51.254,68.648,57.622,59.247,48.837,52.584,42.350,39.431,53.574,44.445,34.375,39.565,48.704,31.813,45.231,33.527,37.740,30.581,36.651,41.729,39.959,46.462,55.066,56.708,54.384,56.731,69.404,64.712,65.656,68.427,55.503,62.348,58.554,51.351,56.492,55.160,47.982,49.973,50.873,51.894,47.974,50.915,51.103,44.342,46.586,52.427,47.750,45.632,51.356,46.357,46.666,50.784,55.591,54.948,60.936,55.958,53.828,58.601,58.123,51.734,59.340,54.575,46.835,43.236,42.094,39.926,37.206,33.755,34.504,33.269,36.930,35.224,32.643,34.350,35.569,35.026,32.376,33.946,38.068,36.087,42.288,44.819,
310,8026.713,7815.405,6960.602,6921.381,5478.102,5963.433,5427.619,4461.421,4789.154,4564.559,3998.918,4352.298,3409.351,3133.022,2516.501,2135.686,1866.006,1352.945,1148.521,834.780,789.675,904.280,933.960,848.226,803.857,865.984,1000.777,987.285,1081.840,1171.081,1313.982,1493.224,1573.553,1841.826,1976.237,2392.632,3368.046,5306.024,7144.621,8475.601,8328.275,6402.013,4149.287,2393.068,1613.152,1171.957,998.514,856.340,927.611,2691.815,10728.254,32961.822,62894.781,93102.257,108274.585,97897.348,67976.544,34136.379,13713.150,3434.026,479.295,102.140,51.063,64.224,74.663,60.721,58.770,57.939,52.868,62.613,47.633,64.898,52.878,57.814,53.202,54.416,40.993,39.590,49.211,48.032,40.044,31.874,41.413,46.199,31.498,36.099,43.412,32.814,34.872,43.720,45.205,57.724,50.925,66.447,61.325,58.294,55.365,72.504,69.730,63.373,56.910,46.970,54.793,53.239,45.281,37.350,48.887,51.288,53.763,44.653,51.445,49.247,44.876,43.721,50.703,63.142,46.525,51.419,57.354,47.327,49.421,51.404,51.110,60.843,57.520,53.917,57.380,57.317,53.908,51.211,49.767,47.111,40.932,40.460,35.795,33.453,31.705,35.760,29.271,37.893,32.636,36.175,31.331,34.534,30.882,29.970,33.357,40.271,36.263,38.248,42.420,
312,8191.688,7256.234,10736.511,5776.532,5297.195,6190.672,5201.219,4743.157,4506.193,4576.958,3840.397,3900.112,3572.294,3209.683,2677.689,2084.735,1742.313,1442.430,1252.418,1039.670,823.047,880.299,892.094,760.170,905.279,867.783,957.950,1067.391,1167.565,1136.707,1250.356,1416.627,1532.932,1657.815,2070.188,2129.927,2655.350,3763.696,5615.593,7553.237,8227.029,7615.932,5680.098,3607.942,2267.372,1381.414,1040.976,845.947,692.733,843.096,2745.089,12441.017,31410.752,61709.611,93135.691,105488.427,93691.472,62084.738,33770.568,12735.064,2931.720,485.139,76.458,65.849,72.491,73.466,49.811,61.173,47.330,61.485,43.603,60.084,57.464,54.293,54.892,47.895,47.011,36.535,40.983,56.267,36.006,40.305,28.054,29.714,42.478,40.917,46.043,42.493,40.524,42.702,43.149,58.434,43.955,54.885,67.039,61.249,58.755,63.104,68.429,61.688,65.107,56.100,45.183,39.097,38.732,43.455,46.683,49.313,40.700,45.127,44.030,37.278,47.442,38.937,43.646,48.424,43.070,42.667,47.273,54.125,49.537,52.465,49.352,55.247,54.096,56.682,59.781,55.677,52.172,51.228,54.752,42.733,41.172,37.627,37.764,33.739,30.687,34.839,37.226,36.983,35.329,32.310,32.828,30.514,33.527,31.122,37.292,33.435,41.509,31.348,37.857,
314,8497.408,7378.604,8538.767,6611.509,6710.896,5709.454,5312.803,5063.140,4330.699,4853.178,3743.617,3605.550,3696.860,3091.102,2461.223,2145.722,1675.594,1370.837,1102.134,1036.365,880.670,935.296,779.223,783.153,855.788,920.763,852.946,955.403,1062.922,1138.230,1276.241,1464.926,1545.155,1808.287,1939.176,2000.511,2165.587,2932.533,3992.698,5814.904,7495.670,7986.865,6935.894,4989.694,3213.226,1888.463,1193.737,925.819,704.667,628.959,725.536,2947.325,11044.837,31354.764,63021.240,89887.145,102357.782,88779.351,62391.939,32007.674,11258.833,3229.525,397.584,85.212,76.158,64.466,51.634,50.355,69.600,61.013,46.538,63.612,65.292,69.940,45.046,39.571,43.711,33.833,33.676,45.028,44.262,34.627,30.002,34.697,41.990,31.116,37.990,30.672,39.426,45.921,38.048,37.984,51.076,54.774,66.760,57.105,56.260,62.361,53.848,59.690,59.166,58.080,50.673,46.723,46.165,53.522,45.630,43.635,48.448,48.057,40.757,44.796,46.414,47.289,39.223,48.271,47.090,47.155,47.169,50.820,49.831,54.267,49.864,53.032,54.473,52.991,53.146,55.633,50.838,52.493,50.236,45.263,42.847,36.609,34.631,31.410,34.135,36.579,34.840,31.005,33.452,35.576,30.374,33.627,32.307,32.767,32.691,36.382,34.575,37.390,34.838,
